"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD_C0","TEXCOORD_C1","TEXCOORD1_C0","TEXCOORD1_C1","TEXCOORD1_C2","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD2_C3","TEXCOORD3_C0","TEXCOORD3_C1","TEXCOORD3_C2","TEXCOORD3_C3","TEXCOORD4"
"[82]",,"2664","27","0","-3.287","-21.3151","0.2","31.2472","0.718262","0.991699","-3.27018","-21.4202","31.2668","-0.378418","-0.925781","0.000558376","1","0.59082","-0.224487","-0.775391","-0.70752","131189"
"[83]",,"2663","27","0","-3.33366","-21.0616","0.2","31.2003","0.71875","0.972168","-3.31936","-21.1688","31.2189","-0.424316","-0.902832","0.067688","1","0.54541","-0.318848","-0.774902","-0.69043","131189"
"[84]",,"2664","28","0","-3.287","-21.3151","0.2","31.2472","0.718262","0.991699","-3.27018","-21.4202","31.2668","-0.378418","-0.925781","0.000558376","1","0.59082","-0.224487","-0.775391","-0.70752","131189"
"[85]",,"2215","28","0","-3.32455","-21.1517","0.2","30.9873","0.739258","0.970703","-3.30973","-21.2609","31.0063","-0.385498","-0.920898","0.0574341","1","0.914551","-0.391846","-0.098938","-0.992676","196725"
"[86]",,"2373","28","0","-3.27692","-21.4307","0.2","31.0338","0.739258","0.991211","-3.25919","-21.5374","31.0538","-0.353271","-0.933594","0.0585632","1","0.922852","-0.370605","-0.105774","-0.998047","196725"
"[87]",,"1790","29","0","-2.93947","-20.1933","0.2","31.271","0.637695","0.938477","-2.93275","-20.2896","31.2858","-0.222046","-0.96875","0.108887","1","-0.963379","0.246094","0.110413","0.998535","196725"
"[88]",,"1961","29","0","-3.10137","-19.995","0.2","31.3102","0.651367","0.923828","-3.09629","-20.0951","31.3244","-0.269043","-0.957031","0.107178","1","-0.875488","0.209229","-0.435791","0.846191","131189"
"[89]",,"1791","29","0","-3.07652","-20.1995","0.2","31.3394","0.652344","0.937012","-3.06968","-20.2985","31.3544","-0.297852","-0.952637","0.0637817","1","-0.899414","0.257324","-0.35376","0.88916","131189"
"[90]",,"1961","30","0","-3.10137","-19.995","0.2","31.3102","0.651367","0.923828","-3.09629","-20.0951","31.3244","-0.269043","-0.957031","0.107178","1","-0.875488","0.209229","-0.435791","0.846191","131189"
"[91]",,"1804","30","0","-3.23601","-20.2185","0.2","31.4033","0.669922","0.935059","-3.22894","-20.3209","31.4186","-0.394287","-0.917969","0.041626","1","-0.750977","0.295654","-0.589844","0.727051","131189"
"[92]",,"1791","30","0","-3.07652","-20.1995","0.2","31.3394","0.652344","0.937012","-3.06968","-20.2985","31.3544","-0.297852","-0.952637","0.0637817","1","-0.899414","0.257324","-0.35376","0.88916","131189"
"[93]",,"1804","31","0","-3.23601","-20.2185","0.2","31.4033","0.669922","0.935059","-3.22894","-20.3209","31.4186","-0.394287","-0.917969","0.041626","1","-0.750977","0.295654","-0.589844","0.727051","131189"
"[94]",,"1961","31","0","-3.10137","-19.995","0.2","31.3102","0.651367","0.923828","-3.09629","-20.0951","31.3244","-0.269043","-0.957031","0.107178","1","-0.875488","0.209229","-0.435791","0.846191","131189"
"[95]",,"1983","31","0","-3.27058","-20.0226","0.2","31.3608","0.668945","0.921875","-3.26522","-20.1264","31.3754","-0.347656","-0.934082","0.0841064","1","-0.802246","0.248047","-0.543457","0.770508","131189"
"[96]",,"1983","32","0","-3.27058","-20.0226","0.2","31.3608","0.668945","0.921875","-3.26522","-20.1264","31.3754","-0.347656","-0.934082","0.0841064","1","-0.802246","0.248047","-0.543457","0.770508","131189"
"[97]",,"1808","32","0","-3.35439","-20.2627","0.2","31.4102","0.682129","0.933594","-3.34692","-20.3681","31.4258","-0.367676","-0.920898","0.130859","1","-0.318604","-0.0238342","-0.947266","0.202148","131189"
"[98]",,"1804","32","0","-3.23601","-20.2185","0.2","31.4033","0.669922","0.935059","-3.22894","-20.3209","31.4186","-0.394287","-0.917969","0.041626","1","-0.750977","0.295654","-0.589844","0.727051","131189"
"[99]",,"1808","33","0","-3.35439","-20.2627","0.2","31.4102","0.682129","0.933594","-3.34692","-20.3681","31.4258","-0.367676","-0.920898","0.130859","1","-0.318604","-0.0238342","-0.947266","0.202148","131189"
"[100]",,"1983","33","0","-3.27058","-20.0226","0.2","31.3608","0.668945","0.921875","-3.26522","-20.1264","31.3754","-0.347656","-0.934082","0.0841064","1","-0.802246","0.248047","-0.543457","0.770508","131189"
"[101]",,"1758","33","0","-3.39558","-20.0497","0.2","31.3905","0.681641","0.919922","-3.38996","-20.1564","31.4053","-0.330566","-0.933594","0.138184","1","-0.373535","0.0106506","-0.927246","0.264648","131189"
"[102]",,"1758","34","0","-3.39558","-20.0497","0.2","31.3905","0.681641","0.919922","-3.38996","-20.1564","31.4053","-0.330566","-0.933594","0.138184","1","-0.373535","0.0106506","-0.927246","0.264648","131189"
"[103]",,"1984","34","0","-3.44192","-20.3318","0.2","31.2713","0.69873","0.930664","-3.43395","-20.4413","31.2873","-0.392334","-0.915527","0.0890503","1","0.376465","-0.244141","-0.893555","-0.516113","131189"
"[104]",,"1808","34","0","-3.35439","-20.2627","0.2","31.4102","0.682129","0.933594","-3.34692","-20.3681","31.4258","-0.367676","-0.920898","0.130859","1","-0.318604","-0.0238342","-0.947266","0.202148","131189"
"[105]",,"1787","35","0","-3.3674","-20.6499","0.2","31.3219","0.699219","0.952148","-3.35665","-20.7568","31.339","-0.432129","-0.893066","0.125122","1","0.311523","-0.2771","-0.908691","-0.465576","131189"
"[106]",,"1808","35","0","-3.35439","-20.2627","0.2","31.4102","0.682129","0.933594","-3.34692","-20.3681","31.4258","-0.367676","-0.920898","0.130859","1","-0.318604","-0.0238342","-0.947266","0.202148","131189"
"[107]",,"1984","35","0","-3.44192","-20.3318","0.2","31.2713","0.69873","0.930664","-3.43395","-20.4413","31.2873","-0.392334","-0.915527","0.0890503","1","0.376465","-0.244141","-0.893555","-0.516113","131189"
"[108]",,"1984","36","0","-3.44192","-20.3318","0.2","31.2713","0.69873","0.930664","-3.43395","-20.4413","31.2873","-0.392334","-0.915527","0.0890503","1","0.376465","-0.244141","-0.893555","-0.516113","131189"
"[109]",,"1828","36","0","-3.39823","-20.7637","0.2","31.1387","0.71875","0.950684","-3.38668","-20.8736","31.1563","-0.408691","-0.909668","0.0708618","1","0.591797","-0.326416","-0.736328","-0.72998","131189"
"[110]",,"1787","36","0","-3.3674","-20.6499","0.2","31.3219","0.699219","0.952148","-3.35665","-20.7568","31.339","-0.432129","-0.893066","0.125122","1","0.311523","-0.2771","-0.908691","-0.465576","131189"
"[111]",,"2663","37","0","-3.33366","-21.0616","0.2","31.2003","0.71875","0.972168","-3.31936","-21.1688","31.2189","-0.424316","-0.902832","0.067688","1","0.54541","-0.318848","-0.774902","-0.69043","131189"
"[112]",,"1787","37","0","-3.3674","-20.6499","0.2","31.3219","0.699219","0.952148","-3.35665","-20.7568","31.339","-0.432129","-0.893066","0.125122","1","0.311523","-0.2771","-0.908691","-0.465576","131189"
"[113]",,"1828","37","0","-3.39823","-20.7637","0.2","31.1387","0.71875","0.950684","-3.38668","-20.8736","31.1563","-0.408691","-0.909668","0.0708618","1","0.591797","-0.326416","-0.736328","-0.72998","131189"
"[114]",,"941","38","0","-3.38075","-20.8505","0.2","30.9325","0.73877","0.949707","-3.36866","-20.9622","30.9504","-0.405029","-0.912598","0.0591736","1","0.90918","-0.405029","-0.0998535","-0.986816","196725"
"[115]",,"2663","38","0","-3.33366","-21.0616","0.2","31.2003","0.71875","0.972168","-3.31936","-21.1688","31.2189","-0.424316","-0.902832","0.067688","1","0.54541","-0.318848","-0.774902","-0.69043","131189"
"[116]",,"1828","38","0","-3.39823","-20.7637","0.2","31.1387","0.71875","0.950684","-3.38668","-20.8736","31.1563","-0.408691","-0.909668","0.0708618","1","0.591797","-0.326416","-0.736328","-0.72998","131189"
"[117]",,"2663","39","0","-3.33366","-21.0616","0.2","31.2003","0.71875","0.972168","-3.31936","-21.1688","31.2189","-0.424316","-0.902832","0.067688","1","0.54541","-0.318848","-0.774902","-0.69043","131189"
"[118]",,"941","39","0","-3.38075","-20.8505","0.2","30.9325","0.73877","0.949707","-3.36866","-20.9622","30.9504","-0.405029","-0.912598","0.0591736","1","0.90918","-0.405029","-0.0998535","-0.986816","196725"
"[119]",,"2215","39","0","-3.32455","-21.1517","0.2","30.9873","0.739258","0.970703","-3.30973","-21.2609","31.0063","-0.385498","-0.920898","0.0574341","1","0.914551","-0.391846","-0.098938","-0.992676","196725"
"[120]",,"1961","40","0","-3.10137","-19.995","0.2","31.3102","0.651367","0.923828","-3.09629","-20.0951","31.3244","-0.269043","-0.957031","0.107178","1","-0.875488","0.209229","-0.435791","0.846191","131189"
"[121]",,"1790","40","0","-2.93947","-20.1933","0.2","31.271","0.637695","0.938477","-2.93275","-20.2896","31.2858","-0.222046","-0.96875","0.108887","1","-0.963379","0.246094","0.110413","0.998535","196725"
"[122]",,"1727","40","0","-2.95751","-19.9576","0.2","31.2465","0.635742","0.924316","-2.9528","-20.0547","31.2605","-0.16394","-0.974121","0.154907","1","-0.979004","0.168091","0.115784","1","196725"
"[123]",,"1959","41","0","-2.98375","-19.5772","0.2","31.2084","0.632812","0.901855","-2.98229","-19.6757","31.2208","-0.165649","-0.973145","0.159058","1","-0.981445","0.151123","0.117432","1","196725"
"[124]",,"1961","41","0","-3.10137","-19.995","0.2","31.3102","0.651367","0.923828","-3.09629","-20.0951","31.3244","-0.269043","-0.957031","0.107178","1","-0.875488","0.209229","-0.435791","0.846191","131189"
