"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD_C0","TEXCOORD_C1","TEXCOORD1_C0","TEXCOORD1_C1","TEXCOORD1_C2","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD2_C3","TEXCOORD3_C0","TEXCOORD3_C1","TEXCOORD3_C2","TEXCOORD3_C3","TEXCOORD4"
"[32]",,"347","10","0","-8.17857","-11.1874","0.2","27.2837","1.17383","0.620605","-8.19914","-11.2865","27.2728","-0.680176","0.197998","0.706055","-1","-0.256104","0.833496","-0.489502","0.827637","131187"
"[33]",,"344","11","0","-8.15145","-11.2551","0.2","27.3303","1.16992","0.623047","-8.17203","-11.3542","27.3193","-0.947754","0.219971","-0.232544","-1","0.0398254","-0.634766","-0.771484","-0.634277","131187"
"[34]",,"347","11","0","-8.17857","-11.1874","0.2","27.2837","1.17383","0.620605","-8.19914","-11.2865","27.2728","-0.680176","0.197998","0.706055","-1","-0.256104","0.833496","-0.489502","0.827637","131187"
"[35]",,"342","11","0","-8.18607","-11.226","0.2","27.2754","1.17285","0.619141","-8.20658","-11.3251","27.2644","-0.922363","0.098999","-0.374023","-1","0.303467","-0.418457","-0.855957","-0.412598","131187"
"[36]",,"347","12","0","-8.17857","-11.1874","0.2","27.2837","1.17383","0.620605","-8.19914","-11.2865","27.2728","-0.680176","0.197998","0.706055","-1","-0.256104","0.833496","-0.489502","0.827637","131187"
"[37]",,"344","12","0","-8.15145","-11.2551","0.2","27.3303","1.16992","0.623047","-8.17203","-11.3542","27.3193","-0.947754","0.219971","-0.232544","-1","0.0398254","-0.634766","-0.771484","-0.634277","131187"
"[38]",,"341","12","0","-8.14404","-11.2257","0.2","27.3358","1.16992","0.624023","-8.16467","-11.3248","27.3249","-0.648926","0.302979","0.698242","-1","-0.347656","0.699219","-0.624512","0.690918","131187"
"[39]",,"344","13","0","-8.15145","-11.2551","0.2","27.3303","1.16992","0.623047","-8.17203","-11.3542","27.3193","-0.947754","0.219971","-0.232544","-1","0.0398254","-0.634766","-0.771484","-0.634277","131187"
"[40]",,"339","13","0","-8.119","-11.2458","0.2","27.3508","1.16797","0.625977","-8.13964","-11.3449","27.3399","-0.0907593","0.915527","0.391357","-1","-0.993652","-0.110962","0.0218658","-0.133301","131187"
"[41]",,"341","13","0","-8.14404","-11.2257","0.2","27.3358","1.16992","0.624023","-8.16467","-11.3248","27.3249","-0.648926","0.302979","0.698242","-1","-0.347656","0.699219","-0.624512","0.690918","131187"
"[42]",,"332","14","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[43]",,"339","14","0","-8.119","-11.2458","0.2","27.3508","1.16797","0.625977","-8.13964","-11.3449","27.3399","-0.0907593","0.915527","0.391357","-1","-0.993652","-0.110962","0.0218658","-0.133301","131187"
"[44]",,"344","14","0","-8.15145","-11.2551","0.2","27.3303","1.16992","0.623047","-8.17203","-11.3542","27.3193","-0.947754","0.219971","-0.232544","-1","0.0398254","-0.634766","-0.771484","-0.634277","131187"
"[45]",,"334","15","0","-8.14075","-11.2311","0.2","27.3146","1.16699","0.62207","-8.16133","-11.3302","27.3037","-0.904297","-0.405273","-0.132935","-1","-0.341309","0.499756","0.795898","0.492676","131187"
"[46]",,"339","15","0","-8.119","-11.2458","0.2","27.3508","1.16797","0.625977","-8.13964","-11.3449","27.3399","-0.0907593","0.915527","0.391357","-1","-0.993652","-0.110962","0.0218658","-0.133301","131187"
"[47]",,"332","15","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[48]",,"332","16","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[49]",,"343","16","0","-8.17869","-11.2004","0.2","27.2567","1.16895","0.617188","-8.19919","-11.2994","27.2458","-0.764648","-0.600586","-0.233398","-1","-0.484863","0.297119","0.822266","0.286865","131187"
"[50]",,"334","16","0","-8.14075","-11.2311","0.2","27.3146","1.16699","0.62207","-8.16133","-11.3302","27.3037","-0.904297","-0.405273","-0.132935","-1","-0.341309","0.499756","0.795898","0.492676","131187"
"[51]",,"361","17","0","-8.22769","-11.1891","0.2","27.2025","1.17578","0.61377","-8.24878","-11.2878","27.1914","-0.834473","-0.114746","-0.538574","-1","0.546387","-0.274902","-0.791016","-0.265381","131187"
"[52]",,"356","17","0","-8.21961","-11.0079","0.2","27.185","1.18262","0.612305","-8.24023","-11.1068","27.1743","-0.729004","-0.252197","0.636719","-1","-0.656738","0.522949","-0.543457","0.507812","131187"
"[53]",,"354","17","0","-8.24603","-11.0773","0.2","27.1402","1.18066","0.608398","-8.26712","-11.1758","27.1293","-0.869141","-0.13208","-0.476562","-1","0.493896","-0.172241","-0.852051","-0.163574","131187"
"[54]",,"354","18","0","-8.24603","-11.0773","0.2","27.1402","1.18066","0.608398","-8.26712","-11.1758","27.1293","-0.869141","-0.13208","-0.476562","-1","0.493896","-0.172241","-0.852051","-0.163574","131187"
"[55]",,"350","18","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[56]",,"361","18","0","-8.22769","-11.1891","0.2","27.2025","1.17578","0.61377","-8.24878","-11.2878","27.1914","-0.834473","-0.114746","-0.538574","-1","0.546387","-0.274902","-0.791016","-0.265381","131187"
"[57]",,"349","19","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[58]",,"361","19","0","-8.22769","-11.1891","0.2","27.2025","1.17578","0.61377","-8.24878","-11.2878","27.1914","-0.834473","-0.114746","-0.538574","-1","0.546387","-0.274902","-0.791016","-0.265381","131187"
"[59]",,"350","19","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[60]",,"361","20","0","-8.22769","-11.1891","0.2","27.2025","1.17578","0.61377","-8.24878","-11.2878","27.1914","-0.834473","-0.114746","-0.538574","-1","0.546387","-0.274902","-0.791016","-0.265381","131187"
"[61]",,"349","20","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[62]",,"342","20","0","-8.18607","-11.226","0.2","27.2754","1.17285","0.619141","-8.20658","-11.3251","27.2644","-0.922363","0.098999","-0.374023","-1","0.303467","-0.418457","-0.855957","-0.412598","131187"
"[63]",,"332","21","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[64]",,"342","21","0","-8.18607","-11.226","0.2","27.2754","1.17285","0.619141","-8.20658","-11.3251","27.2644","-0.922363","0.098999","-0.374023","-1","0.303467","-0.418457","-0.855957","-0.412598","131187"
"[65]",,"349","21","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[66]",,"342","22","0","-8.18607","-11.226","0.2","27.2754","1.17285","0.619141","-8.20658","-11.3251","27.2644","-0.922363","0.098999","-0.374023","-1","0.303467","-0.418457","-0.855957","-0.412598","131187"
"[67]",,"332","22","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[68]",,"344","22","0","-8.15145","-11.2551","0.2","27.3303","1.16992","0.623047","-8.17203","-11.3542","27.3193","-0.947754","0.219971","-0.232544","-1","0.0398254","-0.634766","-0.771484","-0.634277","131187"
"[69]",,"350","23","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[70]",,"354","23","0","-8.24603","-11.0773","0.2","27.1402","1.18066","0.608398","-8.26712","-11.1758","27.1293","-0.869141","-0.13208","-0.476562","-1","0.493896","-0.172241","-0.852051","-0.163574","131187"
"[71]",,"345","23","0","-8.24764","-11.1172","0.2","27.0991","1.17676","0.605469","-8.2686","-11.2155","27.0881","-0.575195","0.0392761","-0.816895","-1","0.652832","-0.578613","-0.48877","-0.567383","131187"
"[72]",,"352","24","0","-8.20183","-11.1369","0.2","27.1549","1.16992","0.60791","-8.22288","-11.2353","27.1439","-0.417236","-0.899902","-0.125854","-1","-0.342773","0.0252838","0.938965","0.0190582","131187"
"[73]",,"350","24","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[74]",,"345","24","0","-8.24764","-11.1172","0.2","27.0991","1.17676","0.605469","-8.2686","-11.2155","27.0881","-0.575195","0.0392761","-0.816895","-1","0.652832","-0.578613","-0.48877","-0.567383","131187"
"[75]",,"350","25","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[76]",,"352","25","0","-8.20183","-11.1369","0.2","27.1549","1.16992","0.60791","-8.22288","-11.2353","27.1439","-0.417236","-0.899902","-0.125854","-1","-0.342773","0.0252838","0.938965","0.0190582","131187"
"[77]",,"346","25","0","-8.18736","-11.1866","0.2","27.196","1.16992","0.611816","-8.20844","-11.2851","27.1851","-0.561035","-0.758789","-0.331543","-1","-0.617676","0.119507","0.777832","0.108887","131187"
"[78]",,"346","26","0","-8.18736","-11.1866","0.2","27.196","1.16992","0.611816","-8.20844","-11.2851","27.1851","-0.561035","-0.758789","-0.331543","-1","-0.617676","0.119507","0.777832","0.108887","131187"
"[79]",,"349","26","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[80]",,"350","26","0","-8.20883","-11.2286","0.2","27.169","1.17285","0.611816","-8.22982","-11.3271","27.1579","-0.171265","-0.567871","-0.804688","-1","0.448975","-0.774902","0.444092","-0.768066","131187"
"[81]",,"349","27","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[82]",,"346","27","0","-8.18736","-11.1866","0.2","27.196","1.16992","0.611816","-8.20844","-11.2851","27.1851","-0.561035","-0.758789","-0.331543","-1","-0.617676","0.119507","0.777832","0.108887","131187"
"[83]",,"343","27","0","-8.17869","-11.2004","0.2","27.2567","1.16895","0.617188","-8.19919","-11.2994","27.2458","-0.764648","-0.600586","-0.233398","-1","-0.484863","0.297119","0.822266","0.286865","131187"
"[84]",,"343","28","0","-8.17869","-11.2004","0.2","27.2567","1.16895","0.617188","-8.19919","-11.2994","27.2458","-0.764648","-0.600586","-0.233398","-1","-0.484863","0.297119","0.822266","0.286865","131187"
"[85]",,"332","28","0","-8.14349","-11.263","0.2","27.3101","1.16797","0.62207","-8.16402","-11.3621","27.2991","-0.817871","-0.340332","-0.463623","-1","0.00941467","-0.810059","0.586426","-0.80957","131187"
"[86]",,"349","28","0","-8.18902","-11.2776","0.2","27.2374","1.1709","0.617676","-8.21009","-11.3763","27.2262","-0.43042","-0.33374","-0.838379","-1","0.167114","-0.942871","0.28833","-0.94043","131187"
"[87]",,"644","29","0","-7.85593","-11.1623","0.2","26.384","1.18262","0.612305","-7.87452","-11.2547","26.3738","-0.364258","-0.703125","-0.61084","1","-0.880371","0.473145","-0.0204163","0.457764","196723"
"[88]",,"640","29","0","-7.87046","-11.2766","0.2","26.4187","1.18457","0.619141","-7.88973","-11.3689","26.4081","0.259521","-0.875","-0.408203","1","-0.691895","0.126465","-0.710938","0.115417","196723"
"[89]",,"645","29","0","-7.82829","-11.3321","0.2","26.4216","1.17969","0.620117","-7.84749","-11.4243","26.411","-0.000479221","-0.895996","-0.443604","1","-0.865234","0.21936","-0.450928","0.20752","196723"
"[90]",,"650","30","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[91]",,"644","30","0","-7.85593","-11.1623","0.2","26.384","1.18262","0.612305","-7.87452","-11.2547","26.3738","-0.364258","-0.703125","-0.61084","1","-0.880371","0.473145","-0.0204163","0.457764","196723"
"[92]",,"645","30","0","-7.82829","-11.3321","0.2","26.4216","1.17969","0.620117","-7.84749","-11.4243","26.411","-0.000479221","-0.895996","-0.443604","1","-0.865234","0.21936","-0.450928","0.20752","196723"
"[93]",,"644","31","0","-7.85593","-11.1623","0.2","26.384","1.18262","0.612305","-7.87452","-11.2547","26.3738","-0.364258","-0.703125","-0.61084","1","-0.880371","0.473145","-0.0204163","0.457764","196723"
"[94]",,"650","31","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[95]",,"652","31","0","-7.85376","-11.162","0.2","26.3813","1.18262","0.612305","-7.87234","-11.2545","26.3711","-0.965332","-0.088562","-0.246216","1","-0.257324","0.516113","0.816895","0.516602","196723"
"[96]",,"643","32","0","-7.83747","-11.3409","0.2","26.3803","1.17578","0.61377","-7.85658","-11.433","26.3697","-0.528809","-0.0534363","0.84668","1","0.797363","-0.371338","0.47583","-0.360352","196723"
"[97]",,"652","32","0","-7.85376","-11.162","0.2","26.3813","1.18262","0.612305","-7.87234","-11.2545","26.3711","-0.965332","-0.088562","-0.246216","1","-0.257324","0.516113","0.816895","0.516602","196723"
"[98]",,"650","32","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[99]",,"652","33","0","-7.85376","-11.162","0.2","26.3813","1.18262","0.612305","-7.87234","-11.2545","26.3711","-0.965332","-0.088562","-0.246216","1","-0.257324","0.516113","0.816895","0.516602","196723"
"[100]",,"643","33","0","-7.83747","-11.3409","0.2","26.3803","1.17578","0.61377","-7.85658","-11.433","26.3697","-0.528809","-0.0534363","0.84668","1","0.797363","-0.371338","0.47583","-0.360352","196723"
"[101]",,"647","33","0","-7.90047","-11.2206","0.2","26.3748","1.18066","0.608398","-7.91973","-11.3129","26.3643","-0.584473","-0.103455","0.805176","1","0.791992","-0.289795","0.537109","-0.278564","196723"
"[102]",,"642","34","0","-7.86098","-11.37","0.2","26.4169","1.17285","0.611816","-7.88011","-11.4623","26.4062","0.174072","-0.613281","0.77002","1","0.170166","-0.755371","-0.633301","-0.756348","196723"
"[103]",,"647","34","0","-7.90047","-11.2206","0.2","26.3748","1.18066","0.608398","-7.91973","-11.3129","26.3643","-0.584473","-0.103455","0.805176","1","0.791992","-0.289795","0.537109","-0.278564","196723"
"[104]",,"643","34","0","-7.83747","-11.3409","0.2","26.3803","1.17578","0.61377","-7.85658","-11.433","26.3697","-0.528809","-0.0534363","0.84668","1","0.797363","-0.371338","0.47583","-0.360352","196723"
"[105]",,"647","35","0","-7.90047","-11.2206","0.2","26.3748","1.18066","0.608398","-7.91973","-11.3129","26.3643","-0.584473","-0.103455","0.805176","1","0.791992","-0.289795","0.537109","-0.278564","196723"
"[106]",,"642","35","0","-7.86098","-11.37","0.2","26.4169","1.17285","0.611816","-7.88011","-11.4623","26.4062","0.174072","-0.613281","0.77002","1","0.170166","-0.755371","-0.633301","-0.756348","196723"
"[107]",,"637","35","0","-7.93748","-11.2509","0.2","26.3956","1.17676","0.605469","-7.95674","-11.3435","26.385","-0.180786","-0.00273323","0.983398","1","0.755859","-0.639648","0.138428","-0.630371","196723"
"[108]",,"642","36","0","-7.86098","-11.37","0.2","26.4169","1.17285","0.611816","-7.88011","-11.4623","26.4062","0.174072","-0.613281","0.77002","1","0.170166","-0.755371","-0.633301","-0.756348","196723"
"[109]",,"641","36","0","-7.87046","-11.2766","0.2","26.4187","1.16992","0.60791","-7.88973","-11.3689","26.4081","-0.377197","-0.90332","0.205078","1","-0.691895","0.126465","-0.710938","0.115417","196723"
"[110]",,"637","36","0","-7.93748","-11.2509","0.2","26.3956","1.17676","0.605469","-7.95674","-11.3435","26.385","-0.180786","-0.00273323","0.983398","1","0.755859","-0.639648","0.138428","-0.630371","196723"
"[111]",,"629","37","0","-7.7739","-11.3599","0.2","26.4161","1.17578","0.62207","-7.79221","-11.452","26.4058","-0.177002","-0.893555","-0.412598","1","-0.753418","0.394531","-0.526367","0.378662","196723"
"[112]",,"650","37","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[113]",,"645","37","0","-7.82829","-11.3321","0.2","26.4216","1.17969","0.620117","-7.84749","-11.4243","26.411","-0.000479221","-0.895996","-0.443604","1","-0.865234","0.21936","-0.450928","0.20752","196723"
"[114]",,"650","38","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[115]",,"629","38","0","-7.7739","-11.3599","0.2","26.4161","1.17578","0.62207","-7.79221","-11.452","26.4058","-0.177002","-0.893555","-0.412598","1","-0.753418","0.394531","-0.526367","0.378662","196723"
"[116]",,"631","38","0","-7.73878","-11.3618","0.2","26.4063","1.17383","0.620605","-7.75707","-11.4537","26.3961","-0.89502","0.308105","-0.322754","1","0.0407715","0.773926","0.631836","0.77832","196723"
"[117]",,"636","39","0","-7.75814","-11.3915","0.2","26.4053","1.17285","0.619141","-7.77638","-11.4835","26.395","-0.743652","-0.0602112","0.665527","1","0.594238","-0.512695","0.620117","-0.498535","196723"
"[118]",,"650","39","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[119]",,"631","39","0","-7.73878","-11.3618","0.2","26.4063","1.17383","0.620605","-7.75707","-11.4537","26.3961","-0.89502","0.308105","-0.322754","1","0.0407715","0.773926","0.631836","0.77832","196723"
"[120]",,"650","40","0","-7.81054","-11.2721","0.2","26.3842","1.17773","0.616211","-7.82894","-11.3643","26.3739","-0.949219","0.22583","-0.218018","1","-0.079834","0.501465","0.861816","0.504883","196723"
"[121]",,"636","40","0","-7.75814","-11.3915","0.2","26.4053","1.17285","0.619141","-7.77638","-11.4835","26.395","-0.743652","-0.0602112","0.665527","1","0.594238","-0.512695","0.620117","-0.498535","196723"
"[122]",,"643","40","0","-7.83747","-11.3409","0.2","26.3803","1.17578","0.61377","-7.85658","-11.433","26.3697","-0.528809","-0.0534363","0.84668","1","0.797363","-0.371338","0.47583","-0.360352","196723"
"[123]",,"628","41","0","-7.79253","-11.4298","0.2","26.4142","1.1709","0.617676","-7.81157","-11.5218","26.4035","-0.139038","-0.401123","0.905273","1","-0.0319214","-0.914062","-0.404541","-0.916504","196723"
"[124]",,"643","41","0","-7.83747","-11.3409","0.2","26.3803","1.17578","0.61377","-7.85658","-11.433","26.3697","-0.528809","-0.0534363","0.84668","1","0.797363","-0.371338","0.47583","-0.360352","196723"
"[125]",,"636","41","0","-7.75814","-11.3915","0.2","26.4053","1.17285","0.619141","-7.77638","-11.4835","26.395","-0.743652","-0.0602112","0.665527","1","0.594238","-0.512695","0.620117","-0.498535","196723"
