Name	Type	Location	Value
 %1778	float	%1778	2.65502024
 %1779	float	%1779	2.69717336
 %1780	float	%1780	0.996002197
 %1781	integer	%1781	2 (2.80259693e-45)
 %1782	integer	%1782	1 (1.40129846e-45)
 %1784	integer	%1784	1 (1.40129846e-45)
 %1786	integer	%1786	0 (0.00000000)
 %1788	float	%1788	0.00000000
 %1791	float	%1791	0.996002197
 %1792	float	%1792	0.468616128
 %1793	float	%1793	1.65090334
 %1794	float	%1794	0.572800875
 %1795	float	%1795	-0.425859302
 %1796	float	%1796	-1.71709275
 %1797	float	%1797	0.535471201
 %1798	float	%1798	-0.693826675
 %1799	float	%1799	2.65502024
 %1800	float	%1800	-0.659855068
 %1801	float	%1801	-0.330502272
 %1802	float	%1802	1.61909151
 %1803	float	%1803	2.69717336
 %1804	float	%1804	0.00000000
 %1805	float	%1805	0.00000000
 %1806	float	%1806	0.996002197
 %1807	float	%1807	0.470497102
 %1808	float	%1808	-1.72398496
 %1809	float	%1809	-0.662503660
 %1810	float	%1810	0.00000000
 %1811	float	%1811	1.65752995
 %1812	float	%1812	0.537620544
 %1813	float	%1813	-0.331828862
 %1814	float	%1814	0.00000000
 %1815	float	%1815	0.575100064
 %1816	float	%1816	-0.696611643
 %1817	float	%1817	1.62559032
 %1818	float	%1818	-0.427568644
 %1819	float	%1819	2.66567731
 %1820	float	%1820	2.70799947
 %1821	integer	%1821	0 (0.00000000)
 %1822	float	%1822	0.00000000
 %1823	float	%1823	0.00000000
 %1824	float	%1824	0.00000000
 %1825	integer	%1825	1 (1.40129846e-45)
 %1826	integer	%1826	1 (1.40129846e-45)
 %1827	integer	%1827	0 (0.00000000)
 %1828	integer	%1828	0 (0.00000000)
 %2397	float	%2397	0.470497102
 %2398	float	%2398	1.65752995
 %2399	float	%2399	0.575100064
 %2400	float	%2400	-0.427568644
 %2401	float	%2401	-1.72398496
 %2402	float	%2402	0.537620544
 %2403	float	%2403	-0.696611643
 %2404	float	%2404	2.66567731
 %2405	float	%2405	-0.662503660
 %2406	float	%2406	-0.331828862
 %2407	float	%2407	1.62559032
 %2408	float	%2408	2.70799947
 %2409	integer	%2409	1 (1.40129846e-45)
 %2410	integer	%2410	0 (0.00000000)
 %2603	float	%2603	0.470497102
 %2604	float	%2604	1.65752995
 %2605	float	%2605	0.575100064
 %2606	float	%2606	-0.427568644
 %2607	float	%2607	-1.72398496
 %2608	float	%2608	0.537620544
 %2609	float	%2609	-0.696611643
 %2610	float	%2610	2.66567731
 %2611	float	%2611	-0.662503660
 %2612	float	%2612	-0.331828862
 %2613	float	%2613	1.62559032
 %2614	float	%2614	2.70799947
 %2615	float	%2615	1.55363083
 %2616	float	%2616	4.45662737
 %2617	float	%2617	4.18449593
 %2618	float	%2618	3.75692725
 %2619	float	%2619	-5.69277906
 %2620	float	%2620	-4.75119114
 %2621	float	%2621	-4.42156124
 %2622	float	%2622	-1.75588393
 %2623	float	%2623	-2.18765664
 %2624	float	%2624	-2.76882148
 %2625	float	%2625	-3.53803468
 %2626	float	%2626	-0.830035210
 %2627	float	%2627	0.605989456
 %2628	float	%2628	0.605989456
 %2629	float	%2629	1.32584810
 %2630	float	%2630	-12.1576729
 %2631	float	%2631	0.00000000
 %2632	float	%2632	-1.81953144
 %2633	float	%2633	-1.81953144
 %2634	float	%2634	-11.7336550
 %2635	float	%2635	3.45185328
 %2636	float	%2636	3.45185328
 %2637	float	%2637	3.32547855
 %2638	float	%2638	-21.0166245
 %2639	float	%2639	0.911621094
 %2640	float	%2640	0.291748047
 %2641	float	%2641	-0.289306641
 %2642	float	%2642	0.157628864
 %2643	float	%2643	0.157628864
 %2644	float	%2644	0.442577809
 %2645	float	%2645	0.00000000
 %2646	float	%2646	0.291748047
 %2647	float	%2647	0.291748047
 %2648	float	%2648	0.897889793
 %2649	float	%2649	0.897889793
 %2650	float	%2650	0.847865641
 %2651	float	%2651	0.442626953
 %2652	float	%2652	0.291748047
 %2653	float	%2653	0.847656250
 %2654	float	%2654	-0.279785156
 %2655	float	%2655	-0.0604248047
 %2656	float	%2656	-0.958007812
 %2657	float	%2657	-0.0483777933
 %2658	float	%2658	-0.0483777933
 %2659	float	%2659	0.895200014
 %2660	float	%2660	-0.00000000
 %2661	float	%2661	-0.0604248047
 %2662	float	%2662	-0.0604248047
 %2663	float	%2663	-0.275570899
 %2664	float	%2664	-0.275570899
 %2665	float	%2665	-0.441220522
 %2666	float	%2666	0.895019531
 %2667	float	%2667	-0.0604248047
 %2668	float	%2668	-0.441162109
 %2671	integer	%2671	1114258 (1.56140802e-39)
 %2672	integer	%2672	1114258 (1.56140802e-39)
 %2673	integer	%2673	0 (0.00000000)
 %2674	integer	%2674	1 (1.40129846e-45)
 %2678	integer	%2678	359 (5.03066149e-43)
 %2679	integer	%2679	359 (5.03066149e-43)
 %2680	integer	%2680	359 (5.03066149e-43)
 %2681	integer	%2681	1 (1.40129846e-45)
 %2682	integer	%2682	359 (5.03066149e-43)
 %2683	integer	%2683	359 (5.03066149e-43)
 %2687	integer	%2687	0 (0.00000000)
 %2688	integer	%2688	8388479 (1.17547627e-38)
 %2689	integer	%2689	0 (0.00000000)
 %2690	integer	%2690	8388479 (1.17547627e-38)
 %2691	integer	%2691	0 (0.00000000)
 %2692	integer	%2692	8388479 (1.17547627e-38)
 %2693	integer	%2693	127 (1.77964905e-43)
 %2694	float	%2694	127.000000
 %2695	integer	%2695	32767 (4.59163468e-41)
 %2696	integer	%2696	255 (3.57331108e-43)
 %2697	float	%2697	255.000000
 %2698	integer	%2698	127 (1.77964905e-43)
 %2699	integer	%2699	127 (1.77964905e-43)
 %2700	float	%2700	127.000000
 %2701	float	%2701	0.996093750
 %2702	float	%2702	2.00000000
 %2703	float	%2703	0.996093750
 %2704	float	%2704	-0.00390625000
 %2705	float	%2705	1.00000000
 %2706	float	%2706	-0.00390625000
 %2707	float	%2707	1.00000000
 %2708	float	%2708	1.00000000
 %2709	float	%2709	-0.00390625000
 %2710	float	%2710	1.00000000
 %2711	float	%2711	-0.00390625000
 %2712	float	%2712	0.994628906
 %2714	float	%2714	0.994628906
 %2717	integer	%2717	359 (5.03066149e-43)
 %2718	integer	%2718	359 (5.03066149e-43)
 %2719	integer	%2719	359 (5.03066149e-43)
 %2720	integer	%2720	1 (1.40129846e-45)
 %2721	integer	%2721	359 (5.03066149e-43)
 %2722	integer	%2722	359 (5.03066149e-43)
 %2726	float	%2726	0.00000000
 %2727	float	%2727	0.00000000
 %2728	float	%2728	0.00000000
 %2729	integer	%2729	0 (0.00000000)
 %2730	float	%2730	-12.1576729
 %2731	float	%2731	-11.7336550
 %2732	float	%2732	-21.0166245
 %2733	float	%2733	0.649612188
 %2734	float	%2734	0.649612188
 %2735	float	%2735	1.46714497
 %2736	float	%2736	-12.0057859
 %2737	float	%2737	0.00000000
 %2738	float	%2738	-1.75588393
 %2739	float	%2739	-1.75588393
 %2740	float	%2740	-11.6050053
 %2741	float	%2741	3.70033860
 %2742	float	%2742	3.70033860
 %2743	float	%2743	3.55681682
 %2744	float	%2744	-20.7882462
 %2746	float	%2746	-0.687234521
 %2747	float	%2747	-0.0841739848
 %2748	float	%2748	0.00000000
 %2749	float	%2749	-0.707243502
 %2751	float	%2751	-8.96454912e-06
 %2752	float	%2752	1.72797644
 %2753	float	%2753	0.00000000
 %2754	float	%2754	-0.0688477308
 %2756	float	%2756	0.690599501
 %2757	float	%2757	-0.0837415084
 %2758	float	%2758	0.00000000
 %2759	float	%2759	-0.703609705
 %2761	float	%2761	0.00000000
 %2762	float	%2762	0.00000000
 %2763	float	%2763	0.200000003
 %2764	float	%2764	0.00000000
 %2765	float	%2765	8.35517216
 %2766	float	%2766	8.35527706
 %2767	float	%2767	-6.15879345
 %2768	float	%2768	-6.15879345
 %2769	float	%2769	1.02335978
 %2770	float	%2770	-19.2521191
 %2771	float	%2771	-17.4921551
 %2772	float	%2772	-17.4921551
 %2773	float	%2773	-0.00000000
 %2774	float	%2774	-0.00000000
 %2775	float	%2775	-0.00000000
 %2776	float	%2776	0.200000003
 %2777	float	%2777	8.59843540
 %2778	float	%2778	9.40627098
 %2779	float	%2779	24.1937714
 %2780	float	%2780	24.1937714
 %2782	float	%2782	-0.686866164
 %2783	float	%2783	-0.0846105590
 %2784	float	%2784	-0.707243502
 %2786	float	%2786	2.68936456e-05
 %2787	float	%2787	1.72793400
 %2788	float	%2788	-0.0688477308
 %2790	float	%2790	0.690965950
 %2791	float	%2791	-0.0841758400
 %2792	float	%2792	-0.703609705
 %2794	float	%2794	0.00000000
 %2795	float	%2795	0.00000000
 %2796	float	%2796	0.00000000
 %2797	float	%2797	8.24636841
 %2798	float	%2798	8.24605656
 %2799	float	%2799	-6.11791372
 %2800	float	%2800	-6.11791372
 %2801	float	%2801	1.01581621
 %2802	float	%2802	-19.0368671
 %2803	float	%2803	-17.2869987
 %2804	float	%2804	-17.2869987
 %2805	float	%2805	8.49101448
 %2806	float	%2806	9.28999233
 %2807	float	%2807	23.9168034
 %2808	float	%2808	23.9168034
 %2810	integer	%2810	300 (4.20389539e-43)
 %2811	integer	%2811	300 (4.20389539e-43)
 %2814	integer	%2814	1 (1.40129846e-45)
 %2815	integer	%2815	1 (1.40129846e-45)
 %2816	integer	%2816	1 (1.40129846e-45)
 %2819	integer	%2819	119 (1.66754517e-43)
 %2820	integer	%2820	119 (1.66754517e-43)
 %2821	integer	%2821	1 (1.40129846e-45)
 %2824	integer	%2824	0 (0.00000000)
 %2825	integer	%2825	0 (0.00000000)
 %2826	integer	%2826	0 (0.00000000)
 %2827	integer	%2827	1 (1.40129846e-45)
 %2828	integer	%2828	131072 (1.83670992e-40)
 %2829	integer	%2829	1 (1.40129846e-45)
 %2830	integer	%2830	65536 (9.18354962e-41)
 %2831	integer	%2831	119 (1.66754517e-43)
 %2832	integer	%2832	196608 (2.75506488e-40)
 %2833	integer	%2833	196727 (2.75673243e-40)
 %2834	integer	%2834	196727 (2.75673243e-40)
 %2838	integer	%2838	1 (1.40129846e-45)
 %2839	integer	%2839	1 (1.40129846e-45)
 %2840	integer	%2840	0 (0.00000000)
 %2841	integer	%2841	1 (1.40129846e-45)
