"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD3_C0","TEXCOORD3_C1"
"[0]",,"10","0","0","1.72927","-14.2322","0.2","27.4415","-0.518066","0.259033","-0.81543","201","255"
"[1]",,"15","0","0","1.67474","-14.0475","0.2","27.362","-0.611816","0.364746","-0.70166","201","255"
"[2]",,"63","0","0","1.67365","-14.0162","0.2","27.4038","-0.643555","0.265869","-0.717773","201","255"
"[3]",,"15","1","0","1.67474","-14.0475","0.2","27.362","-0.611816","0.364746","-0.70166","201","255"
"[4]",,"10","1","0","1.72927","-14.2322","0.2","27.4415","-0.518066","0.259033","-0.81543","201","255"
"[5]",,"0","1","0","1.72112","-14.2396","0.2","27.3796","-0.62793","0.351562","-0.694336","201","255"
"[6]",,"5","2","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[7]",,"15","2","0","1.67474","-14.0475","0.2","27.362","-0.611816","0.364746","-0.70166","201","255"
"[8]",,"0","2","0","1.72112","-14.2396","0.2","27.3796","-0.62793","0.351562","-0.694336","201","255"
"[9]",,"15","3","0","1.67474","-14.0475","0.2","27.362","-0.611816","0.364746","-0.70166","201","255"
"[10]",,"5","3","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[11]",,"18","3","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[12]",,"18","4","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[13]",,"9","4","0","1.61501","-13.809","0.2","27.3345","-0.852539","0.209229","-0.479248","201","255"
"[14]",,"15","4","0","1.67474","-14.0475","0.2","27.362","-0.611816","0.364746","-0.70166","201","255"
"[15]",,"9","5","0","1.61501","-13.809","0.2","27.3345","-0.852539","0.209229","-0.479248","201","255"
"[16]",,"18","5","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[17]",,"8","5","0","1.55721","-13.9056","0.2","27.2587","-0.999023","0.0296021","0.0299835","201","255"
"[18]",,"8","6","0","1.55721","-13.9056","0.2","27.2587","-0.999023","0.0296021","0.0299835","201","255"
"[19]",,"7","6","0","1.53831","-13.5436","0.2","27.2756","-0.957031","0.119568","-0.263428","201","255"
"[20]",,"9","6","0","1.61501","-13.809","0.2","27.3345","-0.852539","0.209229","-0.479248","201","255"
"[21]",,"10","7","0","1.72927","-14.2322","0.2","27.4415","-0.518066","0.259033","-0.81543","201","255"
"[22]",,"11","7","0","1.78102","-14.5317","0.2","27.4122","-0.445068","0.13855","-0.884766","201","255"
"[23]",,"0","7","0","1.72112","-14.2396","0.2","27.3796","-0.62793","0.351562","-0.694336","201","255"
"[24]",,"2","8","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[25]",,"0","8","0","1.72112","-14.2396","0.2","27.3796","-0.62793","0.351562","-0.694336","201","255"
"[26]",,"11","8","0","1.78102","-14.5317","0.2","27.4122","-0.445068","0.13855","-0.884766","201","255"
"[27]",,"0","9","0","1.72112","-14.2396","0.2","27.3796","-0.62793","0.351562","-0.694336","201","255"
"[28]",,"2","9","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[29]",,"5","9","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[30]",,"4","10","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[31]",,"5","10","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[32]",,"2","10","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[33]",,"5","11","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[34]",,"4","11","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[35]",,"1","11","0","1.59886","-14.2805","0.2","27.3257","-0.688477","-0.191284","0.699707","201","255"
"[36]",,"3","12","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[37]",,"5","12","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[38]",,"1","12","0","1.59886","-14.2805","0.2","27.3257","-0.688477","-0.191284","0.699707","201","255"
"[39]",,"5","13","0","1.65438","-14.2531","0.2","27.309","-0.987793","0.153931","-0.0135651","201","255"
"[40]",,"3","13","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[41]",,"18","13","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[42]",,"16","14","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[43]",,"18","14","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[44]",,"3","14","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[45]",,"18","15","0","1.60438","-14.0586","0.2","27.2835","-0.994629","0.102173","-0.00821686","201","255"
"[46]",,"16","15","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[47]",,"8","15","0","1.55721","-13.9056","0.2","27.2587","-0.999023","0.0296021","0.0299835","201","255"
"[48]",,"11","16","0","1.78102","-14.5317","0.2","27.4122","-0.445068","0.13855","-0.884766","201","255"
"[49]",,"10","16","0","1.72927","-14.2322","0.2","27.4415","-0.518066","0.259033","-0.81543","201","255"
"[50]",,"17","16","0","1.74318","-14.5613","0.2","27.5116","-0.594238","-0.143799","-0.791016","201","255"
"[51]",,"17","17","0","1.74318","-14.5613","0.2","27.5116","-0.594238","-0.143799","-0.791016","201","255"
"[52]",,"4385","17","0","1.77802","-14.6921","0.2","27.4294","-0.299805","-0.0344238","-0.953613","201","255"
"[53]",,"11","17","0","1.78102","-14.5317","0.2","27.4122","-0.445068","0.13855","-0.884766","201","255"
"[54]",,"4385","18","0","1.77802","-14.6921","0.2","27.4294","-0.299805","-0.0344238","-0.953613","201","255"
"[55]",,"2","18","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[56]",,"11","18","0","1.78102","-14.5317","0.2","27.4122","-0.445068","0.13855","-0.884766","201","255"
"[57]",,"2","19","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[58]",,"4385","19","0","1.77802","-14.6921","0.2","27.4294","-0.299805","-0.0344238","-0.953613","201","255"
"[59]",,"4392","19","0","1.74792","-14.7229","0.2","27.3667","-0.961426","-0.267578","-0.0640869","201","255"
"[60]",,"4392","20","0","1.74792","-14.7229","0.2","27.3667","-0.961426","-0.267578","-0.0640869","201","255"
"[61]",,"4","20","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[62]",,"2","20","0","1.71893","-14.5535","0.2","27.3283","-0.986816","0.0734863","-0.1427","201","255"
"[63]",,"4","21","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[64]",,"4392","21","0","1.74792","-14.7229","0.2","27.3667","-0.961426","-0.267578","-0.0640869","201","255"
"[65]",,"4410","21","0","1.70461","-14.7158","0.2","27.395","-0.377686","-0.612793","0.693848","201","255"
"[66]",,"4410","22","0","1.70461","-14.7158","0.2","27.395","-0.377686","-0.612793","0.693848","201","255"
"[67]",,"246","22","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[68]",,"4","22","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[69]",,"19","23","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[70]",,"4","23","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[71]",,"246","23","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[72]",,"4","24","0","1.67274","-14.5853","0.2","27.3349","-0.739746","-0.250732","0.624023","201","255"
"[73]",,"19","24","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[74]",,"1","24","0","1.59886","-14.2805","0.2","27.3257","-0.688477","-0.191284","0.699707","201","255"
"[75]",,"19","25","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[76]",,"3","25","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[77]",,"1","25","0","1.59886","-14.2805","0.2","27.3257","-0.688477","-0.191284","0.699707","201","255"
"[78]",,"3","26","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[79]",,"19","26","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[80]",,"249","26","0","1.52054","-14.1564","0.2","27.3682","-0.413574","-0.375977","0.829102","201","255"
"[81]",,"16","27","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[82]",,"3","27","0","1.55058","-14.1205","0.2","27.3077","-0.692871","-0.241943","0.679199","201","255"
"[83]",,"249","27","0","1.52054","-14.1564","0.2","27.3682","-0.413574","-0.375977","0.829102","201","255"
"[84]",,"4385","28","0","1.77802","-14.6921","0.2","27.4294","-0.299805","-0.0344238","-0.953613","201","255"
"[85]",,"17","28","0","1.74318","-14.5613","0.2","27.5116","-0.594238","-0.143799","-0.791016","201","255"
"[86]",,"4386","28","0","1.74268","-14.7032","0.2","27.4713","0.78418","-0.460449","-0.416748","201","255"
"[87]",,"246","29","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[88]",,"4410","29","0","1.70461","-14.7158","0.2","27.395","-0.377686","-0.612793","0.693848","201","255"
"[89]",,"4013","29","0","1.69616","-14.7203","0.2","27.448","0.439941","-0.774902","0.453857","201","255"
"[90]",,"4013","30","0","1.69616","-14.7203","0.2","27.448","0.439941","-0.774902","0.453857","201","255"
"[91]",,"20","30","0","1.62717","-14.6337","0.2","27.492","-0.533691","-0.591797","0.604004","201","255"
"[92]",,"246","30","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[93]",,"245","31","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[94]",,"246","31","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[95]",,"20","31","0","1.62717","-14.6337","0.2","27.492","-0.533691","-0.591797","0.604004","201","255"
"[96]",,"246","32","0","1.64113","-14.6313","0.2","27.4034","-0.22229","-0.538574","0.8125","201","255"
"[97]",,"245","32","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[98]",,"19","32","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[99]",,"248","33","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[100]",,"19","33","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[101]",,"245","33","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[102]",,"19","34","0","1.56691","-14.3111","0.2","27.3871","-0.396484","-0.313232","0.863281","201","255"
"[103]",,"248","34","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[104]",,"249","34","0","1.52054","-14.1564","0.2","27.3682","-0.413574","-0.375977","0.829102","201","255"
"[105]",,"21","35","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[106]",,"249","35","0","1.52054","-14.1564","0.2","27.3682","-0.413574","-0.375977","0.829102","201","255"
"[107]",,"248","35","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[108]",,"21","36","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[109]",,"16","36","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[110]",,"249","36","0","1.52054","-14.1564","0.2","27.3682","-0.413574","-0.375977","0.829102","201","255"
"[111]",,"4013","37","0","1.69616","-14.7203","0.2","27.448","0.439941","-0.774902","0.453857","201","255"
"[112]",,"4409","37","0","1.74318","-14.5613","0.2","27.5116","-0.594238","-0.143799","-0.791016","201","255"
"[113]",,"20","37","0","1.62717","-14.6337","0.2","27.492","-0.533691","-0.591797","0.604004","201","255"
"[114]",,"4409","38","0","1.74318","-14.5613","0.2","27.5116","-0.594238","-0.143799","-0.791016","201","255"
"[115]",,"4013","38","0","1.69616","-14.7203","0.2","27.448","0.439941","-0.774902","0.453857","201","255"
"[116]",,"4387","38","0","1.74268","-14.7032","0.2","27.4713","0.78418","-0.460449","-0.416748","201","255"
"[117]",,"247","39","0","1.43038","-14.5809","0.2","27.5571","-0.729492","-0.0784912","0.679688","201","255"
"[118]",,"245","39","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[119]",,"20","39","0","1.62717","-14.6337","0.2","27.492","-0.533691","-0.591797","0.604004","201","255"
"[120]",,"245","40","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[121]",,"247","40","0","1.43038","-14.5809","0.2","27.5571","-0.729492","-0.0784912","0.679688","201","255"
"[122]",,"252","40","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[123]",,"245","41","0","1.5315","-14.3391","0.2","27.4516","-0.571777","-0.282471","0.770508","201","255"
"[124]",,"252","41","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[125]",,"248","41","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[126]",,"252","42","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[127]",,"250","42","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[128]",,"248","42","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[129]",,"250","43","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[130]",,"21","43","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[131]",,"248","43","0","1.4879","-14.1869","0.2","27.4343","-0.515625","-0.310303","0.798828","201","255"
"[132]",,"296","44","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[133]",,"21","44","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[134]",,"250","44","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[135]",,"21","45","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[136]",,"296","45","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[137]",,"284","45","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[138]",,"284","46","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[139]",,"16","46","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[140]",,"21","46","0","1.43616","-14.0356","0.2","27.4171","-0.507812","-0.38916","0.768555","201","255"
"[141]",,"16","47","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[142]",,"284","47","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[143]",,"282","47","0","1.3961","-13.736","0.2","27.2577","-0.712891","-0.394287","0.57959","201","255"
"[144]",,"282","48","0","1.3961","-13.736","0.2","27.2577","-0.712891","-0.394287","0.57959","201","255"
"[145]",,"8","48","0","1.55721","-13.9056","0.2","27.2587","-0.999023","0.0296021","0.0299835","201","255"
"[146]",,"16","48","0","1.49705","-13.9606","0.2","27.2949","-0.665039","-0.335449","0.666992","201","255"
"[147]",,"4438","49","0","1.31836","-14.5","0.2","27.6647","0.0848389","0.221924","0.971191","201","255"
"[148]",,"252","49","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[149]",,"247","49","0","1.43038","-14.5809","0.2","27.5571","-0.729492","-0.0784912","0.679688","201","255"
"[150]",,"252","50","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[151]",,"4438","50","0","1.31836","-14.5","0.2","27.6647","0.0848389","0.221924","0.971191","201","255"
"[152]",,"27","50","0","1.3497","-14.3715","0.2","27.612","-0.0323181","-0.0538635","0.998047","201","255"
"[153]",,"27","51","0","1.3497","-14.3715","0.2","27.612","-0.0323181","-0.0538635","0.998047","201","255"
"[154]",,"250","51","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[155]",,"252","51","0","1.4237","-14.421","0.2","27.5385","-0.603027","-0.140137","0.785156","201","255"
"[156]",,"27","52","0","1.3497","-14.3715","0.2","27.612","-0.0323181","-0.0538635","0.998047","201","255"
"[157]",,"251","52","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[158]",,"250","52","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[159]",,"251","53","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[160]",,"296","53","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[161]",,"250","53","0","1.34757","-14.1897","0.2","27.5652","-0.137451","-0.266357","0.954102","201","255"
"[162]",,"296","54","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[163]",,"251","54","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[164]",,"531","54","0","1.29891","-13.9594","0.2","27.6512","0.384033","-0.460205","0.800293","201","255"
"[165]",,"814","55","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[166]",,"296","55","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[167]",,"531","55","0","1.29891","-13.9594","0.2","27.6512","0.384033","-0.460205","0.800293","201","255"
"[168]",,"296","56","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[169]",,"814","56","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[170]",,"299","56","0","1.22032","-13.8604","0.2","27.5188","-0.0339966","-0.440674","0.897461","201","255"
"[171]",,"299","57","0","1.22032","-13.8604","0.2","27.5188","-0.0339966","-0.440674","0.897461","201","255"
"[172]",,"284","57","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[173]",,"296","57","0","1.28246","-14.0021","0.2","27.534","-0.117615","-0.476807","0.871094","201","255"
"[174]",,"284","58","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[175]",,"299","58","0","1.22032","-13.8604","0.2","27.5188","-0.0339966","-0.440674","0.897461","201","255"
"[176]",,"280","58","0","1.27078","-13.7466","0.2","27.3875","-0.458252","-0.539062","0.706543","201","255"
"[177]",,"280","59","0","1.27078","-13.7466","0.2","27.3875","-0.458252","-0.539062","0.706543","201","255"
"[178]",,"282","59","0","1.3961","-13.736","0.2","27.2577","-0.712891","-0.394287","0.57959","201","255"
"[179]",,"284","59","0","1.3455","-13.8617","0.2","27.4106","-0.516602","-0.488037","0.703613","201","255"
"[180]",,"4438","60","0","1.31836","-14.5","0.2","27.6647","0.0848389","0.221924","0.971191","201","255"
"[181]",,"26","60","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[182]",,"27","60","0","1.3497","-14.3715","0.2","27.612","-0.0323181","-0.0538635","0.998047","201","255"
"[183]",,"251","61","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[184]",,"27","61","0","1.3497","-14.3715","0.2","27.612","-0.0323181","-0.0538635","0.998047","201","255"
"[185]",,"26","61","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[186]",,"4435","62","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[187]",,"251","62","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[188]",,"26","62","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[189]",,"251","63","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[190]",,"4435","63","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[191]",,"22","63","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[192]",,"22","64","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[193]",,"531","64","0","1.29891","-13.9594","0.2","27.6512","0.384033","-0.460205","0.800293","201","255"
"[194]",,"251","64","0","1.36169","-14.1287","0.2","27.69","0.399902","-0.271729","0.875488","201","255"
"[195]",,"531","65","0","1.29891","-13.9594","0.2","27.6512","0.384033","-0.460205","0.800293","201","255"
"[196]",,"22","65","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[197]",,"529","65","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[198]",,"529","66","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[199]",,"814","66","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[200]",,"531","66","0","1.29891","-13.9594","0.2","27.6512","0.384033","-0.460205","0.800293","201","255"
"[201]",,"814","67","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[202]",,"529","67","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[203]",,"811","67","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[204]",,"811","68","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[205]",,"698","68","0","1.19682","-13.7004","0.2","27.6018","0.298828","-0.624023","0.72168","201","255"
"[206]",,"814","68","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[207]",,"698","69","0","1.19682","-13.7004","0.2","27.6018","0.298828","-0.624023","0.72168","201","255"
"[208]",,"299","69","0","1.22032","-13.8604","0.2","27.5188","-0.0339966","-0.440674","0.897461","201","255"
"[209]",,"814","69","0","1.24067","-13.8205","0.2","27.6245","0.390625","-0.450195","0.803223","201","255"
"[210]",,"26","70","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[211]",,"4438","70","0","1.31836","-14.5","0.2","27.6647","0.0848389","0.221924","0.971191","201","255"
"[212]",,"4440","70","0","1.35168","-14.5122","0.2","27.798","0.535645","0.19751","0.821289","201","255"
"[213]",,"4430","71","0","1.36601","-14.3878","0.2","27.9441","0.692871","0.347412","0.631836","201","255"
"[214]",,"26","71","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[215]",,"4440","71","0","1.35168","-14.5122","0.2","27.798","0.535645","0.19751","0.821289","201","255"
"[216]",,"26","72","0","1.38098","-14.3149","0.2","27.7462","0.426514","-0.00637054","0.904785","201","255"
"[217]",,"4430","72","0","1.36601","-14.3878","0.2","27.9441","0.692871","0.347412","0.631836","201","255"
"[218]",,"4435","72","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[219]",,"6","73","0","1.54288","-14.3368","0.2","28.0039","0.887207","0.334229","0.318115","201","255"
"[220]",,"4435","73","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[221]",,"4430","73","0","1.36601","-14.3878","0.2","27.9441","0.692871","0.347412","0.631836","201","255"
"[222]",,"4435","74","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[223]",,"6","74","0","1.54288","-14.3368","0.2","28.0039","0.887207","0.334229","0.318115","201","255"
"[224]",,"305","74","0","1.52676","-14.0998","0.2","27.9161","0.914551","0.192871","0.356445","201","255"
"[225]",,"305","75","0","1.52676","-14.0998","0.2","27.9161","0.914551","0.192871","0.356445","201","255"
"[226]",,"22","75","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[227]",,"4435","75","0","1.38697","-14.2172","0.2","27.8644","0.735352","0.162964","0.658203","201","255"
"[228]",,"22","76","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[229]",,"305","76","0","1.52676","-14.0998","0.2","27.9161","0.914551","0.192871","0.356445","201","255"
"[230]",,"770","76","0","1.47722","-13.8922","0.2","27.8332","0.963867","0.000475645","0.265137","201","255"
"[231]",,"770","77","0","1.47722","-13.8922","0.2","27.8332","0.963867","0.000475645","0.265137","201","255"
"[232]",,"529","77","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[233]",,"22","77","0","1.36052","-14.0395","0.2","27.8013","0.793945","-0.114685","0.597168","201","255"
"[234]",,"529","78","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[235]",,"770","78","0","1.47722","-13.8922","0.2","27.8332","0.963867","0.000475645","0.265137","201","255"
"[236]",,"160","78","0","1.39544","-13.7198","0.2","27.7906","0.984863","-0.0207977","0.171509","201","255"
"[237]",,"160","79","0","1.39544","-13.7198","0.2","27.7906","0.984863","-0.0207977","0.171509","201","255"
"[238]",,"811","79","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[239]",,"529","79","0","1.29995","-13.8833","0.2","27.7601","0.794922","-0.293701","0.530273","201","255"
"[240]",,"811","80","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[241]",,"160","80","0","1.39544","-13.7198","0.2","27.7906","0.984863","-0.0207977","0.171509","201","255"
"[242]",,"303","80","0","1.32755","-13.5838","0.2","27.7414","0.997559","0.0352783","0.0619507","201","255"
"[243]",,"303","81","0","1.32755","-13.5838","0.2","27.7414","0.997559","0.0352783","0.0619507","201","255"
"[244]",,"700","81","0","1.19498","-13.6293","0.2","27.7098","0.848633","-0.390137","0.356934","201","255"
"[245]",,"811","81","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[246]",,"698","82","0","1.19682","-13.7004","0.2","27.6018","0.298828","-0.624023","0.72168","201","255"
"[247]",,"811","82","0","1.24164","-13.7534","0.2","27.7345","0.802246","-0.269287","0.532227","201","255"
"[248]",,"700","82","0","1.19498","-13.6293","0.2","27.7098","0.848633","-0.390137","0.356934","201","255"
"[249]",,"12","83","0","1.63606","-14.1977","0.2","28.0793","0.885254","0.465088","-0.00976562","201","255"
"[250]",,"305","83","0","1.52676","-14.0998","0.2","27.9161","0.914551","0.192871","0.356445","201","255"
"[251]",,"6","83","0","1.54288","-14.3368","0.2","28.0039","0.887207","0.334229","0.318115","201","255"
"[252]",,"305","84","0","1.52676","-14.0998","0.2","27.9161","0.914551","0.192871","0.356445","201","255"
