"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD3_C0","TEXCOORD3_C1"
"[21700]",,"2759","7233","0","1.36476","-7.84461","0.2","27.1048","0.462158","-0.790039","-0.402832","201","255"
"[21701]",,"2638","7233","0","1.41373","-7.92664","0.2","27","-0.0411682","-0.839355","-0.541992","201","255"
"[21702]",,"2638","7234","0","1.41373","-7.92664","0.2","27","-0.0411682","-0.839355","-0.541992","201","255"
"[21703]",,"2639","7234","0","1.52004","-7.81369","0.2","26.9379","-0.520508","-0.761719","-0.38623","201","255"
"[21704]",,"2636","7234","0","1.48244","-7.83539","0.2","27.0383","0.00302887","-0.942383","-0.33374","201","255"
"[21705]",,"2639","7235","0","1.52004","-7.81369","0.2","26.9379","-0.520508","-0.761719","-0.38623","201","255"
"[21706]",,"2638","7235","0","1.41373","-7.92664","0.2","27","-0.0411682","-0.839355","-0.541992","201","255"
"[21707]",,"2868","7235","0","1.36666","-7.93874","0.2","26.8295","-0.666016","-0.54834","-0.505371","201","255"
"[21708]",,"2868","7236","0","1.36666","-7.93874","0.2","26.8295","-0.666016","-0.54834","-0.505371","201","255"
"[21709]",,"2665","7236","0","1.53234","-7.70135","0.2","26.8531","-0.900391","-0.163452","-0.403564","201","255"
"[21710]",,"2639","7236","0","1.52004","-7.81369","0.2","26.9379","-0.520508","-0.761719","-0.38623","201","255"
"[21711]",,"2665","7237","0","1.53234","-7.70135","0.2","26.8531","-0.900391","-0.163452","-0.403564","201","255"
"[21712]",,"2868","7237","0","1.36666","-7.93874","0.2","26.8295","-0.666016","-0.54834","-0.505371","201","255"
"[21713]",,"2667","7237","0","1.35536","-7.79078","0.2","26.7227","-0.917969","-0.155029","-0.364746","201","255"
"[21714]",,"2667","7238","0","1.35536","-7.79078","0.2","26.7227","-0.917969","-0.155029","-0.364746","201","255"
"[21715]",,"2664","7238","0","1.49499","-7.52497","0.2","26.8358","-0.844238","0.414551","-0.339355","201","255"
"[21716]",,"2665","7238","0","1.53234","-7.70135","0.2","26.8531","-0.900391","-0.163452","-0.403564","201","255"
"[21717]",,"2664","7239","0","1.49499","-7.52497","0.2","26.8358","-0.844238","0.414551","-0.339355","201","255"
"[21718]",,"2667","7239","0","1.35536","-7.79078","0.2","26.7227","-0.917969","-0.155029","-0.364746","201","255"
"[21719]",,"2666","7239","0","1.29629","-7.58496","0.2","26.6734","-0.886719","0.376953","-0.267822","201","255"
"[21720]",,"2869","7240","0","1.24939","-7.41812","0.2","26.7093","-0.650879","0.746582","-0.137817","201","255"
"[21721]",,"2664","7240","0","1.49499","-7.52497","0.2","26.8358","-0.844238","0.414551","-0.339355","201","255"
"[21722]",,"2666","7240","0","1.29629","-7.58496","0.2","26.6734","-0.886719","0.376953","-0.267822","201","255"
