Index	Launch Debugger	Vertex_ID	Primitive_ID	Instance_ID	SV_POSITION_C0	SV_POSITION_C1	SV_POSITION_C2	SV_POSITION_C3	TEXCOORD2_C0	TEXCOORD2_C1	TEXCOORD2_C2	TEXCOORD3_C0	TEXCOORD3_C1
[0]	358	0	0	-2.9504	-10.5888	0.2	25.9015	-0.323975	0.337646	-0.883789	201	255
[1]	357	0	0	-2.92258	-10.7234	0.2	25.8867	-0.715332	0.224731	-0.661621	201	255
[2]	351	0	0	-2.94848	-10.6663	0.2	25.8634	-0.898438	0.217407	-0.381348	201	255
[3]	358	1	0	-2.9504	-10.5888	0.2	25.9015	-0.323975	0.337646	-0.883789	201	255
[4]	355	1	0	-2.93121	-10.6951	0.2	25.9279	0.824707	0.263428	-0.5	201	255
[5]	357	1	0	-2.92258	-10.7234	0.2	25.8867	-0.715332	0.224731	-0.661621	201	255
[6]	355	2	0	-2.93121	-10.6951	0.2	25.9279	0.824707	0.263428	-0.5	201	255
[7]	348	2	0	-2.89815	-10.7823	0.2	25.9264	-0.714844	0.423828	-0.556641	201	255
[8]	357	2	0	-2.92258	-10.7234	0.2	25.8867	-0.715332	0.224731	-0.661621	201	255
[9]	348	3	0	-2.89815	-10.7823	0.2	25.9264	-0.714844	0.423828	-0.556641	201	255
[10]	355	3	0	-2.93121	-10.6951	0.2	25.9279	0.824707	0.263428	-0.5	201	255
[11]	347	3	0	-2.88647	-10.7797	0.2	25.9509	0.691406	0.628906	-0.355225	201	255
[12]	347	4	0	-2.88647	-10.7797	0.2	25.9509	0.691406	0.628906	-0.355225	201	255
[13]	338	4	0	-2.84592	-10.8285	0.2	25.9547	-0.635742	0.631836	-0.442871	201	255
[14]	348	4	0	-2.89815	-10.7823	0.2	25.9264	-0.714844	0.423828	-0.556641	201	255
[15]	338	5	0	-2.84592	-10.8285	0.2	25.9547	-0.635742	0.631836	-0.442871	201	255
[16]	347	5	0	-2.88647	-10.7797	0.2	25.9509	0.691406	0.628906	-0.355225	201	255
[17]	341	5	0	-2.83969	-10.8307	0.2	25.9751	0.786621	0.45166	-0.421143	201	255
[18]	341	6	0	-2.83969	-10.8307	0.2	25.9751	0.786621	0.45166	-0.421143	201	255
[19]	339	6	0	-2.81462	-10.8535	0.2	25.9739	-0.0515747	-0.248779	-0.967285	201	255
[20]	338	6	0	-2.84592	-10.8285	0.2	25.9547	-0.635742	0.631836	-0.442871	201	255
[21]	355	7	0	-2.93121	-10.6951	0.2	25.9279	0.824707	0.263428	-0.5	201	255
[22]	358	7	0	-2.9504	-10.5888	0.2	25.9015	-0.323975	0.337646	-0.883789	201	255
