"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD_C0","TEXCOORD_C1","TEXCOORD1_C0","TEXCOORD1_C1","TEXCOORD1_C2","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD2_C3","TEXCOORD3_C0","TEXCOORD3_C1","TEXCOORD3_C2","TEXCOORD3_C3","TEXCOORD4"
"[30]",,"10201","10","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[31]",,"9839","10","0","-11.8622","-9.45368","0.2","27.2825","0.834473","0.690918","-11.8843","-9.56326","27.2767","0.0756226","0.969238","-0.234863","-1","0.837402","0.0638428","0.54248","0.730957","196728"
"[32]",,"10031","10","0","-11.7322","-9.49499","0.2","27.255","0.859863","0.682617","-11.7541","-9.60329","27.2492","-0.00478363","0.963867","-0.265869","-1","0.866699","0.135986","0.47998","0.786133","196728"
"[33]",,"9839","11","0","-11.8622","-9.45368","0.2","27.2825","0.834473","0.690918","-11.8843","-9.56326","27.2767","0.0756226","0.969238","-0.234863","-1","0.837402","0.0638428","0.54248","0.730957","196728"
"[34]",,"10201","11","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[35]",,"9985","11","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[36]",,"9839","12","0","-11.8622","-9.45368","0.2","27.2825","0.834473","0.690918","-11.8843","-9.56326","27.2767","0.0756226","0.969238","-0.234863","-1","0.837402","0.0638428","0.54248","0.730957","196728"
"[37]",,"9985","12","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[38]",,"9984","12","0","-11.9908","-9.41476","0.2","27.2954","0.80957","0.700195","-12.013","-9.52562","27.2894","0.052124","0.965332","-0.255859","-1","0.738281","0.135498","0.661133","0.743652","196728"
"[39]",,"9985","13","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[40]",,"9838","13","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[41]",,"9984","13","0","-11.9908","-9.41476","0.2","27.2954","0.80957","0.700195","-12.013","-9.52562","27.2894","0.052124","0.965332","-0.255859","-1","0.738281","0.135498","0.661133","0.743652","196728"
"[42]",,"9838","14","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[43]",,"9837","14","0","-12.0884","-9.3551","0.2","27.2911","0.791992","0.711426","-12.1108","-9.46694","27.2851","0.121826","0.974121","-0.190796","-1","0.682617","0.0591125","0.728516","0.669434","196728"
"[44]",,"9984","14","0","-11.9908","-9.41476","0.2","27.2954","0.80957","0.700195","-12.013","-9.52562","27.2894","0.052124","0.965332","-0.255859","-1","0.738281","0.135498","0.661133","0.743652","196728"
"[45]",,"9837","15","0","-12.0884","-9.3551","0.2","27.2911","0.791992","0.711426","-12.1108","-9.46694","27.2851","0.121826","0.974121","-0.190796","-1","0.682617","0.0591125","0.728516","0.669434","196728"
"[46]",,"9838","15","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[47]",,"9941","15","0","-12.1173","-9.43351","0.2","27.3027","0.784668","0.704102","-12.1395","-9.54563","27.2967","0.454102","0.884277","0.109924","-1","0.791992","-0.457031","0.404785","0.29834","196728"
"[48]",,"9941","16","0","-12.1173","-9.43351","0.2","27.3027","0.784668","0.704102","-12.1395","-9.54563","27.2967","0.454102","0.884277","0.109924","-1","0.791992","-0.457031","0.404785","0.29834","196728"
"[49]",,"9942","16","0","-12.1822","-9.29921","0.2","27.2871","0.775391","0.722168","-12.2048","-9.41199","27.281","0.194946","0.975098","-0.104431","-1","0.649414","-0.0476379","0.758789","0.579102","196728"
"[50]",,"9837","16","0","-12.0884","-9.3551","0.2","27.2911","0.791992","0.711426","-12.1108","-9.46694","27.2851","0.121826","0.974121","-0.190796","-1","0.682617","0.0591125","0.728516","0.669434","196728"
"[51]",,"9844","17","0","-12.1685","-9.25274","0.2","27.292","0.779297","0.726562","-12.1912","-9.36538","27.2859","-0.159668","0.79834","-0.580566","-1","0.281494","0.600586","0.748047","0.79248","131192"
"[52]",,"9837","17","0","-12.0884","-9.3551","0.2","27.2911","0.791992","0.711426","-12.1108","-9.46694","27.2851","0.121826","0.974121","-0.190796","-1","0.682617","0.0591125","0.728516","0.669434","196728"
"[53]",,"9942","17","0","-12.1822","-9.29921","0.2","27.2871","0.775391","0.722168","-12.2048","-9.41199","27.281","0.194946","0.975098","-0.104431","-1","0.649414","-0.0476379","0.758789","0.579102","196728"
"[54]",,"9837","18","0","-12.0884","-9.3551","0.2","27.2911","0.791992","0.711426","-12.1108","-9.46694","27.2851","0.121826","0.974121","-0.190796","-1","0.682617","0.0591125","0.728516","0.669434","196728"
"[55]",,"9844","18","0","-12.1685","-9.25274","0.2","27.292","0.779297","0.726562","-12.1912","-9.36538","27.2859","-0.159668","0.79834","-0.580566","-1","0.281494","0.600586","0.748047","0.79248","131192"
"[56]",,"9978","18","0","-12.0783","-9.30628","0.2","27.2978","0.79541","0.716309","-12.1009","-9.41801","27.2918","-0.21228","0.771484","-0.599609","-1","0.349854","0.634277","0.688965","0.847656","131192"
"[57]",,"10201","19","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[58]",,"10121","19","0","-11.6776","-9.57384","0.2","27.2439","0.868652","0.671875","-11.6993","-9.6816","27.2382","-0.20813","0.962402","-0.173828","-1","0.90625","0.117432","-0.405273","0.586914","196728"
"[59]",,"10123","19","0","-11.6646","-9.67311","0.2","27.2573","0.868164","0.65918","-11.686","-9.78074","27.2516","0.343018","0.936035","-0.0811768","-1","0.900879","-0.352783","-0.253662","0.285889","196728"
"[60]",,"10066","20","0","-11.684","-9.75002","0.2","27.2722","0.861816","0.650879","-11.7051","-9.85783","27.2665","0.291504","0.95166","-0.0979614","-1","0.946777","-0.273438","0.169434","0.477539","196728"
"[61]",,"10201","20","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[62]",,"10123","20","0","-11.6646","-9.67311","0.2","27.2573","0.868164","0.65918","-11.686","-9.78074","27.2516","0.343018","0.936035","-0.0811768","-1","0.900879","-0.352783","-0.253662","0.285889","196728"
"[63]",,"10201","21","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[64]",,"10066","21","0","-11.684","-9.75002","0.2","27.2722","0.861816","0.650879","-11.7051","-9.85783","27.2665","0.291504","0.95166","-0.0979614","-1","0.946777","-0.273438","0.169434","0.477539","196728"
"[65]",,"10122","21","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[66]",,"10122","22","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[67]",,"9985","22","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[68]",,"10201","22","0","-11.7499","-9.60216","0.2","27.2624","0.853027","0.67041","-11.7715","-9.71064","27.2566","0.242798","0.960449","-0.136108","-1","0.862793","-0.149536","0.483154","0.581543","196728"
"[69]",,"9985","23","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[70]",,"10122","23","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[71]",,"9983","23","0","-11.8946","-9.62723","0.2","27.2971","0.823242","0.672363","-11.9161","-9.73713","27.2912","0.449463","0.893066","0.0254059","-1","0.816895","-0.423584","0.391602","0.335449","196728"
"[72]",,"9838","24","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[73]",,"9985","24","0","-11.8745","-9.52722","0.2","27.2813","0.830078","0.683105","-11.8963","-9.63693","27.2755","0.151245","0.972168","-0.177979","-1","0.825195","-0.0259399","0.564941","0.664062","196728"
"[74]",,"9983","24","0","-11.8946","-9.62723","0.2","27.2971","0.823242","0.672363","-11.9161","-9.73713","27.2912","0.449463","0.893066","0.0254059","-1","0.816895","-0.423584","0.391602","0.335449","196728"
"[75]",,"9845","25","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[76]",,"9838","25","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[77]",,"9983","25","0","-11.8946","-9.62723","0.2","27.2971","0.823242","0.672363","-11.9161","-9.73713","27.2912","0.449463","0.893066","0.0254059","-1","0.816895","-0.423584","0.391602","0.335449","196728"
"[78]",,"9838","26","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[79]",,"9845","26","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[80]",,"9825","26","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[81]",,"9825","27","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[82]",,"9941","27","0","-12.1173","-9.43351","0.2","27.3027","0.784668","0.704102","-12.1395","-9.54563","27.2967","0.454102","0.884277","0.109924","-1","0.791992","-0.457031","0.404785","0.29834","196728"
"[83]",,"9838","27","0","-12.0147","-9.51549","0.2","27.3049","0.802246","0.689941","-12.0366","-9.62658","27.299","0.386475","0.922363","0.0158691","-1","0.791504","-0.340088","0.507324","0.405518","196728"
"[84]",,"10202","28","0","-11.6941","-9.83976","0.2","27.3176","0.85498","0.63916","-11.715","-9.94764","27.3118","0.564453","0.825684","0.00634384","-1","0.825684","-0.563965","-0.0128326","0.163086","196728"
"[85]",,"10122","28","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[86]",,"10066","28","0","-11.684","-9.75002","0.2","27.2722","0.861816","0.650879","-11.7051","-9.85783","27.2665","0.291504","0.95166","-0.0979614","-1","0.946777","-0.273438","0.169434","0.477539","196728"
"[87]",,"10122","29","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[88]",,"10202","29","0","-11.6941","-9.83976","0.2","27.3176","0.85498","0.63916","-11.715","-9.94764","27.3118","0.564453","0.825684","0.00634384","-1","0.825684","-0.563965","-0.0128326","0.163086","196728"
"[89]",,"10203","29","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[90]",,"10203","30","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[91]",,"9983","30","0","-11.8946","-9.62723","0.2","27.2971","0.823242","0.672363","-11.9161","-9.73713","27.2912","0.449463","0.893066","0.0254059","-1","0.816895","-0.423584","0.391602","0.335449","196728"
"[92]",,"10122","30","0","-11.7742","-9.70204","0.2","27.2832","0.845215","0.65918","-11.7955","-9.81075","27.2774","0.44165","0.896973","-0.0154572","-1","0.813477","-0.394043","0.428223","0.362549","196728"
"[93]",,"9983","31","0","-11.8946","-9.62723","0.2","27.2971","0.823242","0.672363","-11.9161","-9.73713","27.2912","0.449463","0.893066","0.0254059","-1","0.816895","-0.423584","0.391602","0.335449","196728"
"[94]",,"10203","31","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[95]",,"9845","31","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[96]",,"10197","32","0","-11.8002","-9.79763","0.2","27.3725","0.830566","0.642578","-11.8212","-9.90653","27.3667","0.89502","0.429199","0.121277","-1","0.443848","-0.875","-0.194336","-0.371826","196728"
"[97]",,"9845","32","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[98]",,"10203","32","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[99]",,"10197","33","0","-11.8002","-9.79763","0.2","27.3725","0.830566","0.642578","-11.8212","-9.90653","27.3667","0.89502","0.429199","0.121277","-1","0.443848","-0.875","-0.194336","-0.371826","196728"
"[100]",,"9976","33","0","-11.9227","-9.67345","0.2","27.4161","0.803711","0.654785","-11.9442","-9.78354","27.4102","0.98584","0.166016","0.0139236","-1","0.147339","-0.843262","-0.517578","-0.624023","196728"
"[101]",,"9845","33","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[102]",,"9976","34","0","-11.9227","-9.67345","0.2","27.4161","0.803711","0.654785","-11.9442","-9.78354","27.4102","0.98584","0.166016","0.0139236","-1","0.147339","-0.843262","-0.517578","-0.624023","196728"
"[103]",,"9825","34","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[104]",,"9845","34","0","-11.9148","-9.69052","0.2","27.3528","0.813965","0.662598","-11.9362","-9.80058","27.3469","0.826172","0.544922","0.144775","-1","0.558594","-0.825684","-0.0772095","-0.233887","196728"
"[105]",,"9825","35","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[106]",,"9976","35","0","-11.9227","-9.67345","0.2","27.4161","0.803711","0.654785","-11.9442","-9.78354","27.4102","0.98584","0.166016","0.0139236","-1","0.147339","-0.843262","-0.517578","-0.624023","196728"
"[107]",,"9977","35","0","-12.0444","-9.56842","0.2","27.3881","0.787598","0.676758","-12.0662","-9.67975","27.3821","0.977051","0.210693","0.0287323","-1","0.193359","-0.821777","-0.536133","-0.583008","196728"
"[108]",,"9825","36","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[109]",,"9977","36","0","-12.0444","-9.56842","0.2","27.3881","0.787598","0.676758","-12.0662","-9.67975","27.3821","0.977051","0.210693","0.0287323","-1","0.193359","-0.821777","-0.536133","-0.583008","196728"
"[110]",,"9940","36","0","-12.1327","-9.47747","0.2","27.3497","0.777344","0.695801","-12.1548","-9.58971","27.3437","0.868652","0.448975","0.210083","-1","0.492676","-0.811523","-0.313721","-0.324463","196728"
"[111]",,"9941","37","0","-12.1173","-9.43351","0.2","27.3027","0.784668","0.704102","-12.1395","-9.54563","27.2967","0.454102","0.884277","0.109924","-1","0.791992","-0.457031","0.404785","0.29834","196728"
"[112]",,"9825","37","0","-12.0375","-9.58114","0.2","27.3441","0.794434","0.682129","-12.0592","-9.69243","27.3382","0.785156","0.588379","0.194336","-1","0.600098","-0.800293","0.000278234","-0.169678","196728"
"[113]",,"9940","37","0","-12.1327","-9.47747","0.2","27.3497","0.777344","0.695801","-12.1548","-9.58971","27.3437","0.868652","0.448975","0.210083","-1","0.492676","-0.811523","-0.313721","-0.324463","196728"
"[114]",,"10200","38","0","-11.6975","-9.8882","0.2","27.3729","0.847656","0.628418","-11.7183","-9.99608","27.3672","0.761719","0.634277","0.131958","-1","0.64209","-0.721191","-0.260498","-0.140869","196728"
"[115]",,"10203","38","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[116]",,"10202","38","0","-11.6941","-9.83976","0.2","27.3176","0.85498","0.63916","-11.715","-9.94764","27.3118","0.564453","0.825684","0.00634384","-1","0.825684","-0.563965","-0.0128326","0.163086","196728"
"[117]",,"10203","39","0","-11.7917","-9.77655","0.2","27.3248","0.837402","0.649414","-11.8128","-9.8854","27.319","0.716309","0.688965","0.111877","-1","0.669434","-0.723145","0.168701","-0.0276794","196728"
"[118]",,"10200","39","0","-11.6975","-9.8882","0.2","27.3729","0.847656","0.628418","-11.7183","-9.99608","27.3672","0.761719","0.634277","0.131958","-1","0.64209","-0.721191","-0.260498","-0.140869","196728"
"[119]",,"10197","39","0","-11.8002","-9.79763","0.2","27.3725","0.830566","0.642578","-11.8212","-9.90653","27.3667","0.89502","0.429199","0.121277","-1","0.443848","-0.875","-0.194336","-0.371826","196728"
"[120]",,"10167","40","0","-11.7048","-9.89837","0.2","27.457","0.835938","0.615723","-11.7256","-10.0063","27.4512","0.879395","0.44165","0.178223","-1","0.458496","-0.676758","-0.576172","-0.316895","196728"
"[121]",,"10197","40","0","-11.8002","-9.79763","0.2","27.3725","0.830566","0.642578","-11.8212","-9.90653","27.3667","0.89502","0.429199","0.121277","-1","0.443848","-0.875","-0.194336","-0.371826","196728"
"[122]",,"10200","40","0","-11.6975","-9.8882","0.2","27.3729","0.847656","0.628418","-11.7183","-9.99608","27.3672","0.761719","0.634277","0.131958","-1","0.64209","-0.721191","-0.260498","-0.140869","196728"
"[123]",,"10197","41","0","-11.8002","-9.79763","0.2","27.3725","0.830566","0.642578","-11.8212","-9.90653","27.3667","0.89502","0.429199","0.121277","-1","0.443848","-0.875","-0.194336","-0.371826","196728"
"[124]",,"10167","41","0","-11.7048","-9.89837","0.2","27.457","0.835938","0.615723","-11.7256","-10.0063","27.4512","0.879395","0.44165","0.178223","-1","0.458496","-0.676758","-0.576172","-0.316895","196728"
"[125]",,"10166","41","0","-11.8033","-9.77786","0.2","27.4448","0.819824","0.632812","-11.8245","-9.88674","27.4389","0.983398","0.179932","0.0132599","-1","0.156128","-0.796875","-0.583496","-0.602539","196728"
"[126]",,"9976","42","0","-11.9227","-9.67345","0.2","27.4161","0.803711","0.654785","-11.9442","-9.78354","27.4102","0.98584","0.166016","0.0139236","-1","0.147339","-0.843262","-0.517578","-0.624023","196728"
