Index	Launch Debugger	Vertex_ID	Primitive_ID	Instance_ID	SV_POSITION_C0	SV_POSITION_C1	SV_POSITION_C2	SV_POSITION_C3	TEXCOORD2_C0	TEXCOORD2_C1	TEXCOORD2_C2	TEXCOORD3_C0	TEXCOORD3_C1
[0]	1782	0	0	5.40159	-13.9187	0.2	27.3445	-0.0197296	0.99707	-0.0759888	201	255
[1]	1799	0	0	5.50754	-13.9242	0.2	27.5107	0.256836	0.961914	-0.0957642	201	255
[2]	1785	0	0	5.5377	-13.9431	0.2	27.3753	-0.0322266	0.979004	-0.201172	201	255
[3]	1799	1	0	5.50754	-13.9242	0.2	27.5107	0.256836	0.961914	-0.0957642	201	255
[4]	1782	1	0	5.40159	-13.9187	0.2	27.3445	-0.0197296	0.99707	-0.0759888	201	255
[5]	1809	1	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[6]	1809	2	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[7]	1801	2	0	5.47706	-13.9757	0.2	27.6385	0.26416	0.964355	0.0170135	201	255
[8]	1799	2	0	5.50754	-13.9242	0.2	27.5107	0.256836	0.961914	-0.0957642	201	255
[9]	1718	3	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[10]	1801	3	0	5.47706	-13.9757	0.2	27.6385	0.26416	0.964355	0.0170135	201	255
[11]	1809	3	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[12]	1801	4	0	5.47706	-13.9757	0.2	27.6385	0.26416	0.964355	0.0170135	201	255
[13]	1718	4	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[14]	1788	4	0	5.44968	-13.997	0.2	27.7356	0.581543	0.803223	0.129395	201	255
[15]	1742	5	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[16]	1788	5	0	5.44968	-13.997	0.2	27.7356	0.581543	0.803223	0.129395	201	255
[17]	1718	5	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[18]	1788	6	0	5.44968	-13.997	0.2	27.7356	0.581543	0.803223	0.129395	201	255
[19]	1742	6	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[20]	1755	6	0	5.43526	-14.1026	0.2	27.7831	0.985352	0.0571289	0.160645	201	255
[21]	1742	7	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[22]	2670	7	0	5.42502	-14.3999	0.2	27.7282	0.846191	-0.518555	0.122742	201	255
[23]	1755	7	0	5.43526	-14.1026	0.2	27.7831	0.985352	0.0571289	0.160645	201	255
[24]	1786	8	0	5.26446	-13.9013	0.2	27.3145	-0.0306244	0.985352	-0.169189	201	255
[25]	1809	8	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[26]	1782	8	0	5.40159	-13.9187	0.2	27.3445	-0.0197296	0.99707	-0.0759888	201	255
[27]	1809	9	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[28]	1786	9	0	5.26446	-13.9013	0.2	27.3145	-0.0306244	0.985352	-0.169189	201	255
[29]	1806	9	0	5.21488	-13.9577	0.2	27.4576	0.348145	0.914062	-0.208984	201	255
[30]	1962	10	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[31]	1809	10	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[32]	1806	10	0	5.21488	-13.9577	0.2	27.4576	0.348145	0.914062	-0.208984	201	255
[33]	1809	11	0	5.3593	-13.9764	0.2	27.5041	0.329834	0.941895	-0.0631714	201	255
[34]	1962	11	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[35]	1718	11	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[36]	1895	12	0	5.15251	-14.1367	0.2	27.6882	0.989746	0.0802612	-0.11908	201	255
[37]	1718	12	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[38]	1962	12	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[39]	1718	13	0	5.32245	-14.001	0.2	27.6581	0.519043	0.854492	-0.0187225	201	255
[40]	1895	13	0	5.15251	-14.1367	0.2	27.6882	0.989746	0.0802612	-0.11908	201	255
[41]	1742	13	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[42]	1895	14	0	5.15251	-14.1367	0.2	27.6882	0.989746	0.0802612	-0.11908	201	255
[43]	2665	14	0	5.29499	-14.3844	0.2	27.6775	0.868652	-0.494385	-0.0317993	201	255
[44]	1742	14	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[45]	2670	15	0	5.42502	-14.3999	0.2	27.7282	0.846191	-0.518555	0.122742	201	255
[46]	1742	15	0	5.30849	-14.1057	0.2	27.7375	0.988281	0.145142	0.0448914	201	255
[47]	2665	15	0	5.29499	-14.3844	0.2	27.6775	0.868652	-0.494385	-0.0317993	201	255
[48]	2665	16	0	5.29499	-14.3844	0.2	27.6775	0.868652	-0.494385	-0.0317993	201	255
[49]	2664	16	0	5.4372	-14.7124	0.2	27.6278	0.728027	-0.683105	0.06073	201	255
[50]	2670	16	0	5.42502	-14.3999	0.2	27.7282	0.846191	-0.518555	0.122742	201	255
[51]	1790	17	0	5.1137	-13.8489	0.2	27.2782	-0.0366211	0.966309	-0.255615	201	255
[52]	1806	17	0	5.21488	-13.9577	0.2	27.4576	0.348145	0.914062	-0.208984	201	255
[53]	1786	17	0	5.26446	-13.9013	0.2	27.3145	-0.0306244	0.985352	-0.169189	201	255
[54]	1806	18	0	5.21488	-13.9577	0.2	27.4576	0.348145	0.914062	-0.208984	201	255
[55]	1790	18	0	5.1137	-13.8489	0.2	27.2782	-0.0366211	0.966309	-0.255615	201	255
[56]	1791	18	0	5.06887	-13.9076	0.2	27.4215	0.423584	0.875488	-0.232544	201	255
[57]	1791	19	0	5.06887	-13.9076	0.2	27.4215	0.423584	0.875488	-0.232544	201	255
[58]	1962	19	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[59]	1806	19	0	5.21488	-13.9577	0.2	27.4576	0.348145	0.914062	-0.208984	201	255
[60]	1962	20	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[61]	1791	20	0	5.06887	-13.9076	0.2	27.4215	0.423584	0.875488	-0.232544	201	255
[62]	1804	20	0	5.01849	-13.997	0.2	27.578	0.653809	0.744629	-0.134155	201	255
[63]	1804	21	0	5.01849	-13.997	0.2	27.578	0.653809	0.744629	-0.134155	201	255
[64]	1895	21	0	5.15251	-14.1367	0.2	27.6882	0.989746	0.0802612	-0.11908	201	255
[65]	1962	21	0	5.17224	-13.9937	0.2	27.6193	0.646484	0.753418	-0.120605	201	255
[66]	1895	22	0	5.15251	-14.1367	0.2	27.6882	0.989746	0.0802612	-0.11908	201	255
[67]	1804	22	0	5.01849	-13.997	0.2	27.578	0.653809	0.744629	-0.134155	201	255
[68]	1808	22	0	4.98622	-14.1184	0.2	27.6682	0.959961	0.181641	-0.212524	201	255
