"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD3_C0","TEXCOORD3_C1"
"[13448]",,"4386","4482","0","-5.68214","-11.5368","0.2","29.6127","0.899902","0.0345764","0.434326","201","255"
"[13449]",,"4416","4483","0","-5.84383","-11.5966","0.2","29.4445","0.873047","0.11377","0.474121","201","255"
"[13450]",,"4385","4483","0","-5.74013","-11.4171","0.2","29.5647","0.882324","0.101257","0.459961","201","255"
"[13451]",,"4402","4483","0","-5.87521","-11.4951","0.2","29.3835","0.861816","0.0881348","0.499756","201","255"
"[13452]",,"4314","4484","0","-5.43097","-11.9433","0.2","29.5055","0.890137","-0.249512","0.381592","201","255"
"[13453]",,"4693","4484","0","-5.69972","-11.9893","0.2","29.4927","0.776855","-0.453125","0.437256","201","255"
"[13454]",,"4699","4484","0","-5.6721","-11.9678","0.2","29.3509","0.898926","-0.284424","0.333496","201","255"
"[13455]",,"4693","4485","0","-5.69972","-11.9893","0.2","29.4927","0.776855","-0.453125","0.437256","201","255"
"[13456]",,"4314","4485","0","-5.43097","-11.9433","0.2","29.5055","0.890137","-0.249512","0.381592","201","255"
"[13457]",,"4400","4485","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13458]",,"4400","4486","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13459]",,"4390","4486","0","-5.69442","-11.9502","0.2","29.6045","0.806641","-0.315186","0.5","201","255"
"[13460]",,"4693","4486","0","-5.69972","-11.9893","0.2","29.4927","0.776855","-0.453125","0.437256","201","255"
"[13461]",,"4390","4487","0","-5.69442","-11.9502","0.2","29.6045","0.806641","-0.315186","0.5","201","255"
"[13462]",,"4400","4487","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13463]",,"4478","4487","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13464]",,"4478","4488","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13465]",,"4389","4488","0","-5.67871","-11.8419","0.2","29.6695","0.880371","-0.0182953","0.473633","201","255"
"[13466]",,"4390","4488","0","-5.69442","-11.9502","0.2","29.6045","0.806641","-0.315186","0.5","201","255"
"[13467]",,"4389","4489","0","-5.67871","-11.8419","0.2","29.6695","0.880371","-0.0182953","0.473633","201","255"
"[13468]",,"4478","4489","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13469]",,"4725","4489","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13470]",,"4689","4490","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13471]",,"4389","4490","0","-5.67871","-11.8419","0.2","29.6695","0.880371","-0.0182953","0.473633","201","255"
"[13472]",,"4725","4490","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13473]",,"4389","4491","0","-5.67871","-11.8419","0.2","29.6695","0.880371","-0.0182953","0.473633","201","255"
"[13474]",,"4689","4491","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13475]",,"4387","4491","0","-5.66251","-11.709","0.2","29.6588","0.895996","0.147217","0.419189","201","255"
"[13476]",,"4834","4492","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13477]",,"4387","4492","0","-5.66251","-11.709","0.2","29.6588","0.895996","0.147217","0.419189","201","255"
"[13478]",,"4689","4492","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13479]",,"4387","4493","0","-5.66251","-11.709","0.2","29.6588","0.895996","0.147217","0.419189","201","255"
"[13480]",,"4834","4493","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13481]",,"4386","4493","0","-5.68214","-11.5368","0.2","29.6127","0.899902","0.0345764","0.434326","201","255"
"[13482]",,"4516","4494","0","-5.57048","-11.326","0.2","29.7675","0.901855","0.0567017","0.428223","201","255"
"[13483]",,"4386","4494","0","-5.68214","-11.5368","0.2","29.6127","0.899902","0.0345764","0.434326","201","255"
"[13484]",,"4834","4494","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13485]",,"4386","4495","0","-5.68214","-11.5368","0.2","29.6127","0.899902","0.0345764","0.434326","201","255"
"[13486]",,"4516","4495","0","-5.57048","-11.326","0.2","29.7675","0.901855","0.0567017","0.428223","201","255"
"[13487]",,"4385","4495","0","-5.74013","-11.4171","0.2","29.5647","0.882324","0.101257","0.459961","201","255"
"[13488]",,"4461","4496","0","-5.1753","-11.8006","0.2","29.7635","0.881836","-0.260986","0.391602","201","255"
"[13489]",,"4400","4496","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13490]",,"4314","4496","0","-5.43097","-11.9433","0.2","29.5055","0.890137","-0.249512","0.381592","201","255"
"[13491]",,"4400","4497","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13492]",,"4461","4497","0","-5.1753","-11.8006","0.2","29.7635","0.881836","-0.260986","0.391602","201","255"
"[13493]",,"4291","4497","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13494]",,"4291","4498","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13495]",,"4478","4498","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13496]",,"4400","4498","0","-5.48365","-11.9468","0.2","29.6935","0.758789","-0.484375","0.435547","201","255"
"[13497]",,"4478","4499","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13498]",,"4291","4499","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13499]",,"5216","4499","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13500]",,"5216","4500","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13501]",,"4725","4500","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13502]",,"4478","4500","0","-5.48389","-11.9228","0.2","29.8424","0.797852","-0.345947","0.493408","201","255"
"[13503]",,"4725","4501","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13504]",,"5216","4501","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13505]",,"4726","4501","0","-5.2807","-11.731","0.2","30.2014","0.870605","-0.0148621","0.491455","201","255"
"[13506]",,"4728","4502","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13507]",,"4725","4502","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13508]",,"4726","4502","0","-5.2807","-11.731","0.2","30.2014","0.870605","-0.0148621","0.491455","201","255"
"[13509]",,"4725","4503","0","-5.47714","-11.8095","0.2","29.9289","0.862305","7.53999e-05","0.506348","201","255"
"[13510]",,"4728","4503","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13511]",,"4689","4503","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13512]",,"4833","4504","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13513]",,"4689","4504","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13514]",,"4728","4504","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13515]",,"4689","4505","0","-5.46513","-11.6618","0.2","29.8753","0.858887","0.203735","0.469971","201","255"
"[13516]",,"4833","4505","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13517]",,"4834","4505","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13518]",,"4517","4506","0","-5.44641","-11.3531","0.2","29.9582","0.875977","0.078125","0.476074","201","255"
"[13519]",,"4834","4506","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13520]",,"4833","4506","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13521]",,"4834","4507","0","-5.51264","-11.4945","0.2","29.7976","0.892578","0.0628052","0.446289","201","255"
"[13522]",,"4517","4507","0","-5.44641","-11.3531","0.2","29.9582","0.875977","0.078125","0.476074","201","255"
"[13523]",,"4516","4507","0","-5.57048","-11.326","0.2","29.7675","0.901855","0.0567017","0.428223","201","255"
"[13524]",,"4853","4508","0","-4.94511","-11.7209","0.2","29.9891","0.882812","-0.260742","0.391113","201","255"
"[13525]",,"4291","4508","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13526]",,"4461","4508","0","-5.1753","-11.8006","0.2","29.7635","0.881836","-0.260986","0.391602","201","255"
"[13527]",,"4291","4509","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13528]",,"4853","4509","0","-4.94511","-11.7209","0.2","29.9891","0.882812","-0.260742","0.391113","201","255"
"[13529]",,"4861","4509","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13530]",,"4861","4510","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13531]",,"5216","4510","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13532]",,"4291","4510","0","-5.28484","-11.8759","0.2","29.9421","0.767578","-0.466797","0.439209","201","255"
"[13533]",,"5216","4511","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13534]",,"4861","4511","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13535]",,"4299","4511","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13536]",,"4299","4512","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13537]",,"4726","4512","0","-5.2807","-11.731","0.2","30.2014","0.870605","-0.0148621","0.491455","201","255"
"[13538]",,"5216","4512","0","-5.28688","-11.835","0.2","30.1146","0.807129","-0.336182","0.485596","201","255"
"[13539]",,"4726","4513","0","-5.2807","-11.731","0.2","30.2014","0.870605","-0.0148621","0.491455","201","255"
"[13540]",,"4299","4513","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13541]",,"4286","4513","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13542]",,"4286","4514","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13543]",,"4728","4514","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13544]",,"4726","4514","0","-5.2807","-11.731","0.2","30.2014","0.870605","-0.0148621","0.491455","201","255"
"[13545]",,"4728","4515","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13546]",,"4286","4515","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13547]",,"2134","4515","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13548]",,"2135","4516","0","-5.14912","-11.469","0.2","30.3239","0.857422","0.111206","0.501953","201","255"
"[13549]",,"4728","4516","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13550]",,"2134","4516","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13551]",,"4728","4517","0","-5.27541","-11.6079","0.2","30.1649","0.867188","0.194946","0.458984","201","255"
"[13552]",,"2135","4517","0","-5.14912","-11.469","0.2","30.3239","0.857422","0.111206","0.501953","201","255"
"[13553]",,"4833","4517","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13554]",,"2092","4518","0","-5.30806","-11.3985","0.2","30.1675","0.865234","0.123474","0.486084","201","255"
"[13555]",,"4833","4518","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13556]",,"2135","4518","0","-5.14912","-11.469","0.2","30.3239","0.857422","0.111206","0.501953","201","255"
"[13557]",,"4833","4519","0","-5.33154","-11.4774","0.2","30.0424","0.868164","0.0859375","0.488525","201","255"
"[13558]",,"2092","4519","0","-5.30806","-11.3985","0.2","30.1675","0.865234","0.123474","0.486084","201","255"
"[13559]",,"4517","4519","0","-5.44641","-11.3531","0.2","29.9582","0.875977","0.078125","0.476074","201","255"
"[13560]",,"4859","4520","0","-4.71353","-11.6873","0.2","30.2113","0.883789","-0.277832","0.376465","201","255"
"[13561]",,"4861","4520","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13562]",,"4853","4520","0","-4.94511","-11.7209","0.2","29.9891","0.882812","-0.260742","0.391113","201","255"
"[13563]",,"4861","4521","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13564]",,"4859","4521","0","-4.71353","-11.6873","0.2","30.2113","0.883789","-0.277832","0.376465","201","255"
"[13565]",,"4669","4521","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13566]",,"4669","4522","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13567]",,"4299","4522","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13568]",,"4861","4522","0","-4.99767","-11.6615","0.2","30.2055","0.777832","-0.456055","0.432129","201","255"
"[13569]",,"4299","4523","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13570]",,"4669","4523","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13571]",,"4300","4523","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13572]",,"4300","4524","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13573]",,"4286","4524","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13574]",,"4299","4524","0","-5.01639","-11.6532","0.2","30.4012","0.82959","-0.326172","0.453369","201","255"
"[13575]",,"4286","4525","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13576]",,"4300","4525","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13577]",,"4659","4525","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13578]",,"4659","4526","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13579]",,"2134","4526","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13580]",,"4286","4526","0","-5.05192","-11.7009","0.2","30.4977","0.880859","-0.0395203","0.472656","201","255"
"[13581]",,"2134","4527","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13582]",,"4659","4527","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13583]",,"4866","4527","0","-4.86977","-11.5086","0.2","30.7185","0.869629","0.072998","0.48877","201","255"
"[13584]",,"4662","4528","0","-4.93821","-11.4017","0.2","30.6015","0.855957","0.127197","0.501465","201","255"
"[13585]",,"2134","4528","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13586]",,"4866","4528","0","-4.86977","-11.5086","0.2","30.7185","0.869629","0.072998","0.48877","201","255"
"[13587]",,"2134","4529","0","-5.05576","-11.5822","0.2","30.4662","0.873047","0.135132","0.469238","201","255"
"[13588]",,"4662","4529","0","-4.93821","-11.4017","0.2","30.6015","0.855957","0.127197","0.501465","201","255"
"[13589]",,"2135","4529","0","-5.14912","-11.469","0.2","30.3239","0.857422","0.111206","0.501953","201","255"
"[13590]",,"758","4530","0","-4.44645","-11.678","0.2","30.4514","0.882812","-0.188965","0.429932","201","255"
"[13591]",,"4669","4530","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13592]",,"4859","4530","0","-4.71353","-11.6873","0.2","30.2113","0.883789","-0.277832","0.376465","201","255"
"[13593]",,"4669","4531","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13594]",,"758","4531","0","-4.44645","-11.678","0.2","30.4514","0.882812","-0.188965","0.429932","201","255"
"[13595]",,"672","4531","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13596]",,"672","4532","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13597]",,"4300","4532","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13598]",,"4669","4532","0","-4.7836","-11.619","0.2","30.4521","0.813965","-0.418945","0.4021","201","255"
"[13599]",,"4300","4533","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13600]",,"672","4533","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13601]",,"678","4533","0","-4.48858","-11.5115","0.2","30.9441","0.910645","-0.279541","0.304688","201","255"
"[13602]",,"4657","4534","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13603]",,"4300","4534","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13604]",,"678","4534","0","-4.48858","-11.5115","0.2","30.9441","0.910645","-0.279541","0.304688","201","255"
"[13605]",,"4300","4535","0","-4.79135","-11.6228","0.2","30.6795","0.870605","-0.30542","0.38501","201","255"
"[13606]",,"4657","4535","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13607]",,"4659","4535","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13608]",,"4661","4536","0","-4.61397","-11.306","0.2","31.0553","0.935547","0.0591736","0.348145","201","255"
"[13609]",,"4659","4536","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13610]",,"4657","4536","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13611]",,"4659","4537","0","-4.81939","-11.6307","0.2","30.7665","0.888184","-0.133301","0.440186","201","255"
"[13612]",,"4661","4537","0","-4.61397","-11.306","0.2","31.0553","0.935547","0.0591736","0.348145","201","255"
"[13613]",,"4866","4537","0","-4.86977","-11.5086","0.2","30.7185","0.869629","0.072998","0.48877","201","255"
"[13614]",,"4867","4538","0","-4.76097","-11.4096","0.2","30.9069","0.902344","0.216553","0.373291","201","255"
"[13615]",,"4866","4538","0","-4.86977","-11.5086","0.2","30.7185","0.869629","0.072998","0.48877","201","255"
"[13616]",,"4661","4538","0","-4.61397","-11.306","0.2","31.0553","0.935547","0.0591736","0.348145","201","255"
"[13617]",,"4866","4539","0","-4.86977","-11.5086","0.2","30.7185","0.869629","0.072998","0.48877","201","255"
"[13618]",,"4867","4539","0","-4.76097","-11.4096","0.2","30.9069","0.902344","0.216553","0.373291","201","255"
"[13619]",,"4662","4539","0","-4.93821","-11.4017","0.2","30.6015","0.855957","0.127197","0.501465","201","255"
"[13620]",,"672","4540","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13621]",,"758","4540","0","-4.44645","-11.678","0.2","30.4514","0.882812","-0.188965","0.429932","201","255"
"[13622]",,"4683","4540","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13623]",,"4687","4541","0","-4.15885","-11.5747","0.2","31.0988","0.923828","-0.185425","0.334473","201","255"
"[13624]",,"672","4541","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13625]",,"4683","4541","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13626]",,"672","4542","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13627]",,"4687","4542","0","-4.15885","-11.5747","0.2","31.0988","0.923828","-0.185425","0.334473","201","255"
"[13628]",,"4587","4542","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13629]",,"678","4543","0","-4.48858","-11.5115","0.2","30.9441","0.910645","-0.279541","0.304688","201","255"
"[13630]",,"672","4543","0","-4.50355","-11.6043","0.2","30.725","0.865234","-0.335449","0.37207","201","255"
"[13631]",,"4587","4543","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13632]",,"4585","4544","0","-4.14128","-11.3482","0.2","31.2102","0.964355","-0.194824","0.179443","201","255"
"[13633]",,"678","4544","0","-4.48858","-11.5115","0.2","30.9441","0.910645","-0.279541","0.304688","201","255"
"[13634]",,"4587","4544","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13635]",,"4585","4545","0","-4.14128","-11.3482","0.2","31.2102","0.964355","-0.194824","0.179443","201","255"
"[13636]",,"4657","4545","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13637]",,"678","4545","0","-4.48858","-11.5115","0.2","30.9441","0.910645","-0.279541","0.304688","201","255"
"[13638]",,"4657","4546","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13639]",,"4585","4546","0","-4.14128","-11.3482","0.2","31.2102","0.964355","-0.194824","0.179443","201","255"
"[13640]",,"680","4546","0","-4.40556","-11.567","0.2","31.371","0.951172","-0.225342","0.210693","201","255"
"[13641]",,"4690","4547","0","-4.50701","-11.4094","0.2","31.3395","0.972656","0.115601","0.200806","201","255"
"[13642]",,"4657","4547","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13643]",,"680","4547","0","-4.40556","-11.567","0.2","31.371","0.951172","-0.225342","0.210693","201","255"
"[13644]",,"4657","4548","0","-4.58151","-11.5237","0.2","31.0616","0.921875","-0.234253","0.30835","201","255"
"[13645]",,"4690","4548","0","-4.50701","-11.4094","0.2","31.3395","0.972656","0.115601","0.200806","201","255"
"[13646]",,"4661","4548","0","-4.61397","-11.306","0.2","31.0553","0.935547","0.0591736","0.348145","201","255"
"[13647]",,"758","4549","0","-4.44645","-11.678","0.2","30.4514","0.882812","-0.188965","0.429932","201","255"
"[13648]",,"4681","4549","0","-4.14714","-11.7282","0.2","30.8762","0.893066","-0.164062","0.418213","201","255"
"[13649]",,"4683","4549","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13650]",,"5127","4550","0","-3.87671","-11.7724","0.2","31.1326","0.938965","-0.171021","0.297852","201","255"
"[13651]",,"4683","4550","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13652]",,"4681","4550","0","-4.14714","-11.7282","0.2","30.8762","0.893066","-0.164062","0.418213","201","255"
"[13653]",,"4683","4551","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13654]",,"5127","4551","0","-3.87671","-11.7724","0.2","31.1326","0.938965","-0.171021","0.297852","201","255"
"[13655]",,"4658","4551","0","-3.85666","-11.5994","0.2","31.2304","0.948242","-0.21106","0.237915","201","255"
"[13656]",,"4658","4552","0","-3.85666","-11.5994","0.2","31.2304","0.948242","-0.21106","0.237915","201","255"
"[13657]",,"4687","4552","0","-4.15885","-11.5747","0.2","31.0988","0.923828","-0.185425","0.334473","201","255"
"[13658]",,"4683","4552","0","-4.16072","-11.6487","0.2","30.9955","0.880859","-0.272217","0.386963","201","255"
"[13659]",,"4687","4553","0","-4.15885","-11.5747","0.2","31.0988","0.923828","-0.185425","0.334473","201","255"
"[13660]",,"4658","4553","0","-3.85666","-11.5994","0.2","31.2304","0.948242","-0.21106","0.237915","201","255"
"[13661]",,"4664","4553","0","-3.84161","-11.4914","0.2","31.3146","0.974609","-0.147339","0.168457","201","255"
"[13662]",,"4664","4554","0","-3.84161","-11.4914","0.2","31.3146","0.974609","-0.147339","0.168457","201","255"
"[13663]",,"4587","4554","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13664]",,"4687","4554","0","-4.15885","-11.5747","0.2","31.0988","0.923828","-0.185425","0.334473","201","255"
"[13665]",,"4587","4555","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13666]",,"4664","4555","0","-3.84161","-11.4914","0.2","31.3146","0.974609","-0.147339","0.168457","201","255"
"[13667]",,"4114","4555","0","-3.82214","-11.4706","0.2","31.4184","0.991699","-0.105042","0.0737305","201","255"
"[13668]",,"4114","4556","0","-3.82214","-11.4706","0.2","31.4184","0.991699","-0.105042","0.0737305","201","255"
"[13669]",,"4585","4556","0","-4.14128","-11.3482","0.2","31.2102","0.964355","-0.194824","0.179443","201","255"
"[13670]",,"4587","4556","0","-4.15717","-11.4613","0.2","31.1593","0.964844","-0.125122","0.231689","201","255"
"[13671]",,"4681","4557","0","-4.14714","-11.7282","0.2","30.8762","0.893066","-0.164062","0.418213","201","255"
"[13672]",,"758","4557","0","-4.44645","-11.678","0.2","30.4514","0.882812","-0.188965","0.429932","201","255"
"[13673]",,"4649","4557","0","-4.19816","-11.9197","0.2","30.8023","0.917969","0.0146179","0.396484","201","255"
"[13674]",,"4865","4558","0","-3.92304","-11.9958","0.2","31.0461","0.967773","-0.0559387","0.24646","201","255"
"[13675]",,"4681","4558","0","-4.14714","-11.7282","0.2","30.8762","0.893066","-0.164062","0.418213","201","255"
"[13676]",,"4649","4558","0","-4.19816","-11.9197","0.2","30.8023","0.917969","0.0146179","0.396484","201","255"
"[13677]",,"4681","4559","0","-4.14714","-11.7282","0.2","30.8762","0.893066","-0.164062","0.418213","201","255"
"[13678]",,"4865","4559","0","-3.92304","-11.9958","0.2","31.0461","0.967773","-0.0559387","0.24646","201","255"
"[13679]",,"5127","4559","0","-3.87671","-11.7724","0.2","31.1326","0.938965","-0.171021","0.297852","201","255"
"[13680]",,"4020","4560","0","-3.6641","-11.9942","0.2","31.2281","0.967285","-0.115112","0.225952","201","255"
"[13681]",,"5127","4560","0","-3.87671","-11.7724","0.2","31.1326","0.938965","-0.171021","0.297852","201","255"
"[13682]",,"4865","4560","0","-3.92304","-11.9958","0.2","31.0461","0.967773","-0.0559387","0.24646","201","255"
"[13683]",,"5127","4561","0","-3.87671","-11.7724","0.2","31.1326","0.938965","-0.171021","0.297852","201","255"
"[13684]",,"4020","4561","0","-3.6641","-11.9942","0.2","31.2281","0.967285","-0.115112","0.225952","201","255"
"[13685]",,"5255","4561","0","-3.64506","-11.69","0.2","31.2788","0.983398","-0.118591","0.138916","201","255"
"[13686]",,"5255","4562","0","-3.64506","-11.69","0.2","31.2788","0.983398","-0.118591","0.138916","201","255"
"[13687]",,"4658","4562","0","-3.85666","-11.5994","0.2","31.2304","0.948242","-0.21106","0.237915","201","255"
