"Index","Launch Debugger","Vertex_ID","Primitive_ID","Instance_ID","SV_POSITION_C0","SV_POSITION_C1","SV_POSITION_C2","SV_POSITION_C3","TEXCOORD_C0","TEXCOORD_C1","TEXCOORD1_C0","TEXCOORD1_C1","TEXCOORD1_C2","TEXCOORD2_C0","TEXCOORD2_C1","TEXCOORD2_C2","TEXCOORD2_C3","TEXCOORD3_C0","TEXCOORD3_C1","TEXCOORD3_C2","TEXCOORD3_C3","TEXCOORD4"
"[54]",,"118","18","0","-7.10971","-6.49819","0.2","25.9112","0.860352","0.575195","-7.12465","-6.59223","25.9179","0.551758","-0.722656","-0.415771","1","0.678223","0.679688","-0.279297","0.730957","196724"
"[55]",,"456","18","0","-7.05011","-6.43847","0.2","25.9735","0.853027","0.556641","-7.06519","-6.53331","25.9805","0.762695","-0.388184","-0.51709","1","0.222168","0.908691","-0.354004","0.931641","196724"
"[56]",,"341","18","0","-7.02275","-6.44735","0.2","25.8741","0.869141","0.554688","-7.03755","-6.54121","25.8812","0.775391","-0.476562","-0.414551","1","0.563965","0.816895","0.120483","0.848633","196724"
"[57]",,"353","19","0","-6.99384","-6.40474","0.2","26.0032","0.854004","0.540039","-7.00898","-6.50003","26.0105","0.89209","-0.0966797","-0.441895","1","-0.0435791","0.958496","-0.28125","0.961914","196724"
"[58]",,"341","19","0","-7.02275","-6.44735","0.2","25.8741","0.869141","0.554688","-7.03755","-6.54121","25.8812","0.775391","-0.476562","-0.414551","1","0.563965","0.816895","0.120483","0.848633","196724"
"[59]",,"456","19","0","-7.05011","-6.43847","0.2","25.9735","0.853027","0.556641","-7.06519","-6.53331","25.9805","0.762695","-0.388184","-0.51709","1","0.222168","0.908691","-0.354004","0.931641","196724"
"[60]",,"341","20","0","-7.02275","-6.44735","0.2","25.8741","0.869141","0.554688","-7.03755","-6.54121","25.8812","0.775391","-0.476562","-0.414551","1","0.563965","0.816895","0.120483","0.848633","196724"
"[61]",,"353","20","0","-6.99384","-6.40474","0.2","26.0032","0.854004","0.540039","-7.00898","-6.50003","26.0105","0.89209","-0.0966797","-0.441895","1","-0.0435791","0.958496","-0.28125","0.961914","196724"
"[62]",,"343","20","0","-6.95212","-6.42429","0.2","25.8727","0.874512","0.538574","-6.96689","-6.51831","25.8801","0.939941","-0.14917","-0.307617","1","0.243408","0.918457","0.311279","0.922852","196724"
"[63]",,"353","21","0","-6.99384","-6.40474","0.2","26.0032","0.854004","0.540039","-7.00898","-6.50003","26.0105","0.89209","-0.0966797","-0.441895","1","-0.0435791","0.958496","-0.28125","0.961914","196724"
"[64]",,"457","21","0","-6.89418","-6.44389","0.2","25.9225","0.874512","0.527832","-6.90911","-6.53859","25.9299","0.958984","0.123474","-0.256348","1","-0.0214844","0.931152","0.364502","0.916016","196724"
"[65]",,"343","21","0","-6.95212","-6.42429","0.2","25.8727","0.874512","0.538574","-6.96689","-6.51831","25.8801","0.939941","-0.14917","-0.307617","1","0.243408","0.918457","0.311279","0.922852","196724"
"[66]",,"834","22","0","-7.81011","-6.38615","0.2","26.7705","0.720215","0.868164","-7.82738","-6.48754","26.7754","-0.474609","-0.553711","-0.68457","1","-0.814453","0.571289","0.101013","0.542969","196724"
"[67]",,"817","22","0","-7.83512","-6.47191","0.2","26.8925","0.721191","0.890625","-7.85281","-6.57446","26.897","-0.398438","-0.406738","-0.821777","1","-0.0683594","0.902832","-0.425049","0.913574","131188"
"[68]",,"816","22","0","-7.7752","-6.4315","0.2","26.7913","0.713379","0.87207","-7.79257","-6.53319","26.7961","-0.651367","-0.18811","-0.734863","1","-0.203125","0.976562","-0.0691528","0.972168","196724"
"[69]",,"817","23","0","-7.83512","-6.47191","0.2","26.8925","0.721191","0.890625","-7.85281","-6.57446","26.897","-0.398438","-0.406738","-0.821777","1","-0.0683594","0.902832","-0.425049","0.913574","131188"
"[70]",,"834","23","0","-7.81011","-6.38615","0.2","26.7705","0.720215","0.868164","-7.82738","-6.48754","26.7754","-0.474609","-0.553711","-0.68457","1","-0.814453","0.571289","0.101013","0.542969","196724"
"[71]",,"829","23","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[72]",,"829","24","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[73]",,"788","24","0","-7.91177","-6.56995","0.2","26.9328","0.726074","0.906738","-7.92966","-6.67271","26.9368","-0.0663452","-0.530762","-0.845215","1","-0.185303","0.835449","-0.517578","0.845215","131188"
"[74]",,"817","24","0","-7.83512","-6.47191","0.2","26.8925","0.721191","0.890625","-7.85281","-6.57446","26.897","-0.398438","-0.406738","-0.821777","1","-0.0683594","0.902832","-0.425049","0.913574","131188"
"[75]",,"644","25","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[76]",,"788","25","0","-7.91177","-6.56995","0.2","26.9328","0.726074","0.906738","-7.92966","-6.67271","26.9368","-0.0663452","-0.530762","-0.845215","1","-0.185303","0.835449","-0.517578","0.845215","131188"
"[77]",,"829","25","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[78]",,"788","26","0","-7.91177","-6.56995","0.2","26.9328","0.726074","0.906738","-7.92966","-6.67271","26.9368","-0.0663452","-0.530762","-0.845215","1","-0.185303","0.835449","-0.517578","0.845215","131188"
"[79]",,"644","26","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[80]",,"651","26","0","-7.9962","-6.58545","0.2","26.9431","0.733398","0.924805","-8.01415","-6.68811","26.9469","0.0757446","-0.58252","-0.80957","1","-0.295166","0.758789","-0.580566","0.765137","131188"
"[81]",,"647","27","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[82]",,"651","27","0","-7.9962","-6.58545","0.2","26.9431","0.733398","0.924805","-8.01415","-6.68811","26.9469","0.0757446","-0.58252","-0.80957","1","-0.295166","0.758789","-0.580566","0.765137","131188"
"[83]",,"644","27","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[84]",,"651","28","0","-7.9962","-6.58545","0.2","26.9431","0.733398","0.924805","-8.01415","-6.68811","26.9469","0.0757446","-0.58252","-0.80957","1","-0.295166","0.758789","-0.580566","0.765137","131188"
"[85]",,"647","28","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[86]",,"655","28","0","-8.12338","-6.71372","0.2","26.9337","0.741211","0.952148","-8.14144","-6.81598","26.9369","0.338867","-0.663086","-0.66748","1","-0.279297","0.603027","-0.74707","0.611328","131188"
"[87]",,"647","29","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[88]",,"815","29","0","-8.22517","-6.7021","0.2","26.8629","0.763672","0.970215","-8.24303","-6.80337","26.8658","0.26416","-0.725098","-0.63623","1","-0.132935","0.628906","-0.766113","0.643066","131188"
"[89]",,"655","29","0","-8.12338","-6.71372","0.2","26.9337","0.741211","0.952148","-8.14144","-6.81598","26.9369","0.338867","-0.663086","-0.66748","1","-0.279297","0.603027","-0.74707","0.611328","131188"
"[90]",,"827","30","0","-7.84891","-6.2793","0.2","26.7478","0.72998","0.855469","-7.86608","-6.38033","26.7532","-0.235718","-0.877441","-0.417969","1","-0.960449","0.142822","0.238647","0.0906982","196724"
"[91]",,"829","30","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[92]",,"834","30","0","-7.81011","-6.38615","0.2","26.7705","0.720215","0.868164","-7.82738","-6.48754","26.7754","-0.474609","-0.553711","-0.68457","1","-0.814453","0.571289","0.101013","0.542969","196724"
"[93]",,"829","31","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[94]",,"827","31","0","-7.84891","-6.2793","0.2","26.7478","0.72998","0.855469","-7.86608","-6.38033","26.7532","-0.235718","-0.877441","-0.417969","1","-0.960449","0.142822","0.238647","0.0906982","196724"
"[95]",,"828","31","0","-7.90979","-6.28708","0.2","26.8406","0.746094","0.871094","-7.92721","-6.38891","26.8457","-0.0330505","-0.866211","-0.498779","1","-0.995605","0.0689087","-0.0678101","0.0293884","131188"
"[96]",,"837","32","0","-7.98038","-6.28665","0.2","26.8775","0.759277","0.881348","-7.99791","-6.38867","26.8825","0.315674","-0.808594","-0.496338","1","-0.792969","0.0605469","-0.606445","0.0422058","131188"
"[97]",,"829","32","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[98]",,"828","32","0","-7.90979","-6.28708","0.2","26.8406","0.746094","0.871094","-7.92721","-6.38891","26.8457","-0.0330505","-0.866211","-0.498779","1","-0.995605","0.0689087","-0.0678101","0.0293884","131188"
"[99]",,"829","33","0","-7.8886","-6.44581","0.2","26.8745","0.73291","0.890625","-7.90621","-6.54803","26.879","-0.109192","-0.731445","-0.67334","1","-0.780762","0.47998","-0.400391","0.467285","131188"
"[100]",,"837","33","0","-7.98038","-6.28665","0.2","26.8775","0.759277","0.881348","-7.99791","-6.38867","26.8825","0.315674","-0.808594","-0.496338","1","-0.792969","0.0605469","-0.606445","0.0422058","131188"
"[101]",,"644","33","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[102]",,"826","34","0","-8.07419","-6.25391","0.2","26.8485","0.776367","0.890625","-8.09165","-6.35541","26.8535","0.468506","-0.822754","-0.321289","1","-0.330566","0.170776","-0.928223","0.179932","131188"
"[103]",,"644","34","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[104]",,"837","34","0","-7.98038","-6.28665","0.2","26.8775","0.759277","0.881348","-7.99791","-6.38867","26.8825","0.315674","-0.808594","-0.496338","1","-0.792969","0.0605469","-0.606445","0.0422058","131188"
"[105]",,"644","35","0","-7.99923","-6.51709","0.2","26.902","0.745117","0.911621","-8.01699","-6.61931","26.906","0.182983","-0.715332","-0.674805","1","-0.617676","0.445801","-0.647461","0.443848","131188"
"[106]",,"826","35","0","-8.07419","-6.25391","0.2","26.8485","0.776367","0.890625","-8.09165","-6.35541","26.8535","0.468506","-0.822754","-0.321289","1","-0.330566","0.170776","-0.928223","0.179932","131188"
"[107]",,"647","35","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[108]",,"826","36","0","-8.07419","-6.25391","0.2","26.8485","0.776367","0.890625","-8.09165","-6.35541","26.8535","0.468506","-0.822754","-0.321289","1","-0.330566","0.170776","-0.928223","0.179932","131188"
"[109]",,"841","36","0","-8.26959","-6.53277","0.2","26.7301","0.793457","0.944824","-8.28694","-6.63254","26.7337","0.459961","-0.808105","-0.367676","1","0.0617981","0.442383","-0.894531","0.472412","131188"
"[110]",,"647","36","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[111]",,"833","37","0","-8.34458","-6.71445","0.2","26.7448","0.786621","0.976562","-8.36209","-6.81419","26.7475","0.377686","-0.79834","-0.468994","1","0.130493","0.546387","-0.827148","0.577637","131188"
"[112]",,"647","37","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[113]",,"841","37","0","-8.26959","-6.53277","0.2","26.7301","0.793457","0.944824","-8.28694","-6.63254","26.7337","0.459961","-0.808105","-0.367676","1","0.0617981","0.442383","-0.894531","0.472412","131188"
"[114]",,"647","38","0","-8.14873","-6.52277","0.2","26.8594","0.76416","0.931152","-8.16644","-6.6242","26.8632","0.362549","-0.826172","-0.431641","1","-0.24707","0.362549","-0.898438","0.375488","131188"
"[115]",,"833","38","0","-8.34458","-6.71445","0.2","26.7448","0.786621","0.976562","-8.36209","-6.81419","26.7475","0.377686","-0.79834","-0.468994","1","0.130493","0.546387","-0.827148","0.577637","131188"
"[116]",,"815","38","0","-8.22517","-6.7021","0.2","26.8629","0.763672","0.970215","-8.24303","-6.80337","26.8658","0.26416","-0.725098","-0.63623","1","-0.132935","0.628906","-0.766113","0.643066","131188"
"[117]",,"827","39","0","-7.84891","-6.2793","0.2","26.7478","0.72998","0.855469","-7.86608","-6.38033","26.7532","-0.235718","-0.877441","-0.417969","1","-0.960449","0.142822","0.238647","0.0906982","196724"
"[118]",,"927","39","0","-7.9076","-6.07977","0.2","26.8104","0.762695","0.834961","-7.92481","-6.1813","26.8165","0.0469971","-0.893555","-0.446045","1","-0.993652","-0.0837402","0.0718384","-0.141357","131188"
"[119]",,"828","39","0","-7.90979","-6.28708","0.2","26.8406","0.746094","0.871094","-7.92721","-6.38891","26.8457","-0.0330505","-0.866211","-0.498779","1","-0.995605","0.0689087","-0.0678101","0.0293884","131188"
"[120]",,"928","40","0","-7.95434","-6.05026","0.2","26.8445","0.774902","0.84082","-7.97164","-6.15202","26.8505","0.227783","-0.848145","-0.478516","1","-0.853027","0.0618591","-0.518066","0.0279846","131188"
"[121]",,"828","40","0","-7.90979","-6.28708","0.2","26.8406","0.746094","0.871094","-7.92721","-6.38891","26.8457","-0.0330505","-0.866211","-0.498779","1","-0.995605","0.0689087","-0.0678101","0.0293884","131188"
"[122]",,"927","40","0","-7.9076","-6.07977","0.2","26.8104","0.762695","0.834961","-7.92481","-6.1813","26.8165","0.0469971","-0.893555","-0.446045","1","-0.993652","-0.0837402","0.0718384","-0.141357","131188"
"[123]",,"828","41","0","-7.90979","-6.28708","0.2","26.8406","0.746094","0.871094","-7.92721","-6.38891","26.8457","-0.0330505","-0.866211","-0.498779","1","-0.995605","0.0689087","-0.0678101","0.0293884","131188"
"[124]",,"928","41","0","-7.95434","-6.05026","0.2","26.8445","0.774902","0.84082","-7.97164","-6.15202","26.8505","0.227783","-0.848145","-0.478516","1","-0.853027","0.0618591","-0.518066","0.0279846","131188"
"[125]",,"837","41","0","-7.98038","-6.28665","0.2","26.8775","0.759277","0.881348","-7.99791","-6.38867","26.8825","0.315674","-0.808594","-0.496338","1","-0.792969","0.0605469","-0.606445","0.0422058","131188"
"[126]",,"830","42","0","-8.03527","-6.03272","0.2","26.8307","0.790039","0.849609","-8.05251","-6.13414","26.8367","0.398682","-0.845703","-0.355225","1","-0.406006","0.184814","-0.89502","0.1875","131188"
