submesh,gpu_id,vertex_id,nearest_distance,reforward_error,world_x,world_y,world_z,local_x,local_y,local_z
Wing,GpuId7157,3760,11.221867760,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3962,11.219359440,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,6650,11.219359440,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,6655,11.203767171,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,3960,11.202594135,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,2780,11.188420598,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3743,11.188420598,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,4947,11.186455907,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,5248,11.184992238,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3961,11.183028237,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5072,11.183028237,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3966,11.176249907,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,2782,11.174429960,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3967,11.174429960,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5249,11.174429960,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5066,11.167705919,0.000000000,-5.282161912,-30.292061086,30.022428225,5.894884029,-1.614253704,-2.697444141
Wing,GpuId7157,3745,11.167507126,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5083,11.167507126,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3886,11.167375889,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5082,11.167375889,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,5265,11.167375889,0.000000000,-5.282161912,-30.292061086,30.022428225,5.897865247,-1.604804742,-2.706337907
Wing,GpuId7157,3761,11.149350190,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,3762,11.149350190,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,6654,11.140636066,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,5568,11.125413624,0.000000000,-5.282161912,-30.292061086,30.022428225,5.893893546,-1.617394483,-2.694466262
Wing,GpuId7157,2788,11.113324710,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,6672,11.097193860,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,2785,11.095934022,0.000000000,-5.282161912,-30.292061086,30.022428225,5.896869885,-1.607958814,-2.703379974
Wing,GpuId7157,3436,11.083218085,0.000000000,-5.282161912,-30.292061086,30.022428225,5.893893546,-1.617394483,-2.694466262
