local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
4315,12821,59043,0.001810339,1.430754407,0.575679876,1.002221365,2.647496882,1.494256118,1.823476565,2b40643ba73bc92d9c64f6545254110554343105cb1d150200000000ffffffff435f17585024c00d,6e7e606d4e6d498777ad1130d25312d4894e9b051000000000000000ff00000000000000ffffffff
4316,12822,59044,0.000429509,1.242100369,0.560359432,0.977240903,2.618304952,1.453787021,1.909531987,1540a433d33aa73608615c05544c51054e44d1045a4b36140c030000ffffffff7a5efb4e4d20f815,e07c2d6c1e6b598865acbd2f7d53e6d381564b051034000000000000ff00000000000000ffffffff
4317,12823,59045,-0.000260906,1.246379317,0.559781302,0.850706702,2.654153022,1.386651679,1.841110343,0a40d133cb3a5836f2696543544c51055134e10479592b0101000000ffffffffcb5f724c4d1cd80f,0075a66d7d67b75e07ac312c6a529bd3484143311034000000000000ff00000000000000ffffffff
4318,12824,59046,0.001496514,1.356585985,0.315882725,0.861753338,2.537195126,1.354565466,1.792412225,264058389c2d533bcc81e545564c4105550000007e730c0200000000ffffffffa0634f55bd29b817,b075d868c165d98392a4df2d855211d3f675e9051034000000000000fe01000000000000ffffffff
4319,12825,59047,0.003128403,1.209200018,0.564189543,0.877067994,2.542805301,1.323780046,1.766140196,40404a32083bee377b70c9544e34110552284105f208030200000000ffffffff2664d655ab2d800d,a47613691764e19401a08c2ea952cdd246b7fd091034000000000000fe01000000000000ffffffff
4320,12826,59048,0.004069878,1.217187386,0.562455153,1.022243394,2.671554075,1.516875453,2.015633370,4f409e32f03a2138561e87004e3411055228c104c42b090600000000ffffffffd05ee44f1531280b,ad7f5d6e876ebb3ef8afc42f15541dd488f6ad0b1000000000000000ff00000000000000ffffffff
4321,12827,59049,0.002626283,1.266537913,0.552482411,0.877067994,2.542805301,1.323780046,1.728700897,3840a534663a90377c012a414d4451055250e104936a020000000000ffffffff886f1f614d49c80e,a476136917640b55c5b08727a952cdd2f1b6fd091034000000000000fe01000000000000ffffffff
4322,12828,59050,0.013923980,1.187900368,0.564912205,0.875561634,2.633423899,1.243347715,1.814451010,ec406a31123beb39edb138004a30d1044b380100786d140600000000fffffeff126a2954b972219e,8c76cc6cbe5f354b73ae9224ae525dd26a7ace701034000000000000fd02000000000000ffffffff
4323,12829,59051,0.020451538,1.361340371,0.492935025,0.861878868,2.653867759,1.210466573,1.701022788,54418a382e372f35c06e443c4f30d1044a000000c037070100000000ffffffffec6068579928c806,b275a36df75dd0ed89bb7539945225d249938d741034000000000000fd02000000000000ffffffff
4324,12830,59052,0.001684809,1.235254053,0.561009828,0.886294446,2.586355477,1.253392723,1.757100834,29405c33dc3a42379e5118424e34110554543105af25120c08040000ffffffff9c6a4a518072d80e,3777dd6a496004d68dbb3e39c7524ed236570e331034000000000000fe01000000000000ffffffff
