local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
2475,8245,54467,1.203396146,1.612989740,2.717694039,0.153792001,1.801112768,3.802409774,1.521074410,edb9d63a424e70cc9a06ba781034000000000000dd22000000000000ffffffff9d630f6bd847f0e1,724f2548fd5cde36853af83a6a4814da27266d38226c100200000000bd2a180000000000ffffffff
2476,8246,54468,1.203396146,1.605038547,2.869859147,0.431566105,1.680685317,-1.117787162,4.062359798,edb9463a5350accc6c7f9e721034000000000000e01f000000000000ffffffff625438711346d000,a06ba03f2c1a31a5c33ff233bb4fa255f8e8fd16034c40010958c001be250c0b03030000ffffffff
2477,8247,54469,1.204281758,1.616689254,2.641755308,0.326832869,1.104002928,-2.256580478,5.002645029,04ba193b3a4dd7cc448e287b1034000000000000dc23000000000000ffffffffac60f46af94650ea,0061d416b50a1f38b93d0831ab4ce4584d7278000518800007000000645f360700000000fffffdff
2478,8248,54470,1.203280632,1.606308529,2.845409177,0.464179727,1.509348143,-1.273116384,4.185441943,eab95d3afe4f76cc52df4d6f1034000000000000dd22000000000000ffffffffd05ba16fd944f8fa,ef6e81331018bdabd83f9834035054567489ef1f0324a000081c3001b23e0e0000000000ffffffff
2479,8249,54471,1.203588671,1.611719758,2.766593979,0.270192211,1.088873574,-2.240472262,5.120088810,f2b9bf3aec4e6eccc6feea7b1034000000000000dd22000000000000ffffffff3361796acf4894dd,415bc215ed0a6843ad3d2931de4bda5873852d4a0518700008000000835b111000000000fffffdff
2480,8250,54472,1.204127739,1.605093763,2.851162111,0.500335796,1.468819143,-1.388750360,4.300087399,00ba473a1250f1cca0cb9e301034000000000000e01f000000000000ffffffff8760556ca24800dc,9a72a3307e169bb6d83fee34c94fb75660a18f1903289000081cc000903d2d0302000000ffffffff
2481,8251,54473,1.204897836,1.606971128,2.846272117,0.000003566,0.781316996,-2.203653483,5.256921487,14ba693a01502dcda5af3e671034000000000000e21d000000000000fffffffff35fc76eaa4950ed,d83f00006d0bc93e5f3d8e313180e258fcc907400518700000000000a0411e0000000000fffff7ff
2482,8252,54474,1.206476535,1.609014143,2.839368596,0.437534359,1.603823781,-1.810728081,4.713247088,3dba8e3ae94fd0cd576bdd711034000000000000e619000000000000ffffffffe463936edc4a0cda,3b6c303ac310cdbea23f1036444e045804a25f290830700003285000b22e180303000000ffffffff
2483,8253,54475,1.206630555,1.607468078,2.873886201,0.055296554,1.008257308,-1.590390703,4.649128069,41ba723a615029ceaa0bff2e1034000000000000ea15000000000000ffffffffa36326722c5104df,74450e10c1139148733d83347242945780b1bc47031ca000051820005c514e0401000000fffffaff
2484,8254,54476,1.211751702,1.609400660,2.874461495,0.059763118,0.814778268,-2.154753543,5.220297534,c6ba953a63504ad0b2fb8e6f1034000000000000fd02000000000000ffffffff59543a63471768f6,e8455e02170c35416c3dc931f642ca5810a6fc05051870000a000000973e290000000000fffff7ff
2485,8255,54477,1.179215090,1.618842702,2.591417134,0.506689099,1.481242883,-1.607074212,4.254239591,79b7403b8b4c0b4fdc16cb3c04340001034c4001807e010000000000ffffffff68524062cf1740fb,3f738431871353bfc73f7f357d4f63576df12f630a0c7000083090005246313003020000ffffffff
2486,8256,54478,1.180293227,1.619339652,2.559775996,0.529214446,1.499795667,-1.507548451,4.120840024,95b7493b1d4cf14e1c62297e0d100001034c0000807e010000000000ffffffff3954d360081540f8,8875d432e11494c1ca3f3935e54f145779f91f5e0a0c80000724c0006b6b120d0a000000ffffffff
