local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
41,491,46713,-0.028426135,0.972600124,-1.063978756,0.181842890,0.951820887,-0.905790934,0.263947394,393c43396d490357c2722f2b0210300000000000da13120000000000ffffffff8959db31985d6f7b,f95776348a51b01b393c43396d490357aa964e27020c0000000000008877000000000000fffffdff
42,492,46714,-0.028337339,0.972278883,-1.074641392,-0.083509279,0.848685534,-1.012645780,0.148871471,3c3c3039e1482657af61394c0210300000000000da13120000000000ffffffffae747048426b9989,f434a21c0f4c4034303c43393c49f6563ad86f9a0308000000000000aa55000000000000fffffbff
43,493,46715,-0.029254898,0.971551863,-1.018967200,-0.106862638,0.833823898,-0.960855833,0.168430652,1d3c0539bc4b2956d001fa3d020c400000000000954b1e0000000000ffffffffa87300477b6974dc,df313319b74e8351303c5039dc49dc56b597a0a30308000000000000aa55000000000000fffffbff
44,494,46716,-0.029166102,0.971720938,-1.023993871,-0.093040054,0.854214265,-1.007542947,0.134752858,203c0f397a4b4456b1f62207020c400000000000954b1e0000000000ffffffff0f7462460a6b21c3,b233e91d524c03542f3c42395549f256b3e02ab80308000000000000aa55000000000000fffffbff
45,495,46717,-0.029166102,0.971585678,-1.022394475,-0.091412127,0.832944712,-0.935646315,0.174988938,203c07398f4b2d5640e2714b020c400000000000954b1e0000000000ffffffff40742549a86917b8,e933ff180250adc02d3c5339b249cb56ffb3d9200308000000000000aa55000000000000fffffbff
46,496,46718,-0.029343694,0.971670215,-1.020947403,-0.095733534,0.823290566,-0.968472002,0.170815102,1a3c0c39a24b4156573b712e020c400000000000954b1e0000000000ffffffffcd6f9a4e7b6548ee,5733c416534e581d2f3c4e39cb49e056c23169c00308000000000000aa55000000000000fffffbff
47,497,46719,-0.029195701,0.972194346,-1.035722771,-0.068769136,0.914641437,-1.094443431,0.091249712,1f3c2b39e04a7b56976a9946020c400000000000954b1e0000000000fffffffff47460462a6b0ac2,e636df2bdd47181c373c2b3941481e5770c06ccc0308000000000000aa55000000000000fffffaff
48,498,46720,-0.029225299,0.971568771,-1.017367804,-0.112782374,0.848364292,-0.998936676,0.150002782,1e3c0639d14b2b56a1012e0b020c400000000000954b1e0000000000ffffffff0c753548516964cb,17318f1cc34c4359343c4a39ba49f15645ab20a80308000000000000aa55000000000000fffffbff
49,499,46721,-0.029254898,0.971720938,-1.016301541,-0.089636206,0.836461458,-0.974564937,0.153892733,1d3c0f39df4b465611da8e50020c400000000000954b1e0000000000ffffffff3a73e34c0e6890d7,2534cf19034e88462e3c4b398949e05685cc8fa60308000000000000aa55000000000000fffffbff
50,500,46722,-0.029077306,0.971906920,-1.024603164,-0.096562297,0.838625610,-0.971366146,0.158594803,233c1a39724b5756d3d6a12b020c400000000000954b1e0000000000ffffffffc274414ab3692995,3b334f1a2d4ec75a2d3c4b399f49de5662f168be0308000000000000aa55000000000000fffffbff
