local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_len,pac_raw40_hex,runtime_raw40_hex
3381,16511,62733,-0.788348081,1.540970052,0.947126502,3.852658774,1.787181236,-1.233310156,5.133601912,ac39dc39654a1e5a95a8ff567df0410772ece1087251210d09060000fffffdff1b42df26510a28e4,ea5ea15e951e74bb4a40da3b5e3bbb241d211376535051055638d104a84b0a0200000000ffffffff
3382,16512,62734,-0.922213917,1.545312032,0.534600950,3.937359340,1.669372336,-1.201039071,5.161713813,9938823a1b42c25a75c0bc5b820c12087400b20664412a1512090000fffffeff7e50b522cd18facd,985f094d3b1f900b0d406e33e33a6b361bf95b04535051055638d1049b411d0600000000ffffffff
3383,16513,62735,-0.781046308,1.540446922,0.947320906,3.971921065,1.720351365,-1.209009641,5.222339120,bb39c839664a0f5a98982f167df0410772ece1085b51211d0b090000fffffdff3c4fd01e2f19d0d9,df5fa654121f89985340cd3b3c3b0c25fb46be15535051055638d104b02d170c00000000ffffffff
3384,16514,62736,-0.763522053,1.541231617,0.926519664,3.870669814,1.733900435,-1.289298544,5.140302118,df39e639fb490f5a9ee0bd0b7dec410772f0a1076b4b2c1804010000fffffdff8b4ea51c601738df,0f5fac56751d619e4940e83b673bc822eba8015f535061055538d104c22f0a0500000000ffffffff
3385,16515,62737,-0.773744535,1.542304034,0.915049821,4.063923404,1.767040727,-0.796095281,5.136297813,ca390f3ac049295ab8881c087dec41077ec8c107695b2d0805020000fffffcff0e5014227a1af2c8,9c609f5b5e2738dc20406433e13a003738802c5a4e50d104535411056f431a13100f0000ffffffff
3386,16516,62738,-0.763035268,1.539976105,0.939933549,-2.302248995,1.638376877,-0.669927004,2.229464647,e039b639404afb5989e8bf5c7dc8b10774f0a1075a3d2b2911030000fffffdff0a420a322c0ceacb,862d6848e7296f790640933673393a36d3f519c94338200140000000fb03010000000000ffffffff
3387,16517,62739,-0.954828503,1.542696381,0.530129655,3.445219847,1.701780246,-0.880466671,4.623366214,56381e3a04429c5a6cd82d696a78b2069ca4d10655382f2c11060000fefeffffce4fd51f711962c4,a55be051ac25b77330407a3ba03bf82cd3fc05545548110554343105b131150701000000ffffffff
3388,16518,62740,-0.764982407,1.540891582,0.936045467,-1.474714733,1.589908873,-0.642516022,1.731467310,dc39d9392c4a0b5a72e48f1b7dec410772f0a10767472a1e07010000fffffdff2454f234ad2090e4,2a342b41742a20f098412934a5351738950ad7c10e48c00243000000f10d000000000000ffffffff
3389,16519,62741,-0.805872336,1.532416875,1.007586184,6.188739318,1.691683835,-0.153784054,7.092160388,883995389c4b9359c8ccfd5d893c72079968420971342e1b0a060000ffffffffa747462ad50d44d3,a9715e504634b813cb40262bb93b8c396f5af7004a38d1044c2c0100fa03020000000000ffffffff
3390,16520,62742,-0.903716093,1.543219511,0.769246728,6.223301043,1.694822616,-0.194803324,7.193521339,bf38323ad246915a839caf58a8a482097458720968591d0c0c0a0000ffffffff6e4efb409c1db0c5,f071d6507333e81ccb40f729c63b8b39c9ecaa464a38d1044b300100fc02010000000000ffffffff
