draw_vertex_id,stored_vertex_index,raw_u16_x,raw_u16_y,raw_u16_z,raw_u16_w,local_x,local_y,local_z,pix_world_x,pix_world_y,pix_world_z,pix_uv_u,pix_uv_v,pix_normal_x,pix_normal_y,pix_normal_z,pix_tangent_x,pix_tangent_y,pix_tangent_z,pix_tangent_w,pix_texcoord4,raw_hex_0_7,raw_hex_8_39
6402,23520,1430,1386,1430,1377,-0.665815947,0.936434319,-3.483258613,-10.806400000,-9.965350000,27.315300000,0.985840000,0.290283000,-0.040496800,0.435791000,0.898926000,-0.462891000,-0.805176000,0.371338000,-0.788574000,131192,96056a0596056105,5c05610595055c05950561056005600598059505980560059a05d70698059a05
6403,23521,1432,1751,2054,389,-0.665723099,0.958682042,-3.413898005,-10.741800000,-9.888840000,27.239900000,0.986328000,0.307373000,-0.019592300,0.485840000,0.874023000,-0.449951000,-0.785645000,0.424805000,-0.752930000,131192,9805d70606088501,9d0197019d018501890189016a059d016a058901270465056a0527046a056505
6404,23522,1377,1380,1377,1381,-0.668276409,0.936068603,-3.489149819,-11.041600000,-10.216800000,27.485500000,0.993164000,0.240845000,-0.116150000,0.318115000,0.940918000,-0.768066000,-0.629395000,0.117798000,-0.927246000,131192,6105640561056505,61056405600564059a0560059a05640571093d079a0571099a053d07d7069c01
6405,23523,393,389,393,412,-0.713957437,0.875664511,-3.598526162,-11.343600000,-10.656400000,27.858500000,0.079406700,0.499512000,0.264893000,0.691406000,-0.672852000,0.187256000,-0.719727000,-0.668457000,-0.546875000,196728,8901850189019c01,8701870127048901270487019b01240427049b01240465052704650524046605
6406,23524,1382,1380,1381,1380,-0.668044290,0.936068603,-3.488705199,-11.027900000,-10.159500000,27.546100000,0.983887000,0.238159000,-0.166626000,0.220215000,0.961426000,-0.494141000,-0.862305000,0.111023000,-0.912598000,131192,6605640565056405,66056305630571096405860187019c01870186019a019a019b0187019b019a01
6407,23525,396,1073,411,396,-0.713818165,0.917356135,-3.596525375,-10.916400000,-10.092200000,27.431200000,0.986816000,0.263184000,-0.049987800,0.417236000,0.907715000,-0.447021000,-0.821777000,0.353271000,-0.794434000,131192,8c0131049b018c01,9b0131042404690524043104240469056605690563056605630569052e042e04
6408,23526,1071,1379,2417,1379,-0.682482094,0.936007650,-3.373548805,-11.317700000,-10.698300000,27.816500000,0.073608400,0.491943000,0.449463000,-0.008583070,-0.893555000,0.108276000,-0.992676000,0.053192100,-0.619629000,196728,2f04630571096305,2f043c0771092f0471093c073d07250431048c01310425043404340469053104
6409,23527,1385,1076,1384,1374,-0.667905018,0.917538993,-3.488371735,-11.366400000,-9.934900000,27.693700000,0.967285000,0.171143000,-0.756836000,-0.653320000,-0.010887100,-0.334229000,0.398682000,-0.854004000,-0.144043000,131192,6905340468055e05,6905680569055e052e042c042e045e052e042c042d042f042e042d043b072f04
6410,23528,1069,1071,1851,1852,-0.682574942,0.917234229,-3.436462434,-11.301600000,-10.697600000,27.880700000,0.083007800,0.492920000,0.376709000,0.102356000,-0.920898000,-0.212036000,-0.958008000,-0.193970000,-0.866699000,196728,2d042f043b073c07,26043404250434042604300430046805340468053004670567055e0568055e05
6411,23529,1383,1378,2423,1374,-0.667997866,0.935946698,-3.372881876,-11.446500000,-10.534900000,27.802700000,0.066589400,0.517090000,0.192261000,0.730957000,-0.654297000,0.290527000,-0.679688000,-0.673340000,-0.451416000,196728,6705620577095e05,62055e0577092c04770901072c043b072c0401072c043b072d04320430042604
6412,23530,1074,1383,1072,1383,-0.682342823,0.936251461,-3.523052039,-11.428200000,-10.564600000,27.760800000,0.060394300,0.511230000,0.279297000,0.588867000,-0.758301000,0.447998000,-0.779297000,-0.438232000,-0.360840000,196728,3204670530046705,32046b056b056205670562056b055f05780962055f056205780977097809a807
6413,23531,2423,1793,2423,1960,-0.619717104,0.961242054,-3.372881876,-11.502200000,-10.458600000,27.684300000,0.044708300,0.522949000,0.255615000,0.621094000,-0.740723000,0.547852000,-0.725098000,-0.417725000,-0.251709000,196728,770901077709a807,bc060107a8070107bc060307d306010703070107d3063b07d3063c073b07a807
6414,23532,2424,1794,1731,1960,-0.619670681,0.961303007,-3.449801012,-11.536000000,-10.393400000,27.729700000,0.050811800,0.533203000,0.079467800,0.836914000,-0.541992000,0.436035000,-0.518066000,-0.735840000,-0.255127000,196728,78090207c306a807,0207a807c306bc06a107bc06c306bc06a107d006d0060307bc060307d006a007
6415,23533,1952,1747,1795,1747,-0.641582718,0.958438232,-3.442687104,-11.305700000,-10.686300000,27.812200000,0.073303200,0.489502000,0.292480000,-0.805664000,-0.514648000,-0.302734000,-0.588379000,0.749512000,-0.437988000,196728,a007d3060307d306,a007a207d106d306a207d306d106d5063c07d306d506d5063d073c07a107a307
6416,23534,1744,1955,1952,1744,-0.651238871,0.971116386,-3.425235797,-11.285900000,-10.675400000,27.885000000,0.084899900,0.490479000,-0.007575990,-0.672363000,-0.740234000,-0.762695000,-0.474854000,0.439453000,-0.736328000,131192,d006a307a007d006,a007a307a707a707a207a007a207a707ed09e809a207ed09a207e809d106d106
6417,23535,2536,1746,1748,1745,-0.614471214,0.958377279,-3.447911380,-11.300100000,-10.678600000,27.892000000,0.085327100,0.493652000,0.582031000,0.322510000,-0.746582000,-0.425049000,-0.664551000,-0.614746000,-0.900879000,131192,e809d206d406d106,d206d106d406d5063d07d506d406d6063d07d4063d07d606d706d6060608d706
6418,23536,2535,2536,2541,2536,-0.614517638,1.006529885,-3.359765608,-11.465100000,-10.515800000,27.724300000,0.052795400,0.517090000,0.273682000,0.591309000,-0.758301000,0.489990000,-0.763672000,-0.420166000,-0.317871000,196728,e709e809ed09e809,e709730a730ad206e809d206730aee09ee09be06d206be06d406d206d406be06
6419,23537,1750,2055,1750,1726,-0.650960328,0.977211653,-3.447689071,-11.536000000,-10.393600000,27.639000000,0.035705600,0.528809000,0.225464000,0.660645000,-0.716309000,0.605957000,-0.671387000,-0.426514000,-0.177002000,196728,d6060708d606be06,d60607083e070608d6063e073e073f070608860a730ae709730a860a820a820a
6420,23538,2542,2675,2542,2690,-0.614192671,1.015002306,-3.359654453,-11.574400000,-10.307900000,27.681300000,0.040893600,0.541016000,0.048584000,0.838379000,-0.542969000,0.505371000,-0.489014000,-0.711426000,-0.182861000,196728,ee09730aee09820a,870a870a880aee09be06ee09880a880a0708be060708880a0908020807080908
6421,23539,2055,2050,2056,2055,-0.636801066,0.976906889,-3.413675696,-11.565300000,-10.319500000,27.590600000,0.026001000,0.534668000,0.203857000,0.687988000,-0.696777000,0.651855000,-0.625488000,-0.428467000,-0.114441000,196728,0708020808080708,08083e073f073e070808080805083f07050808080308fc0705080308880a870a
6422,23540,2693,2693,2057,2696,-0.607182676,1.016099454,-3.413564541,-11.609200000,-10.172500000,27.481400000,0.004299160,0.545410000,0.286133000,0.722656000,-0.629395000,0.715820000,-0.598145000,-0.360352000,-0.036529500,196728,850a850a0908880a,0908850aec0700080908ec070908000802080008040802080308020804080208
6423,23541,2051,2056,2052,2048,-0.636986761,0.977272605,-3.414120315,-11.647500000,-10.128500000,27.572000000,0.018600500,0.556152000,0.051818800,0.855957000,-0.514648000,0.621582000,-0.430420000,-0.654297000,-0.050262500,196728,0308080804080008,fe07fe07fd070408fd07030804080308fd07fc07fc07fd07f9070108f907fd07
6424,23542,2041,2049,2033,2045,-0.637450999,0.976845937,-3.416232256,-11.595500000,-10.234100000,27.538600000,0.015403700,0.541504000,0.231445000,0.693359000,-0.682617000,0.688477000,-0.613281000,-0.387695000,-0.071655300,196728,f9070108f107fd07,fe07010849026104a9014902eb046104eb04b50461046104b504a901eb044902
6425,23543,1200,1200,1252,1259,-0.676493423,0.925097123,-3.503044171,-10.012800000,-9.655170000,26.892600000,0.973145000,0.430420000,-0.285400000,-0.265869000,0.920410000,-0.226440000,-0.916016000,-0.331787000,-0.879395000,131192,b004b004e404eb04,f004eb04e404eb04f0046204b504eb046204e404b004b404b4047605e4047605
6426,23544,1264,1252,1264,1398,-0.673522299,0.928266662,-3.501710313,-10.934000000,-10.129700000,27.389000000,0.994141000,0.264160000,-0.043884300,0.436523000,0.898438000,-0.777344000,-0.580566000,0.241699000,-0.869141000,131192,f004e404f0047605,fa04fa04ea04f004ea046204f004d104b404b004d104b304b4047605b404b304
6427,23545,1168,1398,1203,1398,-0.677978985,0.937165751,-3.508490758,-10.630400000,-9.763650000,27.572600000,0.908691000,0.457764000,-0.180054000,0.488770000,0.853516000,0.077697800,0.873047000,-0.481689000,0.554688000,131192,90047605b3047605,9004ab02e5047605ab027605e504fa04e504e104fa04ea04fa04e104b304d104
6428,23546,1199,1199,1168,1203,-0.676539847,0.925036170,-3.512381176,-10.595700000,-9.711610000,27.523900000,0.905762000,0.468750000,-0.172729000,0.571777000,0.802246000,0.372559000,0.790527000,-0.485596000,0.690918000,131192,af04af049004b304,9004af04e804e9049004e8049004e90494049404ab029004ab029404e704a004
6429,23547,683,1255,683,1184,-0.700494532,0.928449520,-3.566291264,-10.587200000,-9.704590000,27.527600000,0.907227000,0.469971000,-0.170044000,0.396240000,0.902344000,-0.385742000,0.816895000,-0.429199000,0.220581000,131192,ab02e704ab02a004,e504e304e504a004e504e304ee04e104e504ee045a049404e90494045a04a304
6430,23548,1187,1255,1172,1255,-0.677096932,0.928449520,-3.511936557,-10.493200000,-9.735950000,27.447600000,0.906738000,0.498779000,-0.038177500,0.689453000,0.723633000,0.003019330,0.722168000,-0.691406000,0.363770000,131192,a304e7049404e704,a304e604ec04e704e604e704ec04a004fb04a004ec04a004fb04e3045a049104
6431,23549,1187,1187,1169,1173,-0.677096932,0.924304738,-3.512270021,-10.495300000,-9.814300000,27.442000000,0.971680000,0.920898000,-0.777344000,0.297607000,-0.554199000,0.554688000,0.739258000,-0.381592000,0.813477000,131192,a304a30491049504,e604a3049504e60495040a05e6040a05b704e604b704ec04ec04b704b604b604
6432,23550,1275,1260,1275,1206,-0.673011637,0.928754283,-3.500487610,-10.403700000,-9.733670000,27.440600000,0.952637000,0.929688000,-0.897461000,0.259277000,-0.356934000,0.357666000,0.901855000,-0.243042000,0.831055000,131192,fb04ec04fb04b604,e20491045a045b045b045f0491045e0491045f0491045e0495045e040a059504
6433,23551,1290,1118,1217,1181,-0.672315280,0.920099005,-3.506934590,-10.472500000,-9.746030000,27.446900000,0.966309000,0.924316000,-0.939941000,-0.185547000,-0.286377000,0.039581300,0.774414000,-0.631348000,0.442139000,131192,0a055e04c1049d04,0a05c1040a059d04b7049d04b604b704b6049d049e049e04e204b604e2049e04
6434,23552,133,1182,1352,133,-0.726027627,0.923999975,-3.491928689,-10.441600000,-9.762860000,27.439500000,0.959961000,0.925293000,-0.810547000,0.423340000,-0.404541000,0.486816000,0.871582000,-0.056854200,0.935547000,131192,85009e0448058500,5f045b049a0088035f049a005f048803870387035e045f045e0487039a049a04
6435,23553,1217,1118,1217,1178,-0.675704218,0.920099005,-3.506934590,-10.367900000,-9.670850000,27.437300000,0.946289000,0.934570000,-0.938965000,0.141968000,-0.313477000,0.254395000,0.898926000,-0.356689000,0.733887000,131192,c1045e04c1049a04,51041c05c1045104c1041c059d044a059d041c059d044a059e0448059e044a05
6436,23554,1354,1282,1352,1282,-0.669344156,0.930095242,-3.491928689,-10.405100000,-9.651730000,27.446400000,0.953613000,0.932129000,-0.939941000,-0.246704000,-0.235474000,-0.056610100,0.793457000,-0.605957000,0.395264000,131192,4a05020548050205,0f01480584038703880387038403fc0472038703fc04870372039a041a059a04
6437,23555,882,1178,1306,1105,-0.691256194,0.923756164,-3.497041811,-10.283100000,-9.566060000,27.437200000,0.932617000,0.946777000,-0.932617000,-0.349609000,-0.090148900,-0.178101000,0.663574000,-0.726074000,0.194092000,131192,72039a041a055104,1a051c0551041c051a05180518054a051c054a051805a60402054a05a604a401
6438,23556,900,904,900,420,-0.690420565,0.907055134,-3.542170668,-10.204400000,-9.337160000,27.439500000,0.917969000,0.958984000,-0.802734000,-0.482666000,0.350830000,-0.541504000,0.340576000,-0.768555000,-0.299072000,131192,840388038403a401,c402af028403c4028403af027f0384037f03fc04a404fc047f03fc04a4049c04
6439,23557,902,1276,1180,1276,-0.690327718,0.929729526,-3.511047318,-10.205000000,-9.404460000,27.437200000,0.916992000,0.957520000,-0.988281000,-0.153320000,-0.009925840,-0.106628000,0.731445000,-0.673828000,0.295410000,131192,8603fc049c04fc04,860372031b057203860372031b051a05b002a4047f03a404b002c702c602a404
6440,23558,711,1188,710,1175,-0.699194665,0.924365691,-3.563290084,-10.230900000,-9.362380000,27.442200000,0.922852000,0.955566000,-0.802734000,-0.498779000,0.326660000,-0.519043000,0.314941000,-0.794434000,-0.308594000,131192,c702a404c6029704,a40497049c049704a5049c0450039c04a5049c04500386031d05860350038603
6441,23559,1309,1307,1309,1106,-0.671433228,0.931619058,-3.496708347,-10.054800000,-8.974050000,27.316300000,0.863281000,0.963379000,-0.989258000,0.079040500,-0.120544000,0.145630000,0.530273000,-0.834961000,0.272217000,131192,1d051b051d055204,1b0518051b0552041b0518051a05a5049704960496044e03a5049904a5044e03
6442,23560,1189,1177,848,1177,-0.677004085,0.923695212,-3.547950719,-10.153200000,-9.219170000,27.428900000,0.904785000,0.963867000,-0.952148000,-0.300537000,0.051361100,-0.229614000,0.599121000,-0.766602000,0.088562000,131192,a504990450039904,1d0550031d05990449058b041d0549051d058b04530452041d055304d8059604
6443,23561,1175,1174,1496,995,-0.677654018,0.923512354,-3.475922395,-10.026300000,-8.858760000,27.281700000,0.848633000,0.962891000,-0.947754000,-0.202637000,0.245117000,-0.312012000,0.463135000,-0.829590000,-0.077575700,131192,97049604d805e303,0c039604e30396040c03db034e039604db034e03db035d0460044e035d044e03
6444,23562,1120,918,918,1177,-0.680207327,0.907908471,-3.540169881,-10.154100000,-9.261830000,27.422400000,0.904297000,0.962402000,-0.952148000,0.102539000,-0.287598000,0.262695000,0.751953000,-0.604980000,0.564941000,131192,6004960396039904,4e03990496034f034f03490599049b049603600496039b044d034d034f039603
6445,23563,847,845,919,919,-0.692881027,0.903458927,-3.540058727,-10.178900000,-9.264280000,27.434800000,0.911621000,0.961914000,-0.899902000,-0.390625000,0.193237000,-0.379639000,0.482422000,-0.789551000,-0.099182100,131192,4f034d0397039703,19054f0349054f031905480449051905490548048b0498044d039b044d039804
6446,23564,899,899,919,845,-0.690466989,0.906750371,-3.540058727,-10.141900000,-9.204150000,27.413900000,0.900391000,0.962891000,-0.957031000,0.150757000,-0.247681000,0.271484000,0.759277000,-0.591309000,0.576660000,131192,8303830397034d03,9703830385038503500497031905970350041e051905500419051e0548048a04
6447,23565,1096,1310,1096,1162,-0.681321499,0.931801916,-3.520384323,-10.140800000,-9.199360000,27.424400000,0.901367000,0.964844000,-0.930664000,-0.338623000,0.141113000,-0.326660000,0.589355000,-0.738770000,0.023956300,131192,48041e0548048a04,8e038e038b044804120383039804830312030803080385038303850308031103
6448,23566,785,1100,901,1104,-0.695759303,0.919001857,-3.542059513,-9.894590000,-8.674820000,27.219300000,0.817383000,0.975098000,-0.731445000,-0.534668000,0.423096000,-0.684082000,0.573730000,-0.449951000,-0.155029000,131192,11034c0485035004,85034c04490450044c04500449041e0504051e0549041e0504058a0406030803
6449,23567,786,776,774,788,-0.695712880,0.899253193,-3.556176176,-9.949170000,-8.701540000,27.243100000,0.826660000,0.968262000,-0.567383000,-0.572754000,0.591797000,-0.818359000,0.318848000,-0.478516000,-0.431396000,131192,1203080306031403,140311030803110314030d03820311030d031103820381034c04110381035603
6450,23568,1100,897,1100,854,-0.681135804,0.906628465,-3.519939704,-9.946930000,-8.715150000,27.245900000,0.827637000,0.969727000,-0.732422000,-0.469238000,0.493164000,-0.679199000,0.474121000,-0.560059000,-0.248657000,131192,4c0481034c045603,49047d034904560349047d030405580304057d03040558034f044f048a040405
6451,23569,898,854,897,854,-0.690513413,0.904007501,-3.542504133,-9.987240000,-8.754740000,27.263800000,0.835449000,0.965332000,-0.576660000,-0.484375000,0.657715000,-0.803711000,0.186035000,-0.565430000,-0.536621000,131192,8203560381035603,82039a03600356039a03560360037d035e037d0360037d035e0358038a044f04
6452,23570,1098,1098,910,1162,-0.681228651,0.918879951,-3.541059120,-10.767700000,-9.990480000,27.739000000,0.915527000,0.416504000,-0.196533000,0.548828000,0.812500000,-0.453125000,0.685547000,-0.569824000,0.048889200,131192,4a044a048e038a04,8e034a044b044b048c048e038b048e038c0405058b048c048b04050553040305
6453,23571,1107,1285,1107,1283,-0.680810837,0.930278100,-3.519161620,-9.834800000,-8.588480000,27.182500000,0.801758000,0.977539000,-0.640137000,-0.615723000,0.458984000,-0.763672000,0.425049000,-0.486084000,-0.321289000,131192,5304050553040305,52048c044b049f048c049f047c05b8048c047c058c04b8040505b9040505b804
6454,23572,1285,1209,1283,1101,-0.672547399,0.925645697,-3.499598372,-9.832350000,-8.590980000,27.182700000,0.801758000,0.978027000,-0.511719000,-0.679688000,0.525391000,-0.845215000,0.296631000,-0.444092000,-0.456787000,131192,0505b90403054d04,0305b9044d04a6040305a604520403055204a60418059903b8047c05b8049903
6455,23573,1155,1299,1208,1155,-0.678582494,0.931131437,-3.507934983,-10.650900000,-9.921020000,27.666800000,0.919434000,0.440674000,-0.081848100,0.368652000,0.926270000,-0.785645000,0.548340000,-0.285889000,-0.200928000,131192,83041305b8048304,b8041305b904d8044d04b9044d04d804d50408054d04d5044d0408054e04a604
6456,23574,1101,1102,1282,1190,-0.681089380,0.919123762,-3.499709527,-10.613900000,-9.846180000,27.611800000,0.915527000,0.453369000,-0.107178000,0.336182000,0.935547000,-0.773438000,0.558105000,-0.300781000,-0.188965000,131192,4d044e040205a604,4e04c50402054e040205c504c4040f010205c4043d023802350238023d024302
6457,23575,647,568,579,579,-0.702165789,0.886575038,-3.577851366,-10.745600000,-9.959020000,27.717600000,0.915039000,0.422607000,-0.127930000,0.520508000,0.844238000,-0.536621000,0.679199000,-0.500488000,0.005611420,131192,8702380243024302,8602870287028602360236024502870236025c02450289023d0235023d028902
6458,23576,1017,1017,582,573,-0.684988980,0.913942785,-3.577517901,-10.633200000,-9.883190000,27.638700000,0.917480000,0.447021000,-0.092773400,0.339355000,0.936035000,-0.786621000,0.549805000,-0.281494000,-0.198975000,131192,f903f90346023d02,86023d0246023d0286024302fa03f9038902f903fa03d803d8037803f9034602
6459,23577,1017,888,887,582,-0.684988980,0.906079891,-3.543615681,-10.589700000,-9.821830000,27.587200000,0.915527000,0.459717000,-0.082641600,0.328369000,0.940918000,-0.792969000,0.552734000,-0.257324000,-0.195190000,131192,f903780377034602,78034602770388028802860246028602880236025c02360288028802cc035c02
6460,23578,972,648,969,969,-0.687078051,0.891451251,-3.534500986,-10.611700000,-9.783950000,27.580300000,0.912598000,0.458740000,-0.074585000,0.316162000,0.945801000,-0.838379000,0.494629000,-0.228882000,-0.260010000,131192,cc038802c903c903,ca03cc03d603d803fa03d803d603cf03cf03d503d8037803d803d503a1047803
6461,23579,981,888,1185,887,-0.686660237,0.906079891,-3.510491544,-10.632600000,-9.811170000,27.603000000,0.913086000,0.452881000,-0.098754900,0.339600000,0.935547000,-0.818359000,0.506836000,-0.270508000,-0.247925000,131192,d5037803a1047703,6f037703a10477036f03c90388027703c903d503cf03da037003d503da03d503
6462,23580,880,1185,988,1185,-0.691349042,0.924182833,-3.532389044,-10.556600000,-9.776610000,27.546500000,0.914062000,0.469971000,-0.117249000,0.319336000,0.940430000,-0.767578000,0.566406000,-0.300049000,-0.179077000,131192,7003a104dc03a104,7003a104dc036f03cb036f03dc036f03cb03ca03ca03c9036f036d04be04bf04
6463,23581,1214,1133,1247,1135,-0.675843489,0.921013295,-3.503599945,-10.550800000,-9.727950000,27.502100000,0.909180000,0.477783000,-0.128174000,0.376221000,0.917969000,-0.771484000,0.538574000,-0.339355000,-0.208374000,131192,be046d04df046f04,be04df04be046f04920492047604be04f704be047604be04f704bf049304df04
6464,23582,1133,1135,1247,1171,-0.679603818,0.921135200,-3.503599945,-10.530800000,-9.764970000,27.515200000,0.912598000,0.478271000,-0.192993000,0.370850000,0.908203000,-0.726074000,0.584473000,-0.363037000,-0.151489000,131192,6d046f04df049304,930475046f040e056f0475046f040e059204f90492040e059204f90486047604
6465,23583,1170,1158,1158,1272,-0.677886137,0.922537111,-3.513492724,-10.575500000,-9.764590000,27.532800000,0.910156000,0.470215000,-0.086669900,0.317383000,0.944336000,-0.798828000,0.542480000,-0.260498000,-0.204956000,131192,920486048604f804,760487047604f80476048704f7040c05750493040d0575040c0575040d050e05
6466,23584,1266,1294,1293,1294,-0.673429451,0.930826674,-3.498486824,-10.468300000,-9.754470000,27.471900000,0.975098000,0.930664000,-0.869629000,-0.369141000,0.327637000,-0.478516000,0.461914000,-0.746582000,-0.156006000,131192,f2040e050d050e05,f204f5040e05f504f9048804f904f504f9048804120512058604f90486041205
6467,23585,1297,1272,1158,1297,-0.671990313,0.929485715,-3.513492724,-10.464300000,-9.722470000,27.454200000,0.967773000,0.927734000,-0.835449000,-0.511719000,0.200806000,-0.455322000,0.437256000,-0.775879000,-0.161743000,131192,1105f80486041105,11057704f8040f05f8047704f8040f058704f104f504f204f504f1048804f604
6468,23586,1160,1265,1160,1270,-0.678350375,0.929059046,-3.513270415,-10.452500000,-9.728280000,27.467000000,0.970703000,0.931641000,-0.842285000,-0.442627000,0.307617000,-0.486572000,0.383301000,-0.785156000,-0.226440000,131192,8804f1048804f604,7d057d051205880412057d058904890411051205110589048404770411058404
6469,23587,10,15,63,15,-0.731737755,0.852868214,-3.635207253,-10.432100000,-9.674730000,27.465300000,0.966797000,0.934082000,-0.863770000,-0.408447000,0.294678000,-0.471191000,0.454346000,-0.756348000,-0.161865000,131192,0a000f003f000f00,0a00000005000f0000000f0005001200120009000f0009001200080008000700
6470,23588,9,10,11,0,-0.731784179,0.852563450,-3.640987304,-10.314500000,-9.472430000,27.439900000,0.941895000,0.947266000,-0.724609000,-0.431396000,0.537598000,-0.667480000,0.240601000,-0.704590000,-0.438232000,131192,09000a000b000000,020000000b000000020005000400050002000500040001000300050001000500
6471,23589,3,18,16,18,-0.732062722,0.853051072,-3.640431530,-10.364000000,-9.541310000,27.445300000,0.950195000,0.940430000,-0.762695000,-0.423584000,0.488525000,-0.625488000,0.289307000,-0.724609000,-0.377441000,131192,0300120010001200,03001200100008000b000a001100110021110b00211102000b00020021112811
6472,23590,4392,4,2,4,-0.528308625,0.852197734,-3.641987697,-10.359600000,-9.546780000,27.462000000,0.953125000,0.942871000,-0.866211000,-0.233032000,0.442139000,-0.496582000,0.525879000,-0.690430000,-0.118958000,131192,2811040002000400,28113a113a11f600040013000400f60004001300010013000300010003001300
6473,23591,249,16,3,249,-0.720642465,0.852929166,-3.641876542,-10.307000000,-9.488780000,27.457500000,0.945312000,0.950195000,-0.826660000,-0.270508000,0.493896000,-0.560547000,0.470947000,-0.680664000,-0.201294000,131192,f90010000300f900,211111002211f6003a11ad0fad0f1400f600f500f6001400f600f5001300f800
6474,23592,19,245,19,248,-0.731319941,0.866887327,-3.640098065,-10.281400000,-9.419690000,27.436300000,0.937012000,0.952148000,-0.723145000,-0.445557000,0.527832000,-0.652832000,0.196045000,-0.731445000,-0.469482000,131192,1300f5001300f800,f9001500f900f80015001000f900ad0f391114003911ad0f2311f700f5001400
6475,23593,245,247,252,245,-0.720828160,0.867009232,-3.614198992,-10.185200000,-9.396200000,27.449900000,0.924805000,0.966797000,-0.840332000,-0.378418000,0.388184000,-0.493652000,0.243042000,-0.834961000,-0.355469000,131192,f500f700fc00f500,fc00f800fc00fa00f800fa001500f80028011500fa00150028011c011c011000
6476,23594,21,16,284,282,-0.731227093,0.852929166,-3.610642038,-10.125400000,-9.176250000,27.397800000,0.895020000,0.962891000,-0.956055000,0.219604000,-0.193604000,0.291748000,0.783203000,-0.548828000,0.617188000,131192,150010001c011a01,1a01080010005611fc00f700fc0056111b001b00fa00fc001b00fb00fa00fb00
6477,23595,296,250,296,251,-0.718460546,0.867192090,-3.609308180,-10.225000000,-9.379200000,27.435900000,0.927734000,0.959473000,-0.705078000,-0.469482000,0.531250000,-0.635254000,0.086731000,-0.767578000,-0.543457000,131192,2801fa002801fb00,13022e032801130228012e032b012b011c0128011c012b01180118011a011c01
6478,23596,4438,26,27,251,-0.526173129,0.853538693,-3.639208827,-10.216900000,-9.428960000,27.450500000,0.930664000,0.962891000,-0.846680000,-0.301270000,0.438232000,-0.527344000,0.352783000,-0.772949000,-0.285156000,131192,56111a001b00fb00,1b001a005311fb001a00fb005311160016001302fb0013021600110211022e03
6479,23597,531,814,529,811,-0.707550951,0.901569394,-3.583409107,-10.094300000,-9.122310000,27.394400000,0.887695000,0.967285000,-0.950195000,-0.258789000,0.172363000,-0.299561000,0.620117000,-0.725098000,0.066955600,131192,13022e0311022b03,2b03ba022e03ba022b012e031a00561158114e111a0058111a004e1153110600
6480,23598,4435,4430,4435,6,-0.526312401,1.121974235,-3.149238377,-10.121200000,-9.163200000,27.411100000,0.895020000,0.965820000,-0.969238000,-0.222168000,0.103027000,-0.230469000,0.692871000,-0.683105000,0.174438000,131192,53114e1153110600,310131011600531116003101020302031102160011020203a000a0002b031102
6481,23599,811,160,303,303,-0.694552284,0.861706350,-3.608530096,-10.028100000,-8.958650000,27.335500000,0.862305000,0.969727000,-0.994629000,-0.069213900,0.074157700,-0.101257000,0.552246000,-0.827637000,0.125732000,131192,2b03a0002f012f01,bc022b03ba022b03bc020c003101060031010c002a012a010203310102032a01
6482,23600,162,162,160,770,-0.724681336,0.861828256,-3.624425235,-9.926940000,-8.742460000,27.262600000,0.829590000,0.975098000,-0.913574000,-0.250244000,0.320557000,-0.398438000,0.709961000,-0.581055000,0.099853500,131192,a200a200a0000203,a000a2009f009f002f01a0002f019f0019021902be002f01bc022f01be000d00
6483,23601,298,12,298,13,-0.718367698,0.852685356,-3.609085870,-10.074900000,-9.069460000,27.343500000,0.875488000,0.962891000,-0.979980000,0.142822000,-0.138794000,0.196655000,0.597656000,-0.777344000,0.367676000,131192,2a010c002a010d00,0f010f01a2002a01a2000f01230223029f00a2009f0023022502250219029f00
6484,23602,537,549,555,555,-0.707272408,0.885416937,-3.580519081,-9.963970000,-8.791320000,27.286400000,0.839355000,0.972168000,-0.969238000,-0.159668000,0.186157000,-0.246094000,0.681641000,-0.688965000,0.154907000,131192,190225022b022b02,20021902be00190220020d0006010f01060123020f0123020601020102012502
6485,23603,547,549,258,311,-0.706808170,0.885416937,-3.613532063,-9.883860000,-8.694820000,27.236500000,0.819824000,0.979004000,-0.866699000,-0.294434000,0.401855000,-0.459473000,0.784668000,-0.416260000,0.152100000,131192,2302250202013701,250237011b012b0225021b012b021b011601160128022b0220022b0228020601
6486,23604,13,14,25,262,-0.731598484,0.852807261,-3.639431136,-10.056300000,-9.045910000,27.368900000,0.875000000,0.969727000,-0.944336000,-0.209351000,0.253906000,-0.329346000,0.536133000,-0.777344000,-0.024856600,131192,0d000e0019000601,0e00060119000501050102010601020105010101010137010201370101012c01
6487,23605,300,283,311,283,-0.718274851,0.869203528,-3.607640858,-9.856760000,-8.570980000,27.179300000,0.788086000,0.951660000,-0.726074000,-0.608398000,0.319580000,-0.645996000,0.437500000,-0.625977000,-0.267822000,131192,2c011b0137011b01,2c012d012d0116011b0116012d013e013e01c200160128021601c20018000501
6488,23606,25,261,24,263,-0.731041398,0.867862570,-3.639542291,-9.830110000,-8.604480000,27.183800000,0.802246000,0.979004000,-0.356445000,-0.713867000,0.603027000,-0.919922000,0.145264000,-0.364990000,-0.594238000,131192,1900050118000701,07010101050101010701030103012c0101012c010301210121012d012c012d01
