draw_vertex_id,stored_vertex_index,raw_u16_x,raw_u16_y,raw_u16_z,raw_u16_w,local_x,local_y,local_z,pix_world_x,pix_world_y,pix_world_z,pix_uv_u,pix_uv_v,pix_normal_x,pix_normal_y,pix_normal_z,pix_tangent_x,pix_tangent_y,pix_tangent_z,pix_tangent_w,pix_texcoord4,raw_hex_0_7,raw_hex_8_39
1147,18265,14507,15289,18084,23105,-0.058731797,1.783859237,-1.632086231,-11.226400000,-10.177800000,26.933600000,0.619141000,0.675781000,-0.264160000,-0.339600000,-0.902344000,0.869629000,-0.487305000,-0.074829100,0.376953000,196728,ab38b93ba446415a,be41897f06940000000000009c63000000000000fffffdff4330981fa91c9f7c
1148,18266,14755,15302,18568,22991,-0.047218693,1.784651622,-1.578287298,-11.293300000,-10.184400000,26.997700000,0.614746000,0.695801000,-0.113831000,-0.430664000,-0.895020000,0.906250000,-0.413330000,0.089294400,0.485840000,196728,a339c63b8848cf59,c2259a7906948000000000009c62000000000000fffffbff4c303720651d377b
1149,18267,14772,15306,18565,22982,-0.046429488,1.784895433,-1.578620762,-11.222500000,-10.060100000,26.844400000,0.604004000,0.652344000,-0.249878000,-0.366455000,-0.895996000,0.935547000,-0.322510000,-0.144531000,0.406738000,196728,b439ca3b8548c659,bd656a7a06948000000000009965010000000000fffffbffc330ab184e17a77c
1150,18268,14614,15282,18525,23059,-0.053764450,1.783432569,-1.583066955,-11.265800000,-10.186200000,26.989100000,0.618164000,0.690918000,-0.206665000,-0.371826000,-0.905273000,0.802734000,-0.593262000,0.062225300,0.303467000,196728,1639b23b5d48135a,f589997a06940000000000009a65000000000000fffffdff6535a415b812676e
1151,18269,14481,15289,17812,23118,-0.059938816,1.783859237,-1.662320342,-11.269200000,-10.157900000,26.962700000,0.612793000,0.685059000,-0.264160000,-0.285889000,-0.921387000,0.883789000,-0.453369000,-0.112488000,0.404541000,196728,9138b93b94454e5a,9dd5193f06940000000000009c63000000000000fffffcff9d2bbe23dc206980
1152,18270,14867,15272,18972,22938,-0.042019226,1.782823042,-1.533380750,-11.253400000,-10.193000000,26.967900000,0.619629000,0.685547000,-0.305664000,-0.365723000,-0.878906000,0.858887000,-0.504395000,-0.088195800,0.355225000,196728,133aa83b1c4a9a59,17a6e73f06948000000000009068070000000000fffffbff9c3dbd11370f8763
1153,18271,14367,15273,0,23163,-0.065231131,1.782883995,-3.642210007,-11.231600000,-9.645070000,26.747200000,0.559082000,0.615723000,-0.294678000,-0.248901000,-0.922363000,0.863281000,-0.483154000,-0.146484000,0.193359000,196728,1f38a93b00007b5a,2102d87f0694000000000000926d000000000000fffffcff7615a615353620dd
1154,18272,15016,14835,20176,22692,-0.035102079,1.756186727,-1.399550346,-11.343200000,-10.666600000,27.417500000,0.665527000,0.801758000,-0.644531000,0.587402000,-0.489258000,-0.201050000,-0.747559000,-0.632812000,-0.790039000,196728,a83af339d04ea458,53fa010d0818500007ecc200d9190c0100000000fffffcffcc3528105110f2c4
1155,18273,14426,15214,17742,23148,-0.062492126,1.779287787,-1.670101180,-11.347800000,-10.671600000,27.393900000,0.663574000,0.795898000,-0.609863000,0.060485800,-0.790039000,0.374512000,-0.856445000,-0.354736000,-0.365234000,196728,5a386e3b4e456c5a,c277a15525180000000000008d72000000000000fffffdff8c35b511d00fdec1
1156,18274,14425,15232,17785,23155,-0.062538550,1.780384935,-1.665321522,-11.511000000,-10.190700000,27.166400000,0.597656000,0.750000000,-0.231567000,-0.449951000,-0.862793000,0.744141000,-0.651855000,0.146240000,0.058563200,196728,5938803b7945735a,c06b91562518000000000000a35c000000000000fffffdffa72f6321351ed77b
1157,18275,14795,15305,18621,22972,-0.045361740,1.784834480,-1.572396092,-10.954400000,-10.107200000,26.702400000,0.682129000,0.610352000,-0.391602000,-0.287354000,-0.874023000,0.767578000,-0.625488000,-0.140381000,-0.033813500,196728,cb39c93bbd48bc59,a58d6a790694800000000000936b010000000000fffffbff781b2411ae2b52bd
1158,18276,14915,14949,19915,22809,-0.039790883,1.763135331,-1.428561754,-11.094500000,-10.129600000,26.850900000,0.651855000,0.650879000,-0.316162000,-0.519531000,-0.793945000,-0.123352000,-0.805664000,0.579102000,-0.506348000,196728,433a653acb4d1959,7fcb71530620500007940000a455060000000000fffffdff301ba40f022e54d3
1159,18277,14922,14910,19927,22785,-0.039465917,1.760758177,-1.427227897,-11.674600000,-10.146500000,27.452000000,0.573730000,0.806641000,-0.543945000,-0.274414000,-0.792969000,0.759277000,-0.563477000,-0.325195000,0.031768800,196728,4a3a3e3ad74d0159,dbdab34506205000079400008570090000000000fffffdffd8382f066a105bbf
1160,18278,14382,15115,17017,23145,-0.064534773,1.773253473,-1.750688425,-11.193000000,-10.086500000,26.822100000,0.611328000,0.645996000,-0.561035000,-0.302246000,-0.770508000,0.796875000,-0.419434000,-0.435059000,0.108826000,196728,2e380b3b7942695a,e66722590694000000000000eb14000000000000ffffffff251ee7205a26cda3
1161,18279,14970,15141,19799,22871,-0.037237574,1.774838243,-1.441455714,-11.202900000,-10.113300000,26.848500000,0.612305000,0.653809000,-0.358643000,-0.385498000,-0.850098000,0.870117000,-0.460938000,-0.174805000,0.277588000,196728,7a3a253b574d5759,615f316206948000c00000007545440000000000fffffbffac159a28952e97b4
1162,18280,15144,15059,20166,22765,-0.029159831,1.769840124,-1.400661894,-11.183800000,-10.209000000,26.850500000,0.625977000,0.658203000,-0.164185000,-0.524414000,-0.835449000,0.599121000,-0.721680000,0.347412000,0.051666300,196728,283bd33ac64eed58,227b805b0818c00bb1ec520b7f5c180504030000fffffcffa7175323e63750e8
1163,18281,15152,14812,20081,22656,-0.028788441,1.754784815,-1.410110054,-11.189900000,-10.240600000,26.852700000,0.626465000,0.660645000,-0.001831050,-0.615234000,-0.788574000,0.613770000,-0.621094000,0.487793000,0.180298000,196728,303bdc39714e8058,0c5e0212081470000630b00bf803020101000000fffffeff2f170a24bf2d7cbe
1164,18282,15096,15045,20100,22781,-0.031388174,1.768986787,-1.407998113,-11.295200000,-10.213800000,27.017100000,0.620117000,0.702148000,-0.700195000,0.063293500,-0.710938000,0.371338000,-0.811035000,-0.452148000,-0.330078000,196728,f83ac53a844efd58,3643405a0620c00bbb94100b975a070303000000fffff9ff491352220137a0fc
1165,18283,15151,14851,20277,22669,-0.028834864,1.757161969,-1.388323709,-11.205700000,-10.148200000,26.889200000,0.615723000,0.664551000,-0.378174000,-0.319336000,-0.869141000,0.848633000,-0.491455000,-0.196411000,0.299072000,196728,2f3b033a354f8d58,7dd1670e0818b00b051cc000f902010101000000fffffdff7e35100a7016f0f8
1166,18284,14512,15089,17795,23068,-0.058499678,1.771668704,-1.664209974,-11.413100000,-10.420300000,27.192200000,0.632812000,0.757324000,-0.195435000,-0.545410000,-0.814941000,0.883789000,-0.458496000,0.090454100,0.192139000,196728,b038f13a83451c5a,701e05040694500000000000fe01000000000000ffffffffd338560e2d0f9ac0
1167,18285,14386,15207,17024,23163,-0.064349078,1.778861119,-1.749910341,-11.413100000,-10.318200000,27.163600000,0.625000000,0.747559000,-0.080139200,-0.616211000,-0.783691000,0.932129000,-0.324463000,0.161621000,0.320801000,196728,3238673b80427b5a,c6df92542518000000000000936c000000000000fffffdff63303b0c441554cf
1168,18286,14517,15145,18557,23083,-0.058267559,1.775082053,-1.579510001,-11.405500000,-10.236400000,27.150200000,0.617676000,0.739258000,-0.185669000,-0.523926000,-0.831543000,0.810547000,-0.560547000,0.170044000,0.122925000,196728,b538293b7d482b5a,bd9b30550694500000000000f00f000000000000ffffffff700e7325ba3265a8
1169,18287,15170,14957,20480,22718,-0.027952812,1.763622952,-1.365759281,-11.645800000,-10.279800000,27.497800000,0.585449000,0.816895000,-0.896484000,0.404053000,-0.181763000,-0.159546000,-0.675293000,-0.720215000,-0.751953000,196728,423b6d3a0050be58,1fffd15608ec6200bc04d302a933180a01000000fffff9ff550bcd2c723409b2
1170,18288,15256,14964,20547,22688,-0.023960364,1.764049621,-1.358311908,-11.674300000,-9.924170000,27.243100000,0.557617000,0.767578000,-0.470215000,-0.266357000,-0.841309000,0.877930000,-0.240723000,-0.413818000,0.324219000,196728,983b743a4350a058,a1b2905708ecc20bc118100bd2120c0c02010000fffffeff9c3d14005d1198fc
1171,18289,14358,15036,0,23132,-0.065648945,1.768438213,-3.642210007,-11.659100000,-10.234800000,27.467300000,0.583008000,0.811523000,-0.622070000,-0.162476000,-0.765625000,0.669922000,-0.614746000,-0.416016000,-0.073425300,196728,1638bc3a00005c5a,c901d8010694000000000000fe01000000000000fffffffff90f2640803325af
1172,18290,13225,13695,20408,22674,-0.118247120,1.686700687,-1.373762428,-11.460700000,-10.282100000,27.185200000,0.613770000,0.753418000,-0.197754000,-0.540039000,-0.817871000,0.875977000,-0.471436000,0.101501000,0.207642000,196728,a9337f35b84f9258,226180600804130bc2ecc20be116040201010000ffffffff591b8b394f268eb8
1173,18291,13479,14284,19917,22852,-0.106455473,1.722601808,-1.428339445,-11.360800000,-10.256100000,27.137900000,0.626953000,0.734375000,-0.071899400,-0.588379000,-0.805176000,0.897461000,-0.387207000,0.210327000,0.310547000,196728,a734cc37cd4d4459,d9d85069b0e0420bb7cc920b714d161311070000ffffffff980eec3470300dac
1174,18292,12851,13950,20471,22728,-0.135609625,1.702243617,-1.366759674,-11.310500000,-10.372500000,27.115700000,0.646973000,0.734375000,0.024810800,-0.618164000,-0.785645000,0.964844000,-0.189087000,0.183350000,0.418701000,196728,33327e36f74fc858,c078b05cbc04130b08ec220b545038150e010000ffffffff66185d3b242a79a4
1175,18293,13413,14116,20047,22800,-0.109519444,1.712361760,-1.413889318,-11.365200000,-10.350900000,27.141500000,0.635742000,0.741699000,0.002410890,-0.636719000,-0.771484000,0.945801000,-0.247681000,0.209473000,0.373535000,196728,653424374f4e1059,d6cc3059b3c0420bb108230b4d4729270f0c0000ffffffff7d17ba38bc2b21a0
1176,18294,13307,14101,20087,22783,-0.114440368,1.711447470,-1.409443125,-11.514100000,-10.235900000,27.206000000,0.602051000,0.759277000,-0.377441000,-0.386230000,-0.841309000,0.734375000,-0.678711000,-0.010856600,-0.003271100,196728,fb331537774eff58,b4483262b1c0220bb308430b6b48390c04020000ffffffff5b1d0f2e002436b8
1177,18295,13237,14445,19829,22897,-0.117690035,1.732415187,-1.438121069,-10.990700000,-10.416100000,26.743500000,0.714355000,0.637695000,-0.069213900,-0.387695000,-0.919434000,0.942383000,-0.326904000,0.070434600,0.306152000,196728,b5336d38754d7159,d61c6060bad4820d74dcb20c6a5b210b08060000fffffeff821e68305f2342c0
1178,18296,13339,14442,19778,22903,-0.112954806,1.732232329,-1.443789965,-10.771000000,-10.585000000,26.830300000,0.760742000,0.637695000,-0.408936000,0.437012000,-0.801270000,-0.156616000,-0.888672000,-0.431152000,-0.673828000,196728,1b346a38424d7759,0821616eb560730bba1043075a562a1c07030000fffffeff281ac237872a3acc
1179,18297,13333,14170,19971,22800,-0.113233349,1.715653204,-1.422337084,-11.218300000,-10.215600000,26.976500000,0.634277000,0.687500000,-0.352051000,-0.164429000,-0.921387000,0.027420000,-0.986816000,0.160889000,-0.517090000,196728,15345a37034e1059,ea58e274b0c4220bb3d4420b71413a0905050000ffffffff451a253c212939a6
1180,18298,13459,14149,19965,22812,-0.107383949,1.714373198,-1.423004013,-11.025500000,-10.419300000,26.783900000,0.709473000,0.650391000,-0.182007000,-0.392822000,-0.901367000,0.920410000,-0.390381000,-0.014610300,0.220459000,196728,93344537fd4d1c59,deb0e056b4cc020bb8c4220c7843230d0b0a0000ffffffff3c1a7639602a85a2
1181,18299,13369,14150,19967,22800,-0.111562092,1.714434150,-1.422781704,-10.942600000,-10.054900000,26.669600000,0.677734000,0.601562000,0.166260000,-0.387695000,-0.906738000,0.764648000,-0.546875000,0.340332000,0.116455000,196728,39344637ff4d1059,c9e83057b0c4220bb3d0220c76431a190f040000ffffffff9817423ba42b75a2
1182,18300,13369,14068,20082,22781,-0.111562092,1.709436032,-1.409998899,-10.957900000,-10.044300000,26.632300000,0.664551000,0.592773000,-0.599609000,0.099243200,-0.793945000,-0.212646000,-0.976074000,0.041503900,-0.824707000,196728,3934f436724efd58,ce10415bb1cc020bc2c8420b5a393916110c0000ffffffff2131b00fb71462b9
1183,18301,14520,15184,18493,23091,-0.058128288,1.777459207,-1.586623909,-10.951600000,-10.054000000,26.668400000,0.676270000,0.602539000,0.070617700,-0.269775000,-0.960449000,0.889648000,-0.419189000,0.181641000,0.260254000,196728,b838503b3d48335a,e7ab505f0694000000000000ca35000000000000fffffeff493bf80d7f0ec2bb
1184,18302,14358,15209,15952,23172,-0.065648945,1.778983024,-1.869068308,-10.935400000,-10.025300000,26.653300000,0.673828000,0.597168000,0.064392100,-0.200073000,-0.977539000,0.766113000,-0.617676000,0.177856000,0.060424800,196728,1638693b503e845a,d947655525180000000000009a65000000000000fffffdff6930d90df614edb6
1185,18303,14519,15163,18555,23088,-0.058174712,1.776179201,-1.579732310,-11.682900000,-10.081000000,27.335200000,0.569824000,0.785645000,-0.591309000,-0.165527000,-0.789062000,0.755859000,-0.458496000,-0.467529000,0.085449200,196728,b7383b3b7b48305a,e287e0600694500000000000e11e000000000000ffffffff550c912e97328da9
1186,18304,15256,15006,20525,22709,-0.023960364,1.766609633,-1.360757314,-11.275400000,-10.276000000,26.986700000,0.624023000,0.696777000,-0.340576000,-0.467773000,-0.815918000,0.404053000,-0.856445000,0.320801000,-0.116821000,196728,983b9e3a2d50b558,0f6ff15808ecc20bc1c46200842a291f05040000fffffeffe00b892d933311aa
1187,18305,15253,14984,20535,22698,-0.024099636,1.765268674,-1.359645766,-11.193000000,-10.208100000,26.940300000,0.635742000,0.677734000,-0.402344000,-0.177124000,-0.897949000,0.030181900,-0.984375000,0.172241000,-0.515137000,196728,953b883a3750aa58,fd2ed15908ecc20bc118100bb51e161203010000fffffefff20cb6246035ddaf
1188,18306,15185,14906,20512,22686,-0.027256455,1.760514366,-1.362202326,-11.680100000,-10.166200000,27.483100000,0.574707000,0.813477000,-0.748047000,-0.146851000,-0.646973000,0.599121000,-0.568848000,-0.563477000,-0.133057000,196728,513b3a3a20509e58,d0d6305808ec6200bcb4100cec0a070100000000fffffcffc318d21ff72bc9bf
1189,18307,15041,15044,20033,22799,-0.033941483,1.768925834,-1.415445486,-10.952000000,-10.079100000,26.684000000,0.679688000,0.605957000,-0.060913100,-0.363770000,-0.929688000,0.769531000,-0.611816000,0.183716000,0.038848900,196728,c13ac43a414e0f59,476f305806205002bbf05200b93d070101000000fffff9fffc16ef260a2d63b0
1190,18308,15113,15074,20110,22784,-0.030598969,1.770754414,-1.406886564,-11.664800000,-10.210200000,27.508200000,0.577637000,0.819336000,-0.933105000,0.356689000,-0.048248300,-0.165894000,-0.549805000,-0.818359000,-0.695801000,196728,093be23a8e4e0059,478b605e0620c00b25d4b20b836d070502020000fffffbff001c8f21fd2799a6
1191,18309,15000,15117,19888,22850,-0.035844860,1.773375379,-1.431562935,-11.654900000,-10.138700000,27.318200000,0.576172000,0.783203000,-0.580078000,-0.192993000,-0.791504000,0.713867000,-0.591309000,-0.374512000,-0.011032100,196728,983a0d3bb04d4259,4ec7006506205002c0f4c20b8d3e350000000000fffffaff172544234125577d
1192,18310,14955,15218,19497,22883,-0.037933931,1.779531598,-1.475024469,-11.218700000,-10.230800000,27.024200000,0.646484000,0.702148000,-0.473633000,-0.213623000,-0.854492000,0.324707000,-0.945312000,0.034210200,-0.395752000,196728,6b3a723b294c6359,1f56e87d06948000c0fc0200834e2e0000000000fffffcff1d2793226c247f7f
1193,18311,14936,15231,19363,22894,-0.038815983,1.780323983,-1.489919215,-11.164800000,-10.185900000,26.888200000,0.637695000,0.664551000,-0.310547000,-0.364990000,-0.877441000,0.019790600,-0.924805000,0.379639000,-0.470947000,196728,583a7f3ba34b6e59,c8ddc83f06948000c00000008952250000000000fffffcffd425f622dc24a77e
1194,18312,14946,15222,19465,22888,-0.038351745,1.779775409,-1.478581424,-11.236300000,-10.234500000,27.013800000,0.638184000,0.699219000,-0.436279000,-0.240234000,-0.867188000,0.301025000,-0.948730000,0.095520000,-0.356445000,196728,623a763b094c6859,dee5d87e06948000c00000008650290000000000fffffcffe828bb2272230980
1195,18313,14918,15244,19207,22905,-0.039651612,1.781116367,-1.507259367,-11.182200000,-10.227900000,26.980700000,0.651367000,0.690430000,-0.404785000,-0.215820000,-0.888672000,0.273682000,-0.958008000,0.085937500,-0.425293000,196728,463a8c3b074b7959,f03d383f06948000000000008f59170000000000fffffcff8f2cb923fb1f3180
1196,18314,14849,15283,18889,22949,-0.042854855,1.783493521,-1.542606600,-11.160900000,-10.295000000,26.982700000,0.661621000,0.691895000,-0.222534000,-0.476807000,-0.850098000,0.852051000,-0.517578000,0.076660200,0.201172000,196728,013ab33bc949a559,e169887f0694800000000000906b040000000000fffffbff123b4205ca0f66c2
1197,18315,14358,15108,16100,23153,-0.065648945,1.772826805,-1.852617395,-11.121400000,-10.152300000,26.854600000,0.644531000,0.653809000,-0.316406000,-0.442627000,-0.838867000,0.105713000,-0.893555000,0.436035000,-0.433838000,196728,1638043be43e715a,e357c5550694000000000000e619000000000000ffffffff6118f31baf3758eb
1198,18316,15077,14805,20050,22668,-0.032270226,1.754358147,-1.413555854,-11.383600000,-10.569400000,27.307800000,0.648926000,0.778809000,-0.469727000,-0.267578000,-0.841309000,0.585449000,-0.807129000,-0.073242200,-0.181152000,196728,e53ad539524e8c58,4126221f081460000730b00beb0c040300000000fffffdff2717181cc53638fa
1199,18317,15079,14825,20103,22680,-0.032177379,1.755577200,-1.407664648,-11.402500000,-10.507600000,27.239000000,0.641113000,0.767578000,-0.368652000,-0.399414000,-0.839355000,0.743652000,-0.668457000,-0.011375400,-0.009109500,196728,e73ae939874e9858,59f214200814600007ecc200f007060200000000fffffdff0c166317683740f6
1200,18318,15032,14817,20151,22677,-0.034359298,1.755089579,-1.402329217,-11.202700000,-10.228000000,26.978400000,0.640625000,0.688477000,-0.434814000,-0.167480000,-0.884766000,0.161377000,-0.984863000,0.065734900,-0.473633000,196728,b83ae139b74e9558,fad1431b081460000730a000e00e0d0300000000fffffdff7b2814169720cebc
1201,18319,14776,15129,19244,22938,-0.046243793,1.774106811,-1.503146639,-11.460600000,-10.047400000,27.086300000,0.583984000,0.724609000,0.461426000,-0.532227000,-0.709961000,0.670410000,-0.311279000,0.673340000,0.416748000,196728,b839193b2c4b9a59,a46ba05b0694800005000000f00b030000000000fffffeff262d2e10b31701b9
1202,18320,14585,15166,18838,23052,-0.055110740,1.776362059,-1.548275496,-11.607600000,-10.305500000,27.444100000,0.596680000,0.808594000,-0.652344000,-0.162476000,-0.740234000,0.666016000,-0.590820000,-0.455566000,-0.057556200,196728,f9383e3b96490c5a,d15f805f0694500000000000d728000000000000ffffffff852fab0ee71598bb
1203,18321,14541,15165,18633,23075,-0.057153388,1.776301107,-1.571062234,-11.491700000,-10.087400000,27.054500000,0.584473000,0.729980000,0.390869000,-0.525391000,-0.755859000,0.827148000,-0.157593000,0.539062000,0.587891000,196728,cd383d3bc948235a,dec7205d0694500000000000dd22000000000000ffffffff562cbb11d5190cbb
1204,18322,14632,15162,18909,23025,-0.052928821,1.776118249,-1.540383504,-11.599200000,-10.264900000,27.402300000,0.593750000,0.798828000,-0.610352000,-0.198853000,-0.767090000,0.622070000,-0.719238000,-0.309814000,-0.152344000,196728,28393a3bdd49f159,c537005f0694500008000000dd22000000000000ffffffff052b4d13091c1fba
1205,18323,14680,15155,19024,22997,-0.050700478,1.775691580,-1.527600700,-11.618600000,-10.291000000,27.346600000,0.589355000,0.788086000,-0.617188000,-0.089660600,-0.781738000,0.223877000,-0.972656000,-0.063110400,-0.552734000,196728,5839333b504ad559,b43be05e0694500008000000eb13000000000000fffffeffb223c417cc244db7
1206,18324,14861,15090,19558,22885,-0.042297769,1.771729657,-1.468244025,-11.463200000,-10.102500000,27.098900000,0.591797000,0.729980000,0.119385000,-0.397705000,-0.909668000,0.636230000,-0.678223000,0.367676000,0.047729500,196728,0d3af23a664c6559,860741590620500205000000e60d0c0000000000fffffdffa226f916d1226bb8
1207,18325,14819,15111,19405,22911,-0.044247569,1.773009663,-1.485250713,-11.643100000,-10.192200000,27.426500000,0.581543000,0.802734000,-0.641602000,-0.173706000,-0.747559000,0.647461000,-0.645020000,-0.405762000,-0.118530000,196728,e339073bcd4b7f59,9bbb405b0620500205000000e70d0b0000000000fffffeff7513aa16b336f4d7
1208,18326,15029,14833,20263,22686,-0.034498569,1.756064821,-1.389879877,-11.662700000,-10.192000000,27.364300000,0.580566000,0.791504000,-0.708008000,-0.027221700,-0.705566000,0.569336000,-0.612305000,-0.548828000,-0.190063000,196728,b53af139274f9e58,32de20160818500007ecc200e313080100000000fffffcff7136b4068f1112cb
1209,18327,14414,15112,17630,23130,-0.063049212,1.773070615,-1.682550519,-11.051400000,-11.167200000,27.722900000,0.422119000,0.902344000,0.695312000,0.714844000,-0.078186000,0.709473000,-0.699707000,-0.083557100,-0.045959500,196728,4e38083bde445a5a,bbbfe1520694000000000000f807000000000000ffffffffe93aa1027b1050c6
1210,18328,14361,15078,16211,23144,-0.065509673,1.770998225,-1.840279210,-10.926000000,-11.159700000,27.536600000,0.378174000,0.905273000,0.697266000,0.694824000,-0.177612000,0.710938000,-0.702148000,0.039550800,-0.017257700,196728,1938e63a533f685a,da8fb3540694000000000000f906000000000000fffffffff9381704df10cec9
1211,18329,14382,15091,16972,23139,-0.064534773,1.771790609,-1.755690391,-10.810800000,-11.071300000,27.760400000,0.400635000,0.857422000,0.747559000,-0.661621000,-0.057708700,-0.658691000,-0.750977000,0.046478300,-0.958496000,196728,2e38f33a4c42635a,b8bb11530694000000000000f807000000000000ffffffffb210bc32882f0997
1212,18330,12821,14022,20373,22741,-0.137002339,1.706632209,-1.377652847,-10.970000000,-11.182900000,27.811000000,0.425293000,0.876953000,0.909180000,-0.414062000,0.035064700,-0.405762000,-0.866211000,0.290771000,-0.813965000,196728,1532c636954fd558,e2301259b1f0120c08c8b20b655b1c120b060000ffffffff1414311ac33490c8
1213,18331,15064,14872,20236,22705,-0.032873736,1.758441975,-1.392881057,-11.042300000,-11.252700000,27.903200000,0.447510000,0.876953000,0.993652000,-0.079528800,-0.080322300,-0.070861800,-0.992676000,0.098693800,-0.727051000,196728,d83a183a0c4fb158,8326524a08185000bb1cc00be219030000000000fffffaff231dda174d3810e6
1214,18332,15028,14763,19843,22664,-0.034544993,1.751798135,-1.436564901,-10.972900000,-11.184500000,27.908400000,0.440186000,0.865234000,0.835938000,-0.536133000,0.115784000,-0.532227000,-0.739746000,0.411621000,-0.778809000,196728,b43aab39834d8858,9b3e720c081470000628c000a637111100000000fffffdffef19a417d437b0fe
1215,18333,15031,14786,19982,22671,-0.034405721,1.753200046,-1.421114381,-10.928000000,-11.109100000,27.881300000,0.429688000,0.859375000,0.744141000,-0.650391000,0.152710000,-0.658203000,-0.676270000,0.330566000,-0.836426000,196728,b73ac2390e4e8f58,f395f613081460000730a000c9210d0800000000fffffdffaa1e4b16512967b7
1216,18334,14920,15017,19780,22831,-0.039558764,1.767280112,-1.443567655,-10.736100000,-11.071600000,27.699300000,0.385254000,0.853516000,0.749512000,-0.644531000,-0.151001000,-0.659180000,-0.750000000,-0.057312000,-0.983398000,196728,483aa93a444d2f59,7b03e15806205000251c0000d228020200000000fffffcfffc278413e42009b3
1217,18335,14766,15102,19287,22934,-0.046708031,1.772461089,-1.498366982,-11.066500000,-11.263700000,28.071700000,0.477051000,0.862305000,0.955566000,0.205933000,-0.210449000,0.222534000,-0.974121000,0.040679900,-0.533691000,196728,ae39fe3a574b9659,a187f05f0694800005000000f904020100000000ffffffffdf166530d42d3997
1218,18336,15204,15117,20114,22767,-0.026374402,1.773375379,-1.406441945,-10.910400000,-10.991700000,27.976600000,0.437012000,0.838867000,0.620117000,-0.740234000,0.260986000,-0.771973000,-0.520996000,0.364746000,-0.793457000,131192,643b0d3b924eef58,d3e29167b2c4520b08f06200a629150f0a020000ffffffffdd0e2435612b51a8
1219,18337,10269,14817,20460,22792,-0.255475900,1.755089579,-1.367982377,-10.413700000,-11.239100000,27.356600000,0.304932000,0.841797000,0.796875000,-0.453125000,-0.399170000,-0.511230000,-0.858398000,-0.044982900,-0.960449000,196728,1d28e139ec4f0859,1bfbb1d6b2c4020bb5f0720ba157040101000000ffffffff5510c4373e2ce183
1220,18338,9225,14830,20396,22778,-0.303942356,1.755881963,-1.375096286,-10.304100000,-11.174500000,27.395100000,0.310547000,0.824707000,0.779297000,-0.473877000,-0.410400000,-0.526367000,-0.850586000,-0.012474100,-0.962402000,196728,0924ee39ac4ffa58,157a98beb1c8020bbc04230c7979090201010000ffffffff9e12f635c72cf983
1221,18339,7452,14842,20298,22773,-0.386251769,1.756613395,-1.385989458,-10.190700000,-11.370600000,27.129200000,0.260010000,0.815918000,0.666016000,-0.327637000,-0.670410000,-0.604004000,-0.756348000,-0.250977000,-0.996582000,196728,1c1dfa394a4ff558,08baaaa4b2c4020bbcd4120c8271070301010000ffffffffc512d337b92ba183
1222,18340,9368,14848,20291,22784,-0.297303751,1.756979111,-1.386767542,-10.075400000,-11.454300000,27.049500000,0.245605000,0.801270000,0.666016000,-0.230469000,-0.709473000,-0.585938000,-0.749512000,-0.307861000,-0.989746000,196728,9824003a434f0059,f80dc9bdb2c4020bb308c30b756a1c0201010000ffffffff3f0f2234d52b40c5
1223,18341,10381,14808,20444,22788,-0.250276433,1.754541005,-1.369760854,-9.983700000,-11.488800000,26.484000000,0.140625000,0.804688000,0.493896000,0.575684000,-0.651367000,0.659180000,-0.736816000,-0.149658000,-0.127686000,196728,8d28d839dc4f0459,4b1254c4b2c4020bb5f0720b9f5a030201000000ffffffff7811e234252a0da7
1224,18342,10585,14838,20348,22808,-0.240805976,1.756369585,-1.380431717,-9.888470000,-11.575900000,26.457200000,0.140259000,0.785645000,0.578125000,0.400879000,-0.710938000,0.460693000,-0.878906000,-0.124268000,-0.354736000,196728,5929f6397c4f1859,273bb2d6b2c4020bb5dcc20bc1260e0802000000ffffffffa035c8129b0f2f64
1225,18343,14427,15244,17772,23158,-0.062445702,1.781116367,-1.666766535,-9.416690000,-11.060400000,26.238600000,0.115662000,0.694824000,0.533203000,0.042053200,-0.845215000,0.409668000,-0.886719000,0.215332000,-0.336426000,196728,5b388c3b6c45765a,a4b3f5682518000000000000a857000000000000fffffdff5c348a149b101f70
1226,18344,14453,15255,17992,23145,-0.061238683,1.781786847,-1.642312474,-10.355600000,-11.258900000,27.295500000,0.291748000,0.835938000,0.746582000,-0.442627000,-0.496582000,-0.530762000,-0.847168000,-0.031829800,-0.962402000,196728,7538973b4846695a,3e37e5742518000000000000a758000000000000fffffdff11362311680f6bb3
1227,18345,14415,15231,17695,23160,-0.063002788,1.780323983,-1.675325456,-9.861200000,-11.408600000,27.037200000,0.259766000,0.784668000,0.538574000,-0.275635000,-0.796387000,-0.579590000,-0.807129000,-0.111511000,-0.986328000,196728,4f387f3b1f45785a,cd8b025b2518000000000000a659000000000000fffffdff73336213fc10a6bb
1228,18346,14460,15240,18150,23140,-0.060913716,1.780872557,-1.624750013,-10.956600000,-11.102900000,28.069000000,0.459473000,0.840332000,0.614746000,-0.730957000,0.295654000,-0.743164000,-0.423828000,0.518066000,-0.668457000,131192,7c38883be646645a,e4a7005e2518000000000000a35c000000000000fffffdff9f340211d81078c8
1229,18347,14444,15218,17946,23142,-0.061656497,1.779531598,-1.647425596,-9.902620000,-11.571900000,26.558600000,0.156250000,0.787598000,0.642090000,0.358643000,-0.677246000,0.582520000,-0.801758000,0.134399000,-0.160400000,196728,6c38723b1a46665a,c343315525180000000000008a75000000000000fffffeffdb339012341035c1
