submesh,gpu_id,vertex_id,error_exact,error_translation_only,error_affine,late_x,late_y,late_z,pix_x,pix_y,pix_z
Wing,GpuId7157,374,0.417279111,0.546961631,0.511066873,-9.091008186,-5.846685410,2.113434315,-11.151900000,-22.389100000,36.403300000
Wing,GpuId7157,655,0.417279111,0.546961631,0.511066873,-9.091008186,-5.846685410,2.113434315,-11.151900000,-22.389100000,36.403300000
Wing,GpuId7157,3512,0.455785305,0.588706477,0.509983823,9.534667015,-6.252545357,1.126550674,-1.364780000,-24.961400000,20.418900000
Wing,GpuId7157,4916,0.423910869,0.566019830,0.509568962,7.257333279,-2.611362696,2.494595528,-1.511190000,-18.342300000,22.915200000
Wing,GpuId7157,5096,0.423910869,0.566019830,0.509568962,7.257333279,-2.611362696,2.494595528,-1.511190000,-18.342300000,22.915200000
Wing,GpuId7157,3229,0.430585251,0.567338154,0.508666760,7.390919209,-3.154958010,2.141494513,-1.714540000,-19.338400000,22.567300000
Wing,GpuId7157,5093,0.430585251,0.567338154,0.508666760,7.390919209,-3.154958010,2.141494513,-1.714540000,-19.338400000,22.567300000
Wing,GpuId7157,3200,0.427653588,0.563488432,0.508081979,6.806308746,-3.100275993,1.843483210,-2.261060000,-19.215600000,22.858300000
Wing,GpuId7157,5760,0.425372269,0.562132667,0.506834279,6.856540203,-3.060773611,1.819016695,-2.257730000,-19.151500000,22.810600000
Wing,GpuId7157,3435,0.449130097,0.583190193,0.505144558,9.409799576,-6.447023392,0.722337246,-1.760270000,-25.313500000,20.316700000
Wing,GpuId7157,5567,0.447177729,0.582164736,0.504551917,9.372831345,-6.511924744,0.538786411,-1.931660000,-25.431700000,20.258100000
