submesh,gpu_id,vertex_id,stage1_direct_error,stage1_affine_error,u76_affine_error,local_x,local_y,local_z,stage1_world_x,stage1_world_y,stage1_world_z,stage1_affine_x,stage1_affine_y,stage1_affine_z,u76_affine_x,u76_affine_y,u76_affine_z,pix_world_x,pix_world_y,pix_world_z,codes,weights
Wing,GpuId7157,1090,38.500312464,1.063082814,2.637194202,-5.329077255,1.641908006,3.418002921,-11.030274470,-4.275117126,3.822063318,-10.221295753,-20.056537972,38.281277318,-10.366170712,-18.531603593,37.862677028,-9.932850000,-21.065600000,38.450800000,60 61 62 63 0 0,215 30 5 5 0 0
Wing,GpuId7157,113,38.564154157,1.060604248,2.695735183,-5.375808601,1.650539652,3.407699503,-11.055307456,-4.330742871,3.760952448,-10.282048940,-20.161256710,38.271021630,-10.442725530,-18.575744784,37.851180802,-9.993780000,-21.168000000,38.439100000,60 61 62 63 0 0,213 31 6 5 0 0
Wing,GpuId7157,1088,38.564154157,1.060604248,2.695735183,-5.375808601,1.650539652,3.407699503,-11.055307456,-4.330742871,3.760952448,-10.282048940,-20.161256710,38.271021630,-10.442725530,-18.575744784,37.851180802,-9.993780000,-21.168000000,38.439100000,60 61 62 63 0 0,213 31 6 5 0 0
Wing,GpuId7157,6637,27.979538732,1.059560782,2.434500521,5.458075243,1.731964853,3.422863024,12.062357023,-4.010148591,2.743722590,1.092381838,-22.003480050,20.101361227,0.702840588,-20.666154484,20.346609043,1.385780000,-23.002400000,20.298200000,79 76 77 0 0 0,215 35 5 0 0 0
Wing,GpuId7157,106,38.621878725,1.058248838,2.745572844,-5.418158884,1.637382930,3.412754010,-11.085116095,-4.412795108,3.742258484,-10.310911436,-20.309183597,38.290316549,-10.499840208,-18.670899660,37.883679305,-10.019800000,-21.313400000,38.453700000,60 61 62 63 0 0,212 32 6 5 0 0
Wing,GpuId7157,6645,27.831923315,1.054700523,2.227612043,5.353416498,1.700132386,3.412948414,11.957610244,-3.871255499,2.875760515,1.139469695,-21.727299348,20.242663354,0.777106670,-20.594812357,20.538478922,1.430070000,-22.722200000,20.437900000,79 76 77 0 0 0,219 31 5 0 0 0
Wing,GpuId7157,5675,27.766133778,1.053738585,2.166955288,5.320801912,1.669032302,3.427334319,11.941587580,-3.847906541,2.965377375,1.202007352,-21.674183856,20.302798773,0.849598221,-20.600171929,20.597965687,1.489990000,-22.668100000,20.501700000,79 76 77 0 0 0,220 30 5 0 0 0
Wing,GpuId7157,4917,27.782344614,1.043418159,2.126797175,5.329077255,1.641908006,3.418002921,11.911860906,-3.893537650,2.991440124,1.208106408,-21.751426556,20.343851897,0.864305431,-20.703300705,20.609147677,1.489870000,-22.735100000,20.548100000,79 76 77 0 0 0,219 31 5 0 0 0
Wing,GpuId7157,5091,27.782344614,1.043418159,2.126797175,5.329077255,1.641908006,3.418002921,11.911860906,-3.893537650,2.991440124,1.208106408,-21.751426556,20.343851897,0.864305431,-20.703300705,20.609147677,1.489870000,-22.735100000,20.548100000,79 76 77 0 0 0,219 31 5 0 0 0
Wing,GpuId7157,2784,28.002309298,1.043216867,2.350864578,5.468297725,1.690088288,3.406533078,12.011890980,-4.076033970,2.783686338,1.099069668,-22.114014042,20.167672702,0.727136039,-20.839228393,20.372767163,1.382830000,-23.096800000,20.372400000,79 76 77 0 0 0,215 35 5 0 0 0
Wing,GpuId7157,3755,28.002309298,1.043216867,2.350864578,5.468297725,1.690088288,3.406533078,12.011890980,-4.076033970,2.783686338,1.099069668,-22.114014042,20.167672702,0.727136039,-20.839228393,20.372767163,1.382830000,-23.096800000,20.372400000,79 76 77 0 0 0,215 35 5 0 0 0
Wing,GpuId7157,2777,27.860843481,1.039406543,2.174615291,5.375808601,1.650539652,3.407699503,11.929098818,-3.964120472,2.927178913,1.167457920,-21.887874231,20.300989902,0.819203769,-20.785912717,20.540750688,1.447850000,-22.867400000,20.506600000,79 76 77 0 0 0,218 32 5 0 0 0
Wing,GpuId7157,3955,27.860843481,1.039406543,2.174615291,5.375808601,1.650539652,3.407699503,11.929098818,-3.964120472,2.927178913,1.167457920,-21.887874231,20.300989902,0.819203769,-20.785912717,20.540750688,1.447850000,-22.867400000,20.506600000,79 76 77 0 0 0,218 32 5 0 0 0
Wing,GpuId7157,4764,38.581944496,1.038789526,2.708153678,-5.410370326,1.780903674,3.233319003,-10.920815626,-4.203424369,3.381649535,-10.516458266,-19.982046852,37.946364284,-10.617267991,-18.368795384,37.465067112,-10.246400000,-20.969300000,38.123800000,60 61 62 63 70 0,199 41 10 5 0 0
